Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['nancy', 'bobofit', 'nancy bobofit']",moses,0,0.17,incorrect,nike,0,0.24,incorrect,moses,0,0.17,incorrect,god,0,0.2,incorrect,abraham,0,0.2,incorrect,eve,0,0.0,incorrect,picasso,0,0.2,incorrect,shakespeare,0,0.12,incorrect,paul,0,0.22,incorrect,god,0,0.2,incorrect,noah,0,0.44,incorrect,nike,0,0.24,incorrect,god,0,0.2,incorrect,eve,0,0.0,incorrect,shakespeare,0,0.12,incorrect,god,0,0.2,incorrect,eve,0,0.0,incorrect,will,0,0.18,incorrect,odysseus,0,0.15,incorrect,adem,0,0.22,incorrect,dostoyevsky,0,0.22,incorrect,dong,0,0.22,incorrect,jose,0,0.18,incorrect,venus,0,0.2,incorrect,will,0,0.18,incorrect,adem,0,0.22,incorrect,dong,0,0.22,incorrect,venus,0,0.2,incorrect
"['brunner', 'bay', 'bay brunner']",alexander,0,0.4,incorrect,alexander,0,0.4,incorrect,epictetus,0,0.12,incorrect,god,0,0.0,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect,alexander,0,0.4,incorrect,dyslexia,0,0.21,incorrect,alexander,0,0.4,incorrect,alexander,0,0.4,incorrect,god,0,0.0,incorrect,alexander,0,0.4,incorrect,god,0,0.0,incorrect,paul,0,0.29,incorrect,dyslexia,0,0.21,incorrect,alexander,0,0.4,incorrect,mr. darcy,0,0.33,incorrect,dyslexia,0,0.21,incorrect,ogretmen,0,0.27,incorrect,alexander,0,0.4,incorrect,dang thai son,0,0.25,incorrect,la,0,0.4,incorrect,mi padre,0,0.32,incorrect,aquiles,0,0.33,incorrect,dyslexia,0,0.21,incorrect,alexander,0,0.4,incorrect,la,0,0.4,incorrect,aquiles,0,0.33,incorrect
"['brunner', 'bay', 'murmuré', 'bay brunner']",oliver twist,0,0.21,incorrect,eve,0,0.2,incorrect,mogapi,0,0.22,incorrect,eve,0,0.2,incorrect,eve,0,0.2,incorrect,eve,0,0.2,incorrect,jesus,0,0.17,incorrect,shakespeare,0,0.27,incorrect,herodias,0,0.27,incorrect,nina,0,0.36,incorrect,jesus,0,0.17,incorrect,eve,0,0.2,incorrect,eve,0,0.2,incorrect,eve,0,0.2,incorrect,shakespeare,0,0.27,incorrect,nina,0,0.36,incorrect,harry,0,0.5,incorrect,elijah,0,0.22,incorrect,ali,0,0.33,incorrect,heathcliff,0,0.15,incorrect,dat,0,0.33,incorrect,jesus,0,0.17,incorrect,el,0,0.22,incorrect,eva,0,0.33,incorrect,elijah,0,0.22,incorrect,heathcliff,0,0.15,incorrect,jesus,0,0.17,incorrect,eva,0,0.33,incorrect
"['brunner', 'bay', 'bay brunner']",odin,0,0.18,incorrect,egypt,0,0.25,incorrect,shakespeare,0,0.27,incorrect,god,0,0.0,incorrect,adam,0,0.29,incorrect,egypt,0,0.25,incorrect,van gogh,0,0.21,incorrect,leonardo,0,0.27,incorrect,jesus,0,0.17,incorrect,andriamahilani,0,0.24,incorrect,monet,0,0.33,incorrect,egypt,0,0.25,incorrect,god,0,0.0,incorrect,egypt,0,0.25,incorrect,leonardo,0,0.27,incorrect,andriamahilani,0,0.24,incorrect,richard,0,0.29,incorrect,da vinci,0,0.32,incorrect,picasso,0,0.2,incorrect,leonardo,0,0.27,incorrect,dat,0,0.33,incorrect,gio,0,0.0,incorrect,guardia,0,0.29,incorrect,paris,0,0.25,incorrect,da vinci,0,0.32,incorrect,leonardo,0,0.27,incorrect,gio,0,0.0,incorrect,paris,0,0.25,incorrect
"['bayan', 'dodds', 'señora', 'señora dodds', 'bayan dodds']",hell,0,0.2,incorrect,daniel,0,0.36,incorrect,medusa,0,0.36,incorrect,eve,0,0.22,incorrect,adam,0,0.44,incorrect,eve,0,0.22,incorrect,sherlock,0,0.43,incorrect,einstein,0,0.43,incorrect,stephen,0,0.46,incorrect,god,0,0.5,incorrect,shakespeare,0,0.35,incorrect,daniel,0,0.36,incorrect,eve,0,0.22,incorrect,eve,0,0.22,incorrect,einstein,0,0.43,incorrect,god,0,0.5,incorrect,lilith,0,0.0,incorrect,satan,0,0.6,incorrect,sodom,0,0.47,incorrect,sauron,0,0.36,incorrect,dat,0,0.25,incorrect,thien,0,0.36,incorrect,bomba,0,0.4,incorrect,satan,0,0.6,incorrect,satan,0,0.6,incorrect,sauron,0,0.36,incorrect,thien,0,0.36,incorrect,satan,0,0.6,incorrect
"['señor', 'jackson', 'bay', 'señor jackson', 'bay jackson']",elijah,0,0.32,incorrect,elijah,0,0.32,incorrect,twitter,0,0.33,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,william,0,0.2,incorrect,god,0,0.25,incorrect,tompo,0,0.22,incorrect,god,0,0.25,incorrect,jesus,0,0.33,incorrect,elijah,0,0.32,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,elijah,0,0.32,incorrect,pen,0,0.5,incorrect,bay,1,1.0,correct,ozdemir,0,0.33,incorrect,thay,0,0.57,incorrect,thich,0,0.17,incorrect,senor,1,1.0,correct,dios,0,0.24,incorrect,pen,0,0.5,incorrect,ozdemir,0,0.33,incorrect,thich,0,0.17,incorrect,dios,0,0.24,incorrect
"['bayan dodds', 'bayan', 'dodds']",jesus,0,0.2,incorrect,london,0,0.36,incorrect,god,0,0.5,incorrect,einstein,0,0.21,incorrect,facebook,0,0.21,incorrect,eve,0,0.0,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect,khafetsa,0,0.31,incorrect,london,0,0.36,incorrect,einstein,0,0.21,incorrect,eve,0,0.0,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect,spock,0,0.2,incorrect,eleanor,0,0.33,incorrect,hamlet,0,0.18,incorrect,allah,0,0.4,incorrect,lan,0,0.5,incorrect,thanh,0,0.4,incorrect,reina,0,0.2,incorrect,shakespeare,0,0.25,incorrect,eleanor,0,0.33,incorrect,allah,0,0.4,incorrect,thanh,0,0.4,incorrect,shakespeare,0,0.25,incorrect
"['bayan', 'dodds', 'señora', 'señora dodds', 'bayan dodds']",shakespeare,0,0.35,incorrect,eve,0,0.22,incorrect,santa,0,0.55,incorrect,eve,0,0.22,incorrect,easter,0,0.5,incorrect,eve,0,0.22,incorrect,dracula,0,0.33,incorrect,shakespeare,0,0.35,incorrect,jesus,0,0.24,incorrect,ary,0,0.5,incorrect,jesus,0,0.24,incorrect,eve,0,0.22,incorrect,eve,0,0.22,incorrect,eve,0,0.22,incorrect,shakespeare,0,0.35,incorrect,ary,0,0.5,incorrect,satan,0,0.6,incorrect,elijah,0,0.33,incorrect,dracula,0,0.33,incorrect,drakon,0,0.36,incorrect,dia,0,0.25,incorrect,dong,0,0.44,incorrect,quimera,0,0.46,incorrect,nostradamus,0,0.52,incorrect,elijah,0,0.33,incorrect,drakon,0,0.36,incorrect,dong,0,0.44,incorrect,nostradamus,0,0.52,incorrect
"['nancy', 'bobofit', 'nancy bobofit']",eve,0,0.0,incorrect,einstein,0,0.31,incorrect,facebook,0,0.48,incorrect,university,0,0.27,incorrect,elijah,0,0.18,incorrect,elijah,0,0.18,incorrect,harry,0,0.4,incorrect,facebook,0,0.48,incorrect,beethoven,0,0.25,incorrect,adama,0,0.2,incorrect,hawaii,0,0.21,incorrect,einstein,0,0.31,incorrect,university,0,0.27,incorrect,elijah,0,0.18,incorrect,facebook,0,0.48,incorrect,adama,0,0.2,incorrect,mom,0,0.2,incorrect,recess,0,0.18,incorrect,ben,0,0.25,incorrect,okul,0,0.18,incorrect,ho bieu chanh,0,0.3,incorrect,newton,0,0.36,incorrect,mi madre,0,0.15,incorrect,charlie,0,0.2,incorrect,recess,0,0.18,incorrect,okul,0,0.18,incorrect,newton,0,0.36,incorrect,charlie,0,0.2,incorrect
"['brunner', 'bay', 'bay brunner']",jesus,0,0.17,incorrect,cicero,0,0.31,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,jesus,0,0.17,incorrect,mr. henderson,0,0.4,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,aristotle,0,0.3,incorrect,jesus,0,0.17,incorrect,cicero,0,0.31,incorrect,god,0,0.0,incorrect,jesus,0,0.17,incorrect,god,0,0.0,incorrect,aristotle,0,0.3,incorrect,he,0,0.22,incorrect,latin,0,0.25,incorrect,ogretmen,0,0.27,incorrect,ogretmen,0,0.27,incorrect,phuong,0,0.31,incorrect,dai,0,0.33,incorrect,mi profesor,0,0.36,incorrect,matematicas,0,0.18,incorrect,latin,0,0.25,incorrect,ogretmen,0,0.27,incorrect,dai,0,0.33,incorrect,matematicas,0,0.18,incorrect
