Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['caroline beaufort', 'caroline', 'beaufort']",oliver,0,0.57,incorrect,olivia,0,0.43,incorrect,modiri,0,0.29,incorrect,morwadi,0,0.27,incorrect,tamahine,0,0.5,incorrect,tera,0,0.33,incorrect,mudaa,0,0.18,incorrect,prerna,0,0.29,incorrect,andriamatoa,0,0.36,incorrect,nanatrika,0,0.35,incorrect,empress,0,0.27,incorrect,olivia,0,0.43,incorrect,morwadi,0,0.27,incorrect,tera,0,0.33,incorrect,prerna,0,0.29,incorrect,nanatrika,0,0.35,incorrect,penelope,0,0.25,incorrect,his,0,0.18,incorrect,ada,0,0.2,incorrect,hasir kizi,0,0.33,incorrect,tran thi huyen,0,0.27,incorrect,thit,0,0.19,incorrect,maria,0,0.46,incorrect,maria,0,0.46,incorrect,his,0,0.18,incorrect,hasir kizi,0,0.33,incorrect,thit,0,0.19,incorrect,maria,0,0.46,incorrect
['elizabeth'],edward,0,0.27,incorrect,ingolstadt,0,0.32,incorrect,dr. frankenstein,0,0.24,incorrect,ingolstadt,0,0.32,incorrect,dr. victor frankenstein,0,0.25,incorrect,ua hinaaro ingolstadt,0,0.2,incorrect,ingol ddii vilym sttonkels,0,0.17,incorrect,ingolstadt,0,0.32,incorrect,dr. victor frankenstein,0,0.25,incorrect,frankenstein,0,0.29,incorrect,charles,0,0.25,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ua hinaaro ingolstadt,0,0.2,incorrect,ingolstadt,0,0.32,incorrect,frankenstein,0,0.29,incorrect,elizabeth,1,1.0,correct,clerval,0,0.25,incorrect,victor,0,0.27,incorrect,victor frankenstein,0,0.29,incorrect,edward,0,0.27,incorrect,victor frankenstein,0,0.29,incorrect,ernesta,0,0.38,incorrect,eliza,0,0.71,correct,clerval,0,0.25,incorrect,victor frankenstein,0,0.29,incorrect,victor frankenstein,0,0.29,incorrect,eliza,0,0.71,correct
"['señor', 'señor krempe', 'm', 'hoạ', 'krempe', 'hủy', 'thần hủy hoạ', 'thần']",olufunmilayo,0,0.27,incorrect,mo,0,0.67,incorrect,boitshego,0,0.43,incorrect,ke,0,0.5,incorrect,te rangiitiua,0,0.4,incorrect,aue,0,0.33,incorrect,shrnnaa,0,0.4,incorrect,prasad,0,0.22,incorrect,ratsy,0,0.25,incorrect,nijery,0,0.36,incorrect,ha masopo,0,0.38,incorrect,mo,0,0.67,incorrect,ke,0,0.5,incorrect,aue,0,0.33,incorrect,prasad,0,0.22,incorrect,nijery,0,0.36,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,edgar,0,0.4,incorrect,henuz,0,0.5,incorrect,phu dong,0,0.4,incorrect,tran quoc tuan,0,0.54,incorrect,frankenstein,0,0.35,incorrect,lo,0,0.4,incorrect,frankenstein,0,0.35,incorrect,henuz,0,0.5,incorrect,tran quoc tuan,0,0.54,incorrect,lo,0,0.4,incorrect
"['profesör', 'm', 'profesör waldman', 'waldman']",oluwole,0,0.29,incorrect,olufunmilayo,0,0.32,incorrect,mme leser,0,0.35,incorrect,leser,0,0.46,incorrect,te hinaaro,0,0.31,incorrect,tera,0,0.33,incorrect,mitr,0,0.4,incorrect,priyaa,0,0.36,incorrect,andriamatoa,0,0.44,incorrect,teny,0,0.2,incorrect,empa,0,0.4,incorrect,olufunmilayo,0,0.32,incorrect,leser,0,0.46,incorrect,tera,0,0.33,incorrect,priyaa,0,0.36,incorrect,teny,0,0.2,incorrect,arthur,0,0.29,incorrect,little john,0,0.22,incorrect,merve,0,0.33,incorrect,gul,0,0.2,incorrect,frankenstein,0,0.3,incorrect,victor,0,0.29,incorrect,don quijote,0,0.22,incorrect,maria,0,0.33,incorrect,little john,0,0.22,incorrect,gul,0,0.2,incorrect,victor,0,0.29,incorrect,maria,0,0.33,incorrect
"['krempe', 'señor krempe', 'm', 'señor']",olufunmilayo,0,0.24,incorrect,olufunmilayo,0,0.24,incorrect,modiri,0,0.36,incorrect,ke,0,0.5,incorrect,te hina,0,0.33,incorrect,ua,0,0.0,incorrect,baabuu,0,0.0,incorrect,biraalaa,0,0.15,incorrect,radama i,0,0.29,incorrect,niakatra,0,0.31,incorrect,ke,0,0.5,incorrect,olufunmilayo,0,0.24,incorrect,ke,0,0.5,incorrect,ua,0,0.0,incorrect,biraalaa,0,0.15,incorrect,niakatra,0,0.31,incorrect,arthur,0,0.22,incorrect,mr. pickwick,0,0.25,incorrect,ali,0,0.0,incorrect,ali,0,0.0,incorrect,phoebe,0,0.33,incorrect,thiago,0,0.18,incorrect,don quijote,0,0.26,incorrect,el loco,0,0.33,incorrect,mr. pickwick,0,0.25,incorrect,ali,0,0.0,incorrect,thiago,0,0.18,incorrect,el loco,0,0.33,incorrect
['dante'],thomas,0,0.18,incorrect,mr. wickham,0,0.12,incorrect,matlho,0,0.36,incorrect,matlho,0,0.36,incorrect,te rangiitiua,0,0.33,incorrect,tera,0,0.44,incorrect,asiim,0,0.2,incorrect,raj,0,0.25,incorrect,thomas,0,0.18,incorrect,antananarivo,0,0.35,incorrect,queen,0,0.2,incorrect,mr. wickham,0,0.12,incorrect,matlho,0,0.36,incorrect,tera,0,0.44,incorrect,raj,0,0.25,incorrect,antananarivo,0,0.35,incorrect,victor frankenstein,0,0.33,incorrect,frankenstein,0,0.47,incorrect,cavdar,0,0.36,incorrect,hayat,0,0.4,incorrect,hester,0,0.36,incorrect,thuyen vien,0,0.25,incorrect,frankenstein,0,0.47,incorrect,dr. jekyll,0,0.27,incorrect,frankenstein,0,0.47,incorrect,hayat,0,0.4,incorrect,thuyen vien,0,0.25,incorrect,dr. jekyll,0,0.27,incorrect
"['frankenstein', 'clerval']",oliver,0,0.46,incorrect,mo,0,0.0,incorrect,mariga,0,0.31,incorrect,mariga,0,0.31,incorrect,teremoana,0,0.38,incorrect,nahea,0,0.33,incorrect,prithviraj,0,0.35,incorrect,lelaa,0,0.5,incorrect,andriamanitra,0,0.32,incorrect,andriamanitra,0,0.32,incorrect,mari,0,0.25,incorrect,mo,0,0.0,incorrect,mariga,0,0.31,incorrect,nahea,0,0.33,incorrect,lelaa,0,0.5,incorrect,andriamanitra,0,0.32,incorrect,edith,0,0.24,incorrect,edmund,0,0.22,incorrect,ali,0,0.4,incorrect,ali,0,0.4,incorrect,theresa,0,0.43,incorrect,thieu nhi,0,0.29,incorrect,esteban,0,0.53,incorrect,el doctor,0,0.25,incorrect,edmund,0,0.22,incorrect,ali,0,0.4,incorrect,thieu nhi,0,0.29,incorrect,el doctor,0,0.25,incorrect
['clerval'],ogbeni johnson,0,0.1,incorrect,ore mi,0,0.15,incorrect,"that's all, ya joseph? ke ka ntlha yang fa o akanya gore ke ne ke sa batle go nna le ditsala tsa me tse di rategang tse di rategang tse ke di ratang le tse ke di ratang thata?",0,0.05,incorrect,ke,0,0.22,incorrect,tamatoa,0,0.14,incorrect,nahea,0,0.33,incorrect,prithvi,0,0.29,incorrect,prithvi,0,0.29,incorrect,thomas,0,0.15,incorrect,mo,0,0.0,incorrect,u mohopolo,0,0.12,incorrect,ore mi,0,0.15,incorrect,ke,0,0.22,incorrect,nahea,0,0.33,incorrect,prithvi,0,0.29,incorrect,mo,0,0.0,incorrect,edith,0,0.17,incorrect,thou,0,0.0,incorrect,ali,0,0.4,incorrect,ali,0,0.4,incorrect,ngoc anh,0,0.27,incorrect,thuong,0,0.0,incorrect,don pedro,0,0.25,incorrect,antonio,0,0.14,incorrect,thou,0,0.0,incorrect,ali,0,0.4,incorrect,thuong,0,0.0,incorrect,antonio,0,0.14,incorrect
['henry'],osman,0,0.2,incorrect,rome,0,0.22,incorrect,seharabia,0,0.29,incorrect,baebele,0,0.17,incorrect,helen,0,0.6,incorrect,helen,0,0.6,incorrect,aalekhk,0,0.17,incorrect,daariys,0,0.33,incorrect,joseph,0,0.18,incorrect,roma,0,0.22,incorrect,bochabela,0,0.29,incorrect,rome,0,0.22,incorrect,baebele,0,0.17,incorrect,helen,0,0.6,incorrect,daariys,0,0.33,incorrect,roma,0,0.22,incorrect,edward,0,0.36,incorrect,sanskrit,0,0.31,incorrect,ernest,0,0.36,incorrect,roma,0,0.22,incorrect,arthur,0,0.36,incorrect,thuyen minh,0,0.38,incorrect,charles,0,0.33,incorrect,platon,0,0.18,incorrect,sanskrit,0,0.31,incorrect,roma,0,0.22,incorrect,thuyen minh,0,0.38,incorrect,platon,0,0.18,incorrect
"['clerval', 'querido', 'querido clerval']",geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,mariga geneva,0,0.43,incorrect,geneve,0,0.31,incorrect,geneve,0,0.31,incorrect,varanasi,0,0.27,incorrect,vinod,0,0.33,incorrect,geneva,0,0.46,incorrect,nahatsapa,0,0.12,incorrect,lehlabula nakong,0,0.35,incorrect,geneva,0,0.46,incorrect,mariga geneva,0,0.43,incorrect,geneve,0,0.31,incorrect,vinod,0,0.33,incorrect,nahatsapa,0,0.12,incorrect,wilhelm,0,0.43,incorrect,geneva,0,0.46,incorrect,cenevre,0,0.43,incorrect,cenevre,0,0.43,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,genebra,0,0.43,incorrect,ginebra,0,0.43,incorrect,geneva,0,0.46,incorrect,cenevre,0,0.43,incorrect,geneva,0,0.46,incorrect,ginebra,0,0.43,incorrect
