Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['smith', 'winston smith', 'winston']",winston,1,1.0,correct,victory,0,0.43,incorrect,winston smith,1,1.0,correct,victory,0,0.43,incorrect,winston,1,1.0,correct,april,0,0.2,incorrect,winston,1,1.0,correct,victory,0,0.43,incorrect,victory,0,0.43,incorrect,ujjwal,0,0.15,incorrect,victory,0,0.43,incorrect,victory,0,0.43,incorrect,winston smith,1,1.0,correct,victory,0,0.43,incorrect,ali,0,0.25,incorrect,april,0,0.2,incorrect,nguyen,0,0.31,incorrect,nguyen,0,0.31,incorrect,winston smith,1,1.0,correct,victoria,0,0.4,incorrect,victory,0,0.43,incorrect,victory,0,0.43,incorrect,april,0,0.2,incorrect,victory,0,0.43,incorrect,ujjwal,0,0.15,incorrect,victory,0,0.43,incorrect,victory,0,0.43,incorrect,april,0,0.2,incorrect,nguyen,0,0.31,incorrect,victoria,0,0.4,incorrect
['winston'],bill,0,0.18,incorrect,esita,0,0.33,incorrect,salvador dali,0,0.2,incorrect,arakunrin,0,0.25,incorrect,mma ausi,0,0.13,incorrect,shebile,0,0.14,incorrect,te mau peue tahito,0,0.24,incorrect,manureva,0,0.13,incorrect,winston smith,0,0.7,correct,big,0,0.2,incorrect,big brother,0,0.22,incorrect,brother,0,0.14,incorrect,winston smith,0,0.7,correct,big,0,0.2,incorrect,winston,1,1.0,correct,ali,0,0.2,incorrect,winston,1,1.0,correct,nguyen,0,0.31,incorrect,winston,1,1.0,correct,big brother,0,0.22,incorrect,esita,0,0.33,incorrect,arakunrin,0,0.25,incorrect,shebile,0,0.14,incorrect,manureva,0,0.13,incorrect,big,0,0.2,incorrect,brother,0,0.14,incorrect,big,0,0.2,incorrect,ali,0,0.2,incorrect,nguyen,0,0.31,incorrect,big brother,0,0.22,incorrect
"['winston', 'wiston']",john,0,0.4,incorrect,empa,0,0.0,incorrect,okunrin,0,0.31,incorrect,okunrin,0,0.31,incorrect,john,0,0.4,incorrect,that's,0,0.17,incorrect,big brother,0,0.24,incorrect,john,0,0.4,incorrect,winston,1,1.0,correct,john,0,0.4,incorrect,winston,1,1.0,correct,efitrano,0,0.43,incorrect,winston,1,1.0,correct,brother,0,0.15,incorrect,winston,1,1.0,correct,ali,0,0.22,incorrect,ngu,0,0.22,incorrect,nguyen,0,0.31,incorrect,winston,1,1.0,correct,diario,0,0.33,incorrect,empa,0,0.0,incorrect,okunrin,0,0.31,incorrect,that's,0,0.17,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,efitrano,0,0.43,incorrect,brother,0,0.15,incorrect,ali,0,0.22,incorrect,nguyen,0,0.31,incorrect,diario,0,0.33,incorrect
"['señora parsons', 'bayan parsons', 'señora', 'parsons', 'bayan']",john,0,0.36,incorrect,sebele,0,0.33,incorrect,jesus,0,0.33,incorrect,jesus,0,0.33,incorrect,jesus,0,0.33,incorrect,john,0,0.36,incorrect,teina,0,0.55,incorrect,te aita,0,0.33,incorrect,sharma,0,0.5,incorrect,shiv,0,0.2,incorrect,john,0,0.36,incorrect,john,0,0.36,incorrect,mr. smith,0,0.26,incorrect,john,0,0.36,incorrect,john,0,0.36,incorrect,ali,0,0.25,incorrect,nguyen,0,0.36,incorrect,nguyen,0,0.36,incorrect,mother,0,0.33,incorrect,spain,0,0.5,incorrect,sebele,0,0.33,incorrect,jesus,0,0.33,incorrect,john,0,0.36,incorrect,te aita,0,0.33,incorrect,shiv,0,0.2,incorrect,john,0,0.36,incorrect,john,0,0.36,incorrect,ali,0,0.25,incorrect,nguyen,0,0.36,incorrect,spain,0,0.5,incorrect
['tom'],jesus,0,0.0,incorrect,john,0,0.29,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,john,0,0.29,incorrect,jesus,0,0.0,incorrect,te fenua enata,0,0.12,incorrect,tahiti,0,0.22,incorrect,ram,0,0.33,incorrect,shiv,0,0.0,incorrect,tom,1,1.0,correct,god,0,0.33,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,ali,0,0.0,incorrect,ali,0,0.0,incorrect,nguyen,0,0.0,incorrect,nguyen,0,0.0,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,tahiti,0,0.22,incorrect,shiv,0,0.0,incorrect,god,0,0.33,incorrect,john,0,0.29,incorrect,ali,0,0.0,incorrect,nguyen,0,0.0,incorrect,john,0,0.29,incorrect
"['winston', 'eurasia']",hitler,0,0.31,incorrect,ho,0,0.22,incorrect,ukraine,0,0.57,incorrect,europe,0,0.46,incorrect,botswana,0,0.27,incorrect,botswana,0,0.27,incorrect,jesus,0,0.5,incorrect,asia,0,0.73,correct,hitler,0,0.31,incorrect,ursula,0,0.62,incorrect,hitler,0,0.31,incorrect,malagasy,0,0.27,incorrect,winston,1,1.0,correct,hitler,0,0.31,incorrect,winston,1,1.0,correct,george orwell,0,0.2,incorrect,julius caesar,0,0.4,incorrect,churchill,0,0.38,incorrect,winston,1,1.0,correct,hitler,0,0.31,incorrect,ho,0,0.22,incorrect,europe,0,0.46,incorrect,botswana,0,0.27,incorrect,asia,0,0.73,correct,ursula,0,0.62,incorrect,malagasy,0,0.27,incorrect,hitler,0,0.31,incorrect,george orwell,0,0.2,incorrect,churchill,0,0.38,incorrect,hitler,0,0.31,incorrect
['winston'],mohala,0,0.15,incorrect,mokha,0,0.17,incorrect,winston,1,1.0,correct,jerks,0,0.17,incorrect,john,0,0.36,incorrect,botswana,0,0.27,incorrect,jerks,0,0.17,incorrect,jerks,0,0.17,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,antoko,0,0.46,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,parti,0,0.17,incorrect,nguyen van a,0,0.21,incorrect,nguyen,0,0.31,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,mokha,0,0.17,incorrect,jerks,0,0.17,incorrect,botswana,0,0.27,incorrect,jerks,0,0.17,incorrect,winston,1,1.0,correct,antoko,0,0.46,incorrect,winston,1,1.0,correct,parti,0,0.17,incorrect,nguyen,0,0.31,incorrect,winston,1,1.0,correct
"[""winston'ın"", 'winston’s', 'winston']",orwell,0,0.15,incorrect,london,0,0.46,incorrect,winston,1,1.0,correct,newton,0,0.62,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,lndn,0,0.36,incorrect,lndn,0,0.36,incorrect,angletera,0,0.25,incorrect,angletera,0,0.25,incorrect,winston,1,1.0,correct,france,0,0.15,incorrect,britanya,0,0.4,incorrect,britanya,0,0.4,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,winston,1,1.0,correct,churchill,0,0.12,incorrect,london,0,0.46,incorrect,newton,0,0.62,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,lndn,0,0.36,incorrect,angletera,0,0.25,incorrect,france,0,0.15,incorrect,britanya,0,0.4,incorrect,london,0,0.46,incorrect,churchill,0,0.12,incorrect
['winston'],colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect
['winston'],jesus,0,0.17,incorrect,ke,0,0.0,incorrect,jesus,0,0.17,incorrect,olorun,0,0.31,incorrect,botswana,0,0.27,incorrect,jesus,0,0.17,incorrect,tei,0,0.2,incorrect,tei,0,0.2,incorrect,john,0,0.36,incorrect,michael jackson,0,0.36,incorrect,tompo o,0,0.29,incorrect,jesus,0,0.17,incorrect,winston,1,1.0,correct,paypal,0,0.0,incorrect,bayram,0,0.0,incorrect,ali,0,0.2,incorrect,nguyen,0,0.31,incorrect,nguyen,0,0.31,incorrect,winston,1,1.0,correct,john,0,0.36,incorrect,ke,0,0.0,incorrect,olorun,0,0.31,incorrect,jesus,0,0.17,incorrect,tei,0,0.2,incorrect,michael jackson,0,0.36,incorrect,jesus,0,0.17,incorrect,paypal,0,0.0,incorrect,ali,0,0.2,incorrect,nguyen,0,0.31,incorrect,john,0,0.36,incorrect
