Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['gatsby'],mark twain,0,0.25,incorrect,samson,0,0.33,incorrect,botswana,0,0.29,incorrect,joseph,0,0.17,incorrect,adam,0,0.2,incorrect,jesus,0,0.18,incorrect,shakespeare,0,0.24,incorrect,romeo,0,0.0,incorrect,rabelo,0,0.33,incorrect,rehefa,0,0.17,incorrect,bochabela,0,0.27,incorrect,samson,0,0.33,incorrect,joseph,0,0.17,incorrect,jesus,0,0.18,incorrect,romeo,0,0.0,incorrect,rehefa,0,0.17,incorrect,dorian,0,0.17,incorrect,thoreau,0,0.15,incorrect,orhan,0,0.18,incorrect,insan,0,0.18,incorrect,arthur dimmesdale,0,0.26,incorrect,phan,0,0.2,incorrect,robert,0,0.17,incorrect,wuthering,0,0.13,incorrect,thoreau,0,0.15,incorrect,insan,0,0.18,incorrect,phan,0,0.2,incorrect,wuthering,0,0.13,incorrect
"['tom', 'buchanan', 'tom buchanan']",daisy,0,0.15,incorrect,georgia,0,0.21,incorrect,david livingstone,0,0.24,incorrect,botswana,0,0.5,incorrect,east egg,0,0.2,incorrect,hope,0,0.29,incorrect,monet,0,0.25,incorrect,george,0,0.22,incorrect,east egg,0,0.2,incorrect,zeorziana,0,0.38,incorrect,georgia,0,0.21,incorrect,georgia,0,0.21,incorrect,botswana,0,0.5,incorrect,hope,0,0.29,incorrect,george,0,0.22,incorrect,zeorziana,0,0.38,incorrect,gatsby,0,0.22,incorrect,colonial,0,0.38,incorrect,daisy buchanan,0,0.73,correct,georgian,0,0.3,incorrect,gatsby,0,0.22,incorrect,georgian,0,0.3,incorrect,daisy,0,0.15,incorrect,east,0,0.29,incorrect,colonial,0,0.38,incorrect,georgian,0,0.3,incorrect,georgian,0,0.3,incorrect,east,0,0.29,incorrect
"['tom', 'buchanan', 'tom buchanan']",jack,0,0.17,incorrect,elizabeth,0,0.24,incorrect,hamlet,0,0.29,incorrect,joseph,0,0.22,incorrect,joseph,0,0.22,incorrect,joseph,0,0.22,incorrect,madame defarge,0,0.23,incorrect,chandramukhi,0,0.5,incorrect,david,0,0.15,incorrect,samy,0,0.29,incorrect,keats,0,0.25,incorrect,elizabeth,0,0.24,incorrect,joseph,0,0.22,incorrect,joseph,0,0.22,incorrect,chandramukhi,0,0.5,incorrect,samy,0,0.29,incorrect,mr. darcy,0,0.29,incorrect,harriet,0,0.27,incorrect,madame,0,0.33,incorrect,emma,0,0.29,incorrect,emily,0,0.25,incorrect,phanh,0,0.46,incorrect,elvira,0,0.14,incorrect,marie,0,0.25,incorrect,harriet,0,0.27,incorrect,emma,0,0.29,incorrect,phanh,0,0.46,incorrect,marie,0,0.25,incorrect
['daisy'],esther,0,0.18,incorrect,esther,0,0.18,incorrect,job,0,0.0,incorrect,moses,0,0.2,incorrect,esther,0,0.18,incorrect,josephine,0,0.14,incorrect,esther,0,0.18,incorrect,ram,0,0.25,incorrect,josephine,0,0.14,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,esther,0,0.18,incorrect,moses,0,0.2,incorrect,josephine,0,0.14,incorrect,ram,0,0.25,incorrect,joseph,0,0.18,incorrect,emily,0,0.4,incorrect,elizabeth,0,0.14,incorrect,ozdemir,0,0.33,incorrect,oteki,0,0.2,incorrect,elizabeth,0,0.14,incorrect,phuong,0,0.0,incorrect,emily,0,0.4,incorrect,senor,0,0.2,incorrect,elizabeth,0,0.14,incorrect,oteki,0,0.2,incorrect,phuong,0,0.0,incorrect,senor,0,0.2,incorrect
"['bayan', 'miss', 'miss baker', 'bayan baker', 'baker']",david,0,0.22,incorrect,job,0,0.25,incorrect,jesus,0,0.44,incorrect,joseph,0,0.25,incorrect,hamlet,0,0.36,incorrect,david,0,0.22,incorrect,jack,0,0.44,incorrect,speed,0,0.27,incorrect,jesus,0,0.44,incorrect,david,0,0.22,incorrect,job,0,0.25,incorrect,job,0,0.25,incorrect,joseph,0,0.25,incorrect,david,0,0.22,incorrect,speed,0,0.27,incorrect,david,0,0.22,incorrect,elizabeth,0,0.32,incorrect,chillingworth,0,0.17,incorrect,arthur,0,0.36,incorrect,esmeralda,0,0.32,incorrect,duong nhien roi!,0,0.3,incorrect,phuong,0,0.18,incorrect,porfiria,0,0.22,incorrect,clarisa,0,0.36,incorrect,chillingworth,0,0.17,incorrect,esmeralda,0,0.32,incorrect,phuong,0,0.18,incorrect,clarisa,0,0.36,incorrect
"['bayan', 'bayan baker', 'baker']",rembrandt,0,0.43,incorrect,grey,0,0.22,incorrect,joseph,0,0.18,incorrect,mokopong,0,0.15,incorrect,joseph,0,0.18,incorrect,ua,0,0.29,incorrect,miss,0,0.0,incorrect,romeo,0,0.2,incorrect,miss muffet,0,0.18,incorrect,nijery,0,0.36,incorrect,david,0,0.2,incorrect,grey,0,0.22,incorrect,mokopong,0,0.15,incorrect,ua,0,0.29,incorrect,romeo,0,0.2,incorrect,nijery,0,0.36,incorrect,daisy,0,0.4,incorrect,caroline,0,0.32,incorrect,yanko,0,0.6,incorrect,asker,0,0.8,correct,nguyen huu than,0,0.31,incorrect,pham,0,0.22,incorrect,miss havisham,0,0.22,incorrect,miranda,0,0.33,incorrect,caroline,0,0.32,incorrect,asker,0,0.8,correct,pham,0,0.22,incorrect,miranda,0,0.33,incorrect
['daisy'],jesus,0,0.2,incorrect,mo,0,0.0,incorrect,he,0,0.0,incorrect,david,0,0.6,incorrect,paul,0,0.22,incorrect,joseph,0,0.18,incorrect,thomas,0,0.36,incorrect,week,0,0.0,incorrect,jesus,0,0.2,incorrect,ataoko,0,0.18,incorrect,christmas,0,0.29,incorrect,mo,0,0.0,incorrect,david,0,0.6,incorrect,joseph,0,0.18,incorrect,week,0,0.0,incorrect,ataoko,0,0.18,incorrect,susan,0,0.2,incorrect,jo,0,0.0,incorrect,nese,0,0.22,incorrect,iki,0,0.25,incorrect,nguoi dan ong,0,0.22,incorrect,nguoi,0,0.2,incorrect,sam,0,0.25,incorrect,el,0,0.0,incorrect,jo,0,0.0,incorrect,iki,0,0.25,incorrect,nguoi,0,0.2,incorrect,el,0,0.0,incorrect
"['tom', 'tom”']",abraham,0,0.2,incorrect,job,0,0.33,incorrect,god,0,0.33,incorrect,mma,0,0.33,incorrect,joseph,0,0.22,incorrect,joseph,0,0.22,incorrect,wickham,0,0.2,incorrect,joseph,0,0.22,incorrect,david,0,0.0,incorrect,david,0,0.0,incorrect,jesus,0,0.0,incorrect,job,0,0.33,incorrect,mma,0,0.33,incorrect,joseph,0,0.22,incorrect,joseph,0,0.22,incorrect,david,0,0.0,incorrect,gatsby,0,0.22,incorrect,goliath,0,0.2,incorrect,heathcliff,0,0.15,incorrect,ali,0,0.0,incorrect,tom,1,1.0,correct,daisy,0,0.0,incorrect,don quijote,0,0.14,incorrect,hamlet,0,0.22,incorrect,goliath,0,0.2,incorrect,ali,0,0.0,incorrect,daisy,0,0.0,incorrect,hamlet,0,0.22,incorrect
['daisy'],velvet,0,0.0,incorrect,velvet,0,0.0,incorrect,job,0,0.0,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,madame bovary,0,0.33,incorrect,madame,0,0.36,incorrect,david,0,0.6,incorrect,hitako,0,0.18,incorrect,velvet,0,0.0,incorrect,velvet,0,0.0,incorrect,joseph,0,0.18,incorrect,joseph,0,0.18,incorrect,madame,0,0.36,incorrect,hitako,0,0.18,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,kadife,0,0.36,incorrect,ngoc,0,0.0,incorrect,phuong,0,0.0,incorrect,elizabeth,0,0.14,incorrect,emma,0,0.22,incorrect,emily,0,0.4,incorrect,kadife,0,0.36,incorrect,phuong,0,0.0,incorrect,emma,0,0.22,incorrect
['tom'],yoruba,0,0.22,incorrect,samson,0,0.22,incorrect,moses,0,0.25,incorrect,moses,0,0.25,incorrect,abraham,0,0.2,incorrect,isaac,0,0.0,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,nilaza,0,0.0,incorrect,molimo,0,0.44,incorrect,samson,0,0.22,incorrect,moses,0,0.25,incorrect,isaac,0,0.0,incorrect,god,0,0.33,incorrect,nilaza,0,0.0,incorrect,esther,0,0.22,incorrect,jo,0,0.4,incorrect,umut,0,0.29,incorrect,dogum,0,0.5,incorrect,troi,0,0.57,incorrect,yersin,0,0.0,incorrect,una hora,0,0.18,incorrect,estupendo,0,0.33,incorrect,jo,0,0.4,incorrect,dogum,0,0.5,incorrect,yersin,0,0.0,incorrect,estupendo,0,0.33,incorrect
"['ton', 'buchanan', 'tom buchanan', 'tom', 'ton buchanan']",guinevere,0,0.24,incorrect,samson,0,0.44,incorrect,noah,0,0.33,incorrect,mokgosi,0,0.2,incorrect,elizabeth,0,0.24,incorrect,te taamuhia,0,0.43,incorrect,thames,0,0.44,incorrect,hour,0,0.29,incorrect,jesus,0,0.15,incorrect,joseph,0,0.22,incorrect,camelot,0,0.27,incorrect,samson,0,0.44,incorrect,mokgosi,0,0.2,incorrect,te taamuhia,0,0.43,incorrect,hour,0,0.29,incorrect,joseph,0,0.22,incorrect,daisy,0,0.15,incorrect,miss havisham,0,0.4,incorrect,waggoner,0,0.36,incorrect,istasyon,0,0.55,incorrect,nguyen tuong lan,0,0.43,incorrect,do,0,0.4,incorrect,camila,0,0.43,incorrect,don quijote,0,0.35,incorrect,miss havisham,0,0.4,incorrect,istasyon,0,0.55,incorrect,do,0,0.4,incorrect,don quijote,0,0.35,incorrect
['tom'],princess diana,0,0.0,incorrect,york,0,0.29,incorrect,september,0,0.33,incorrect,york,0,0.29,incorrect,empire state,0,0.13,incorrect,york,0,0.29,incorrect,mark twain,0,0.15,incorrect,delilah,0,0.0,incorrect,central park,0,0.13,incorrect,york,0,0.29,incorrect,new york,0,0.18,incorrect,york,0,0.29,incorrect,york,0,0.29,incorrect,york,0,0.29,incorrect,delilah,0,0.0,incorrect,york,0,0.29,incorrect,daisy,0,0.0,incorrect,whomever,0,0.36,incorrect,emily,0,0.25,incorrect,york,0,0.29,incorrect,scarlett,0,0.18,incorrect,york,0,0.29,incorrect,marlowe,0,0.2,incorrect,el,0,0.0,incorrect,whomever,0,0.36,incorrect,york,0,0.29,incorrect,york,0,0.29,incorrect,el,0,0.0,incorrect
"['bayan', 'bayan wilson', 'wilson', 'mistress wilson', 'wilso', 'mistress']",heaven,0,0.36,incorrect,heidi,0,0.2,incorrect,david,0,0.24,incorrect,david,0,0.24,incorrect,david,0,0.24,incorrect,joseph,0,0.29,incorrect,scrooge,0,0.4,incorrect,elizabeth,0,0.24,incorrect,york,0,0.25,incorrect,york,0,0.25,incorrect,wuthering,0,0.4,incorrect,heidi,0,0.2,incorrect,david,0,0.24,incorrect,joseph,0,0.29,incorrect,elizabeth,0,0.24,incorrect,york,0,0.25,incorrect,pamela,0,0.36,incorrect,mr.,0,0.36,incorrect,john,0,0.4,incorrect,jack,0,0.22,incorrect,wagstaff,0,0.31,incorrect,airedale,0,0.38,incorrect,mr. brown,0,0.42,incorrect,elvis,0,0.4,incorrect,mr.,0,0.36,incorrect,jack,0,0.22,incorrect,airedale,0,0.38,incorrect,elvis,0,0.4,incorrect
"['bayan', 'myrtle', 'bayan wilson', 'wilson', 'mistress wilson', 'mistress']",elizabeth,0,0.27,incorrect,elizabeth,0,0.27,incorrect,mosadinyana,0,0.5,incorrect,rebecca,0,0.33,incorrect,elizabeth,0,0.27,incorrect,isaac,0,0.4,incorrect,shah,0,0.22,incorrect,queen,0,0.2,incorrect,stanley,0,0.46,incorrect,andrefana,0,0.43,incorrect,china,0,0.36,incorrect,elizabeth,0,0.27,incorrect,rebecca,0,0.33,incorrect,isaac,0,0.4,incorrect,queen,0,0.2,incorrect,andrefana,0,0.43,incorrect,woolf,0,0.36,incorrect,central,0,0.31,incorrect,west,0,0.4,incorrect,west,0,0.4,incorrect,carrie,0,0.33,incorrect,west,0,0.4,incorrect,elizabeth,0,0.27,incorrect,reina,0,0.4,incorrect,central,0,0.31,incorrect,west,0,0.4,incorrect,west,0,0.4,incorrect,reina,0,0.4,incorrect
['catherine'],omo odun,0,0.12,incorrect,arabinrin,0,0.44,incorrect,david,0,0.29,incorrect,joseph,0,0.13,incorrect,josephine,0,0.44,incorrect,te tahito,0,0.33,incorrect,scarlett,0,0.47,incorrect,bob,0,0.0,incorrect,elizabeth,0,0.33,incorrect,ary,0,0.33,incorrect,empa,0,0.15,incorrect,arabinrin,0,0.44,incorrect,joseph,0,0.13,incorrect,te tahito,0,0.33,incorrect,bob,0,0.0,incorrect,ary,0,0.33,incorrect,joyce,0,0.29,incorrect,elizabeth,0,0.33,incorrect,inci,0,0.31,incorrect,evliya,0,0.27,incorrect,nguyen,0,0.27,incorrect,phu,0,0.17,incorrect,clotilde,0,0.47,incorrect,blancura,0,0.24,incorrect,elizabeth,0,0.33,incorrect,evliya,0,0.27,incorrect,phu,0,0.17,incorrect,blancura,0,0.24,incorrect
"['mister mckee', 'bay mckee', 'bay', 'mister', 'mckee']",joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,ke,0,0.57,incorrect,david,0,0.25,incorrect,joseph,0,0.33,incorrect,hamlet,0,0.4,incorrect,leather,0,0.46,incorrect,joseph,0,0.33,incorrect,joseph,0,0.33,incorrect,god,0,0.0,incorrect,joseph,0,0.33,incorrect,ke,0,0.57,incorrect,joseph,0,0.33,incorrect,leather,0,0.46,incorrect,joseph,0,0.33,incorrect,wemmick,0,0.5,incorrect,three,0,0.47,incorrect,arthur,0,0.33,incorrect,adam,0,0.31,incorrect,nguyen huy tuong,0,0.16,incorrect,chang,0,0.25,incorrect,wick,0,0.44,incorrect,panuelo,0,0.25,incorrect,three,0,0.47,incorrect,adam,0,0.31,incorrect,chang,0,0.25,incorrect,panuelo,0,0.25,incorrect
"['jordan', 'jordan baker', 'baker']",aladdin,0,0.31,incorrect,marble,0,0.36,incorrect,david,0,0.36,incorrect,botswana,0,0.43,incorrect,joseph,0,0.33,incorrect,david,0,0.36,incorrect,pyotr,0,0.36,incorrect,alhambra,0,0.31,incorrect,david,0,0.36,incorrect,david,0,0.36,incorrect,joseph,0,0.33,incorrect,marble,0,0.36,incorrect,botswana,0,0.43,incorrect,david,0,0.36,incorrect,alhambra,0,0.31,incorrect,david,0,0.36,incorrect,florence,0,0.43,incorrect,mr. rochester,0,0.32,incorrect,hamlet,0,0.36,incorrect,orpheus,0,0.32,incorrect,phuong,0,0.33,incorrect,phuong,0,0.33,incorrect,madame merlet,0,0.4,incorrect,don quijote,0,0.35,incorrect,mr. rochester,0,0.32,incorrect,orpheus,0,0.32,incorrect,phuong,0,0.33,incorrect,don quijote,0,0.35,incorrect
['jordan'],owl,0,0.22,incorrect,john,0,0.6,incorrect,david,0,0.36,incorrect,noah,0,0.4,incorrect,david,0,0.36,incorrect,samuel,0,0.17,incorrect,charles,0,0.15,incorrect,carry,0,0.18,incorrect,jerusalem,0,0.4,incorrect,david,0,0.36,incorrect,charles dickens,0,0.29,incorrect,john,0,0.6,incorrect,noah,0,0.4,incorrect,samuel,0,0.17,incorrect,carry,0,0.18,incorrect,david,0,0.36,incorrect,wemmick,0,0.0,incorrect,mr. pickwick,0,0.11,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,nguoi,0,0.18,incorrect,phan,0,0.4,incorrect,wemmick,0,0.0,incorrect,hamlet,0,0.17,incorrect,mr. pickwick,0,0.11,incorrect,adam,0,0.4,incorrect,phan,0,0.4,incorrect,hamlet,0,0.17,incorrect
