Single_ent,en_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,es_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,en_correct,tr_correct,vi_correct,es_correct
['winston smith'],<output>victory</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>victoria</output>,0,0.22,0,0.15,0,0.17,0,0.26,incorrect,incorrect,incorrect,incorrect
['winston'],<output>big</output>,<output>george</output>,<output>nguyễn</output>,<output>winston</output>,0,0.15,0,0.13,0,0.13,0,0.45,incorrect,incorrect,incorrect,incorrect
"['winston', 'wiston']",<output>george</output>,<output>heathcliff</output>,<output>nguyễn</output>,<output>emily</output>,0,0.14,0,0.12,0,0.14,0,0.14,incorrect,incorrect,incorrect,incorrect
"['señora parsons', 'parsons', 'bayan parsons']",<output>heathcliff</output>,<output>emily</output>,<output>nguyễn</output>,<output>emily</output>,0,0.18,0,0.17,0,0.22,0,0.17,incorrect,incorrect,incorrect,incorrect
['tom'],<output>john</output>,<output>emily</output>,<output>nguyễn</output>,<output>emily</output>,0,0.17,0,0.16,0,0.15,0,0.16,incorrect,incorrect,incorrect,incorrect
"['winston', 'eurasia']",<output>hitler</output>,<output>winston</output>,<output>winston</output>,<output>hitler</output>,0,0.2,0,0.45,0,0.45,0,0.2,incorrect,incorrect,incorrect,incorrect
['winston'],<output>winston</output>,<output>ali</output>,<output>nguyễn</output>,<output>winston</output>,0,0.45,0,0.15,0,0.13,0,0.45,incorrect,incorrect,incorrect,incorrect
"['winston', ""winston'ın"", 'winston’s']",<output>london</output>,<output>winston</output>,<output>shakespeare</output>,<output>churchill</output>,0,0.24,0,0.45,0,0.11,0,0.12,incorrect,incorrect,incorrect,incorrect
['winston'],<output>colchester</output>,<output>colchester</output>,<output>colchester</output>,<output>colchester</output>,0,0.18,0,0.18,0,0.18,0,0.18,incorrect,incorrect,incorrect,incorrect
['winston'],<output>paypal</output>,<output>tom</output>,<output>nguyễn</output>,<output>maría</output>,0,0.13,0,0.15,0,0.13,0,0.14,incorrect,incorrect,incorrect,incorrect
"['smith', 'smit']",<output>occam</output>,<output>ministry</output>,<output>nguyễn</output>,<output>minerva</output>,0,0.15,0,0.21,0,0.07,0,0.21,incorrect,incorrect,incorrect,incorrect
['winston'],<output>winston</output>,<output>victor</output>,<output>nguyễn</output>,<output>maría</output>,0,0.45,0,0.2,0,0.13,0,0.14,incorrect,incorrect,incorrect,incorrect
