Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['atila', 'magyard', 'attila']",attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,dracula,0,0.5,incorrect,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,transylvania,0,0.35,incorrect,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,dracula,0,0.5,incorrect,attila,1,1.0,correct,magyar,0,0.92,correct,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,dracula,0,0.5,incorrect,attila,1,1.0,correct,attila,1,1.0,correct,transylvania,0,0.35,incorrect,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct
"['kont', 'conde drácula', 'drácula', 'dracula', 'conde', 'kont dracula']",dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,john,0,0.5,incorrect,lebogang,0,0.33,incorrect,john,0,0.5,incorrect,teriieroo,0,0.19,incorrect,dracula,1,1.0,correct,heinrich,0,0.3,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,metropole,0,0.29,incorrect,dracula,1,1.0,correct,baron,0,0.44,incorrect,count,0,0.67,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,lebogang,0,0.33,incorrect,teriieroo,0,0.19,incorrect,heinrich,0,0.3,incorrect,count,0,0.67,incorrect,dracula,1,1.0,correct,metropole,0,0.29,incorrect,baron,0,0.44,incorrect,dracula,1,1.0,correct
"['kont', 'conde drácula', 'drácula', 'dracula', 'conde', 'kont dracula']",dracula,1,1.0,correct,transylvania,0,0.42,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,john,0,0.5,incorrect,le,0,0.29,incorrect,john,0,0.5,incorrect,marie,0,0.2,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,nguyen,0,0.36,incorrect,count,0,0.67,incorrect,dracula,1,1.0,correct,transylvania,0,0.42,incorrect,count,0,0.67,incorrect,le,0,0.29,incorrect,marie,0,0.2,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,nguyen,0,0.36,incorrect,dracula,1,1.0,correct
"['mr', 'hawkins', 'mr hawkins']",abraham,0,0.35,incorrect,emily,0,0.29,incorrect,abraham,0,0.35,incorrect,elizabeth,0,0.12,incorrect,emily,0,0.29,incorrect,thembi,0,0.31,incorrect,john,0,0.36,incorrect,abel,0,0.18,incorrect,lucy,0,0.0,incorrect,emily,0,0.29,incorrect,estella,0,0.14,incorrect,emily,0,0.29,incorrect,dr. mortimer,0,0.29,incorrect,mr. darcy,0,0.42,incorrect,edmond dantes,0,0.43,incorrect,edmond,0,0.25,incorrect,nguyen,0,0.15,incorrect,nguyen,0,0.15,incorrect,king,0,0.55,incorrect,elizabeth,0,0.12,incorrect,emily,0,0.29,incorrect,elizabeth,0,0.12,incorrect,thembi,0,0.31,incorrect,abel,0,0.18,incorrect,emily,0,0.29,incorrect,emily,0,0.29,incorrect,mr. darcy,0,0.42,incorrect,edmond,0,0.25,incorrect,nguyen,0,0.15,incorrect,elizabeth,0,0.12,incorrect
"['kont', 'dracula', 'drácula', 'kont dracula']",dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,jehofa,0,0.22,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,lucy,0,0.18,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,jonathan,0,0.5,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,jehofa,0,0.22,incorrect,dracula,1,1.0,correct,lucy,0,0.18,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,jonathan,0,0.5,incorrect,dracula,1,1.0,correct
['lucy'],emily,0,0.44,incorrect,emma,0,0.0,incorrect,emily,0,0.44,incorrect,abbey,0,0.22,incorrect,john,0,0.0,incorrect,home,0,0.0,incorrect,teata,0,0.0,incorrect,abel,0,0.25,incorrect,lucy,1,1.0,correct,emily,0,0.44,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,elizabeth,0,0.15,incorrect,mr. darcy,0,0.31,incorrect,elizabeth,0,0.15,incorrect,emily,0,0.44,incorrect,nguyen,0,0.4,incorrect,nguyen,0,0.4,incorrect,lucy,1,1.0,correct,emily,0,0.44,incorrect,emma,0,0.0,incorrect,abbey,0,0.22,incorrect,home,0,0.0,incorrect,abel,0,0.25,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,mr. darcy,0,0.31,incorrect,emily,0,0.44,incorrect,nguyen,0,0.4,incorrect,emily,0,0.44,incorrect
['lucy'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,heathcliff,0,0.14,incorrect,john,0,0.0,incorrect,jesus,0,0.22,incorrect,thrushcross,0,0.27,incorrect,nahea,0,0.0,incorrect,heathcliff,0,0.14,incorrect,dimmesdale,0,0.14,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,cathy,0,0.44,incorrect,emily,0,0.44,incorrect,heathcliff,0,0.14,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,david,0,0.0,incorrect,emily,0,0.44,incorrect,john,0,0.0,incorrect,heathcliff,0,0.14,incorrect,jesus,0,0.22,incorrect,nahea,0,0.0,incorrect,dimmesdale,0,0.14,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['renfield'],jesus,0,0.15,incorrect,john,0,0.17,incorrect,abraham,0,0.13,incorrect,olutoju,0,0.13,incorrect,job,0,0.0,incorrect,jesus,0,0.15,incorrect,job,0,0.0,incorrect,abel,0,0.33,incorrect,jack,0,0.0,incorrect,dr. john,0,0.25,incorrect,dr. dolittle,0,0.3,incorrect,john,0,0.17,incorrect,renfield,1,1.0,correct,montaigne,0,0.35,incorrect,montgomery,0,0.22,incorrect,emily,0,0.46,incorrect,montresor,0,0.24,incorrect,nguyen,0,0.29,incorrect,jack,0,0.0,incorrect,maria,0,0.31,incorrect,john,0,0.17,incorrect,olutoju,0,0.13,incorrect,jesus,0,0.15,incorrect,abel,0,0.33,incorrect,dr. john,0,0.25,incorrect,john,0,0.17,incorrect,montaigne,0,0.35,incorrect,emily,0,0.46,incorrect,nguyen,0,0.29,incorrect,maria,0,0.31,incorrect
['olgaren'],john,0,0.36,incorrect,abel,0,0.36,incorrect,john,0,0.36,incorrect,keje,0,0.18,incorrect,john,0,0.36,incorrect,phukwi,0,0.0,incorrect,john,0,0.36,incorrect,te ua,0,0.17,incorrect,dracula,0,0.29,incorrect,leggatt,0,0.43,incorrect,mr. simpson,0,0.22,incorrect,abel,0,0.36,incorrect,harold,0,0.31,incorrect,leggatt,0,0.43,incorrect,arthur,0,0.31,incorrect,arthur,0,0.31,incorrect,arthur,0,0.31,incorrect,long john silver,0,0.26,incorrect,matthew,0,0.29,incorrect,marlow,0,0.31,incorrect,abel,0,0.36,incorrect,keje,0,0.18,incorrect,phukwi,0,0.0,incorrect,te ua,0,0.17,incorrect,leggatt,0,0.43,incorrect,abel,0,0.36,incorrect,leggatt,0,0.43,incorrect,arthur,0,0.31,incorrect,long john silver,0,0.26,incorrect,marlow,0,0.31,incorrect
"['jona', 'jonathan']",lucy,0,0.0,incorrect,john,0,0.75,correct,victor,0,0.2,incorrect,abraham,0,0.4,incorrect,heinrich,0,0.25,incorrect,abraham,0,0.4,incorrect,lucas,0,0.22,incorrect,abel,0,0.25,incorrect,st. clare,0,0.24,incorrect,heathcliff,0,0.33,incorrect,david,0,0.22,incorrect,abel,0,0.25,incorrect,jonathan,1,1.0,correct,robinson crusoe,0,0.26,incorrect,lucy,0,0.0,incorrect,odysseus,0,0.17,incorrect,heathcliff,0,0.33,incorrect,hoang,0,0.46,incorrect,lucy,0,0.0,incorrect,maria,0,0.31,incorrect,john,0,0.75,correct,abraham,0,0.4,incorrect,abraham,0,0.4,incorrect,abel,0,0.25,incorrect,heathcliff,0,0.33,incorrect,abel,0,0.25,incorrect,robinson crusoe,0,0.26,incorrect,odysseus,0,0.17,incorrect,hoang,0,0.46,incorrect,maria,0,0.31,incorrect
