Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['george'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect,lucas,0,0.0,incorrect,themba,0,0.17,incorrect,thembi,0,0.17,incorrect,maui,0,0.0,incorrect,marie,0,0.36,incorrect,emily,0,0.18,incorrect,god,0,0.44,incorrect,john,0,0.2,incorrect,dimy,0,0.0,incorrect,george,1,1.0,correct,george,1,1.0,correct,ali,0,0.0,incorrect,john,0,0.2,incorrect,ngoc,0,0.4,incorrect,jesus,0,0.18,incorrect,tomas,0,0.18,incorrect,emma,0,0.2,incorrect,john,0,0.2,incorrect,lucas,0,0.0,incorrect,thembi,0,0.17,incorrect,marie,0,0.36,incorrect,god,0,0.44,incorrect,dimy,0,0.0,incorrect,george,1,1.0,correct,john,0,0.2,incorrect,jesus,0,0.18,incorrect,emma,0,0.2,incorrect
['george'],john,0,0.2,incorrect,matsoho,0,0.15,incorrect,john,0,0.2,incorrect,heathcliff,0,0.12,incorrect,john,0,0.2,incorrect,themba,0,0.17,incorrect,lucas,0,0.0,incorrect,marie,0,0.36,incorrect,tom,0,0.22,incorrect,emily,0,0.18,incorrect,tom,0,0.22,incorrect,emily,0,0.18,incorrect,george,1,1.0,correct,he,0,0.25,incorrect,ozdemir,0,0.31,incorrect,john,0,0.2,incorrect,hoang,0,0.36,incorrect,tom,0,0.22,incorrect,john,0,0.2,incorrect,emily,0,0.18,incorrect,matsoho,0,0.15,incorrect,heathcliff,0,0.12,incorrect,themba,0,0.17,incorrect,marie,0,0.36,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect,he,0,0.25,incorrect,john,0,0.2,incorrect,tom,0,0.22,incorrect,emily,0,0.18,incorrect
['lennie'],emily,0,0.36,incorrect,ke,0,0.25,incorrect,he,0,0.25,incorrect,john,0,0.2,incorrect,stan,0,0.2,incorrect,stan,0,0.2,incorrect,lucas,0,0.18,incorrect,lucas,0,0.18,incorrect,stan,0,0.2,incorrect,stan,0,0.2,incorrect,stan,0,0.2,incorrect,stan,0,0.2,incorrect,tom,0,0.0,incorrect,holden,0,0.5,incorrect,holden,0,0.5,incorrect,holden,0,0.5,incorrect,ngoc,0,0.2,incorrect,emily,0,0.36,incorrect,holden,0,0.5,incorrect,emily,0,0.36,incorrect,ke,0,0.25,incorrect,john,0,0.2,incorrect,stan,0,0.2,incorrect,lucas,0,0.18,incorrect,stan,0,0.2,incorrect,stan,0,0.2,incorrect,holden,0,0.5,incorrect,holden,0,0.5,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect
['lennie'],jesus,0,0.18,incorrect,abraham,0,0.0,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect,bob dylan,0,0.27,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,marie,0,0.36,incorrect,dimmesdale,0,0.25,incorrect,god,0,0.0,incorrect,george,0,0.33,incorrect,john,0,0.2,incorrect,tom,0,0.0,incorrect,god,0,0.0,incorrect,holden,0,0.5,incorrect,heathcliff,0,0.25,incorrect,ngoc,0,0.2,incorrect,god,0,0.0,incorrect,scarlett,0,0.29,incorrect,beatriz,0,0.31,incorrect,abraham,0,0.0,incorrect,john,0,0.2,incorrect,jesus,0,0.18,incorrect,marie,0,0.36,incorrect,god,0,0.0,incorrect,john,0,0.2,incorrect,god,0,0.0,incorrect,heathcliff,0,0.25,incorrect,god,0,0.0,incorrect,beatriz,0,0.31,incorrect
['george'],david,0,0.0,incorrect,abel,0,0.2,incorrect,jesus,0,0.18,incorrect,abraham,0,0.15,incorrect,john,0,0.2,incorrect,re,0,0.5,incorrect,john,0,0.2,incorrect,abel,0,0.2,incorrect,tom,0,0.22,incorrect,abel,0,0.2,incorrect,tom,0,0.22,incorrect,abel,0,0.2,incorrect,george,1,1.0,correct,charlie,0,0.31,incorrect,ali,0,0.0,incorrect,john,0,0.2,incorrect,nguyen,0,0.33,incorrect,nguyen,0,0.33,incorrect,carlos,0,0.17,incorrect,lucas,0,0.0,incorrect,abel,0,0.2,incorrect,abraham,0,0.15,incorrect,re,0,0.5,incorrect,abel,0,0.2,incorrect,abel,0,0.2,incorrect,abel,0,0.2,incorrect,charlie,0,0.31,incorrect,john,0,0.2,incorrect,nguyen,0,0.33,incorrect,lucas,0,0.0,incorrect
['george'],heathcliff,0,0.12,incorrect,lucas,0,0.0,incorrect,oliver,0,0.33,incorrect,abraham,0,0.15,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect,abel,0,0.2,incorrect,abraham,0,0.15,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect,elizabeth,0,0.27,incorrect,abraham,0,0.15,incorrect,george,1,1.0,correct,holden,0,0.33,incorrect,heathcliff,0,0.12,incorrect,scarlett,0,0.29,incorrect,heathcliff,0,0.12,incorrect,nguyen,0,0.33,incorrect,tom,0,0.22,incorrect,lucas,0,0.0,incorrect,lucas,0,0.0,incorrect,abraham,0,0.15,incorrect,john,0,0.2,incorrect,abraham,0,0.15,incorrect,emily,0,0.18,incorrect,abraham,0,0.15,incorrect,holden,0,0.33,incorrect,scarlett,0,0.29,incorrect,nguyen,0,0.33,incorrect,lucas,0,0.0,incorrect
['lennie'],jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,abraham,0,0.0,incorrect,abraham,0,0.0,incorrect,khama,0,0.0,incorrect,john,0,0.2,incorrect,adam,0,0.0,incorrect,emma,0,0.2,incorrect,heidi,0,0.36,incorrect,heathcliff,0,0.25,incorrect,heathcliff,0,0.25,incorrect,abel,0,0.2,incorrect,george,0,0.33,incorrect,george,0,0.33,incorrect,ali,0,0.44,incorrect,heathcliff,0,0.25,incorrect,tom,0,0.0,incorrect,heathcliff,0,0.25,incorrect,el viejo,0,0.43,incorrect,lucas,0,0.18,incorrect,jesus,0,0.18,incorrect,abraham,0,0.0,incorrect,john,0,0.2,incorrect,emma,0,0.2,incorrect,heathcliff,0,0.25,incorrect,abel,0,0.2,incorrect,george,0,0.33,incorrect,heathcliff,0,0.25,incorrect,heathcliff,0,0.25,incorrect,lucas,0,0.18,incorrect
"['george', 'geroge']",john,0,0.2,incorrect,jack,0,0.0,incorrect,george,1,1.0,correct,jack,0,0.0,incorrect,jesus,0,0.18,incorrect,abel,0,0.2,incorrect,john,0,0.2,incorrect,abel,0,0.2,incorrect,jack,0,0.0,incorrect,john,0,0.2,incorrect,george,1,1.0,correct,jack,0,0.0,incorrect,george,1,1.0,correct,stan,0,0.0,incorrect,tom,0,0.22,incorrect,john,0,0.2,incorrect,ngoc,0,0.4,incorrect,nguyen,0,0.33,incorrect,george,1,1.0,correct,god,0,0.44,incorrect,jack,0,0.0,incorrect,jack,0,0.0,incorrect,abel,0,0.2,incorrect,abel,0,0.2,incorrect,john,0,0.2,incorrect,jack,0,0.0,incorrect,stan,0,0.0,incorrect,john,0,0.2,incorrect,nguyen,0,0.33,incorrect,god,0,0.44,incorrect
"['lenni', 'lennie']",lee,0,0.67,incorrect,lee,0,0.67,incorrect,oliver,0,0.5,incorrect,oliver,0,0.5,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,lucas,0,0.2,incorrect,abel,0,0.22,incorrect,tom,0,0.0,incorrect,emily,0,0.4,incorrect,lucas,0,0.2,incorrect,esther,0,0.33,incorrect,tom,0,0.0,incorrect,maycomb,0,0.0,incorrect,harry,0,0.0,incorrect,emily,0,0.4,incorrect,nghe,0,0.4,incorrect,nguyen,0,0.36,incorrect,harry,0,0.0,incorrect,john,0,0.22,incorrect,lee,0,0.67,incorrect,oliver,0,0.5,incorrect,john,0,0.22,incorrect,abel,0,0.22,incorrect,emily,0,0.4,incorrect,esther,0,0.33,incorrect,maycomb,0,0.0,incorrect,emily,0,0.4,incorrect,nguyen,0,0.36,incorrect,john,0,0.22,incorrect
['george'],john,0,0.2,incorrect,lesotho,0,0.31,incorrect,lyra,0,0.2,incorrect,heathcliff,0,0.12,incorrect,john,0,0.2,incorrect,martha,0,0.17,incorrect,maui,0,0.0,incorrect,marie,0,0.36,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect,harry,0,0.18,incorrect,emma,0,0.2,incorrect,george,1,1.0,correct,john,0,0.2,incorrect,tom,0,0.22,incorrect,tom,0,0.22,incorrect,nguyen,0,0.33,incorrect,god,0,0.44,incorrect,tomas,0,0.18,incorrect,lucas,0,0.0,incorrect,lesotho,0,0.31,incorrect,heathcliff,0,0.12,incorrect,martha,0,0.17,incorrect,marie,0,0.36,incorrect,emily,0,0.18,incorrect,emma,0,0.2,incorrect,john,0,0.2,incorrect,tom,0,0.22,incorrect,god,0,0.44,incorrect,lucas,0,0.0,incorrect
