Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['moisés', 'musa', 'moses']",god,0,0.25,incorrect,god,0,0.25,incorrect,john,0,0.22,incorrect,dimmesdale,0,0.43,incorrect,john,0,0.22,incorrect,elizabeth,0,0.27,incorrect,adam,0,0.25,incorrect,abel,0,0.25,incorrect,tom,0,0.29,incorrect,dimmesdale,0,0.43,incorrect,john,0,0.22,incorrect,toy,0,0.25,incorrect,george,0,0.36,incorrect,emma,0,0.5,incorrect,voltaire,0,0.43,incorrect,abraham,0,0.18,incorrect,khong tuoc,0,0.14,incorrect,ngoc,0,0.22,incorrect,maria,0,0.44,incorrect,maria,0,0.44,incorrect,god,0,0.25,incorrect,dimmesdale,0,0.43,incorrect,elizabeth,0,0.27,incorrect,abel,0,0.25,incorrect,dimmesdale,0,0.43,incorrect,toy,0,0.25,incorrect,emma,0,0.5,incorrect,abraham,0,0.18,incorrect,ngoc,0,0.22,incorrect,maria,0,0.44,incorrect
"['sawyer', 'tom sawyer', 'tom']",emily,0,0.27,incorrect,ke,0,0.25,incorrect,abraham,0,0.31,incorrect,david,0,0.18,incorrect,jesus,0,0.18,incorrect,abraham,0,0.31,incorrect,john,0,0.29,incorrect,ua,0,0.25,incorrect,orpheus,0,0.24,incorrect,dimmesdale,0,0.4,incorrect,heaven,0,0.33,incorrect,emily,0,0.27,incorrect,tom,1,1.0,correct,emily,0,0.27,incorrect,heidi,0,0.18,incorrect,emily,0,0.27,incorrect,trang,0,0.27,incorrect,emily,0,0.27,incorrect,jesus,0,0.18,incorrect,emily,0,0.27,incorrect,ke,0,0.25,incorrect,david,0,0.18,incorrect,abraham,0,0.31,incorrect,ua,0,0.25,incorrect,dimmesdale,0,0.4,incorrect,emily,0,0.27,incorrect,emily,0,0.27,incorrect,emily,0,0.27,incorrect,emily,0,0.27,incorrect,emily,0,0.27,incorrect
"['watson', 'bayan watson', 'bayan']",heathcliff,0,0.25,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect,abel,0,0.22,incorrect,emily,0,0.2,incorrect,ke,0,0.0,incorrect,abel,0,0.22,incorrect,abel,0,0.22,incorrect,mary,0,0.44,incorrect,heathcliff,0,0.25,incorrect,emily,0,0.2,incorrect,andriamatoa,0,0.43,incorrect,watson,1,1.0,correct,jim,0,0.0,incorrect,heathcliff,0,0.25,incorrect,emily,0,0.2,incorrect,heathcliff,0,0.25,incorrect,emily,0,0.2,incorrect,watson,1,1.0,correct,emily,0,0.2,incorrect,emily,0,0.2,incorrect,abel,0,0.22,incorrect,ke,0,0.0,incorrect,abel,0,0.22,incorrect,heathcliff,0,0.25,incorrect,andriamatoa,0,0.43,incorrect,jim,0,0.0,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
"['sawyer', 'tom sawyer', 'tom']",goldilocks,0,0.2,incorrect,yaba,0,0.2,incorrect,lucy,0,0.2,incorrect,tom,1,1.0,correct,john,0,0.29,incorrect,yo-yo,0,0.27,incorrect,corrie,0,0.25,incorrect,me-yow,0,0.25,incorrect,pluto,0,0.5,incorrect,emily,0,0.27,incorrect,tom,1,1.0,correct,emily,0,0.27,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,tom,1,1.0,correct,emily,0,0.27,incorrect,hoang,0,0.27,incorrect,nguyen,0,0.33,incorrect,tom,1,1.0,correct,emily,0,0.27,incorrect,yaba,0,0.2,incorrect,tom,1,1.0,correct,yo-yo,0,0.27,incorrect,me-yow,0,0.25,incorrect,emily,0,0.27,incorrect,emily,0,0.27,incorrect,tom,1,1.0,correct,emily,0,0.27,incorrect,nguyen,0,0.33,incorrect,emily,0,0.27,incorrect
['tom'],heidi,0,0.0,incorrect,re,0,0.0,incorrect,abraham,0,0.2,incorrect,abraham,0,0.2,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,robinson crusoe,0,0.11,incorrect,te,0,0.4,incorrect,tom,1,1.0,correct,heathcliff,0,0.15,incorrect,john,0,0.29,incorrect,abraham,0,0.2,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,tom,1,1.0,correct,tom,1,1.0,correct,tom,1,1.0,correct,nguyen,0,0.0,incorrect,tom,1,1.0,correct,indiana jones,0,0.12,incorrect,re,0,0.0,incorrect,abraham,0,0.2,incorrect,john,0,0.29,incorrect,te,0,0.4,incorrect,heathcliff,0,0.15,incorrect,abraham,0,0.2,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,nguyen,0,0.0,incorrect,indiana jones,0,0.12,incorrect
['tom'],abimelech,0,0.17,incorrect,yaba,0,0.0,incorrect,abraham,0,0.2,incorrect,abraham,0,0.2,incorrect,moses,0,0.25,incorrect,abel,0,0.0,incorrect,lot,0,0.33,incorrect,abel,0,0.0,incorrect,tom,1,1.0,correct,dimmesdale,0,0.15,incorrect,tom,1,1.0,correct,abel,0,0.0,incorrect,tom sawyer,0,0.46,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,lucas,0,0.0,incorrect,tom,1,1.0,correct,dimmesdale,0,0.15,incorrect,tom,1,1.0,correct,abel,0,0.0,incorrect,yaba,0,0.0,incorrect,abraham,0,0.2,incorrect,abel,0,0.0,incorrect,abel,0,0.0,incorrect,dimmesdale,0,0.15,incorrect,abel,0,0.0,incorrect,tom,1,1.0,correct,lucas,0,0.0,incorrect,dimmesdale,0,0.15,incorrect,abel,0,0.0,incorrect
['tom'],harry,0,0.0,incorrect,robinson crusoe,0,0.11,incorrect,jesus,0,0.0,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,paul,0,0.0,incorrect,abel,0,0.0,incorrect,jim,0,0.33,incorrect,heathcliff,0,0.15,incorrect,harry,0,0.0,incorrect,john,0,0.29,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,tom,1,1.0,correct,long john silver,0,0.11,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,tom,1,1.0,correct,long john silver,0,0.11,incorrect,robinson crusoe,0,0.11,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,abel,0,0.0,incorrect,heathcliff,0,0.15,incorrect,john,0,0.29,incorrect,tom,1,1.0,correct,long john silver,0,0.11,incorrect,tom,1,1.0,correct,long john silver,0,0.11,incorrect
"['sawyer', 'tom sawyer', 'tom']",long john silver,0,0.38,incorrect,lesotho,0,0.4,incorrect,obi,0,0.33,incorrect,ole,0,0.33,incorrect,khunou,0,0.22,incorrect,botswana,0,0.33,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,highwayman,0,0.25,incorrect,john,0,0.29,incorrect,abel,0,0.4,incorrect,tom sawyer,1,1.0,correct,tom,1,1.0,correct,butch,0,0.25,incorrect,butch,0,0.25,incorrect,dong,0,0.29,incorrect,nguyen,0,0.33,incorrect,tom,1,1.0,correct,robinson,0,0.22,incorrect,lesotho,0,0.4,incorrect,ole,0,0.33,incorrect,botswana,0,0.33,incorrect,john,0,0.29,incorrect,highwayman,0,0.25,incorrect,abel,0,0.4,incorrect,tom,1,1.0,correct,butch,0,0.25,incorrect,nguyen,0,0.33,incorrect,robinson,0,0.22,incorrect
"['barnes', 'tommy', 'tommy barnes']",david,0,0.18,incorrect,lehlohonolo,0,0.17,incorrect,abraham,0,0.31,incorrect,abraham,0,0.31,incorrect,david,0,0.18,incorrect,themba,0,0.44,incorrect,lucas,0,0.36,incorrect,maui,0,0.25,incorrect,tom,0,0.75,correct,tom,0,0.75,correct,david,0,0.18,incorrect,dimy,0,0.44,incorrect,jacob,0,0.24,incorrect,tom,0,0.75,correct,tom,0,0.75,correct,oliver,0,0.22,incorrect,dong,0,0.25,incorrect,tom,0,0.75,correct,tomas,0,0.6,incorrect,tom,0,0.75,correct,lehlohonolo,0,0.17,incorrect,abraham,0,0.31,incorrect,themba,0,0.44,incorrect,maui,0,0.25,incorrect,tom,0,0.75,correct,dimy,0,0.44,incorrect,tom,0,0.75,correct,oliver,0,0.22,incorrect,tom,0,0.75,correct,tom,0,0.75,correct
['tom'],herod,0,0.25,incorrect,abel,0,0.0,incorrect,jesus,0,0.0,incorrect,abraham,0,0.2,incorrect,jesus,0,0.0,incorrect,john,0,0.29,incorrect,jesus,0,0.0,incorrect,abel,0,0.0,incorrect,tom,1,1.0,correct,dimmesdale,0,0.15,incorrect,tom,1,1.0,correct,dimy,0,0.29,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,tom,1,1.0,correct,emily,0,0.25,incorrect,tom,1,1.0,correct,nguyen,0,0.0,incorrect,tom,1,1.0,correct,john,0,0.29,incorrect,abel,0,0.0,incorrect,abraham,0,0.2,incorrect,john,0,0.29,incorrect,abel,0,0.0,incorrect,dimmesdale,0,0.15,incorrect,dimy,0,0.29,incorrect,tom,1,1.0,correct,emily,0,0.25,incorrect,nguyen,0,0.0,incorrect,john,0,0.29,incorrect
