Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['bruno'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,oliver,0,0.18,incorrect,abraham,0,0.33,incorrect,john,0,0.22,incorrect,thembi,0,0.18,incorrect,lucas,0,0.2,incorrect,emma,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,grace,0,0.2,incorrect,tom,0,0.25,incorrect,emma,0,0.0,incorrect,ali,0,0.0,incorrect,scarlett,0,0.15,incorrect,tom,0,0.25,incorrect,nguyen,0,0.36,incorrect,tomas,0,0.2,incorrect,elizabeth,0,0.14,incorrect,emily,0,0.0,incorrect,abraham,0,0.33,incorrect,thembi,0,0.18,incorrect,emma,0,0.0,incorrect,emily,0,0.0,incorrect,grace,0,0.2,incorrect,emma,0,0.0,incorrect,scarlett,0,0.15,incorrect,nguyen,0,0.36,incorrect,elizabeth,0,0.14,incorrect
['gretel'],adam,0,0.0,incorrect,naomi,0,0.0,incorrect,oliver,0,0.17,incorrect,abraham,0,0.15,incorrect,adam,0,0.0,incorrect,themba,0,0.33,incorrect,abraham,0,0.15,incorrect,matou,0,0.18,incorrect,emily,0,0.36,incorrect,dimmesdale,0,0.25,incorrect,emily,0,0.36,incorrect,dimbisoa,0,0.0,incorrect,tom,0,0.22,incorrect,mr. bennet,0,0.38,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect,george,0,0.5,incorrect,elizabeth,0,0.27,incorrect,tomas,0,0.18,incorrect,elizabeth,0,0.27,incorrect,naomi,0,0.0,incorrect,abraham,0,0.15,incorrect,themba,0,0.33,incorrect,matou,0,0.18,incorrect,dimmesdale,0,0.25,incorrect,dimbisoa,0,0.0,incorrect,mr. bennet,0,0.38,incorrect,emily,0,0.36,incorrect,elizabeth,0,0.27,incorrect,elizabeth,0,0.27,incorrect
['bruno'],adolf,0,0.2,incorrect,marx,0,0.22,incorrect,hitler,0,0.18,incorrect,adolf,0,0.2,incorrect,refilwe,0,0.17,incorrect,refilwe,0,0.17,incorrect,hitler,0,0.18,incorrect,hitler,0,0.18,incorrect,anna,0,0.22,incorrect,marie,0,0.2,incorrect,adolf,0,0.2,incorrect,wolfgang,0,0.15,incorrect,emil,0,0.0,incorrect,orwell,0,0.18,incorrect,anna,0,0.22,incorrect,anna,0,0.22,incorrect,thomas,0,0.18,incorrect,harry,0,0.2,incorrect,anna,0,0.22,incorrect,adolf,0,0.2,incorrect,marx,0,0.22,incorrect,adolf,0,0.2,incorrect,refilwe,0,0.17,incorrect,hitler,0,0.18,incorrect,marie,0,0.2,incorrect,wolfgang,0,0.15,incorrect,orwell,0,0.18,incorrect,anna,0,0.22,incorrect,harry,0,0.2,incorrect,adolf,0,0.2,incorrect
['bruno'],emily,0,0.0,incorrect,abraham,0,0.33,incorrect,esther,0,0.18,incorrect,abraham,0,0.33,incorrect,emily,0,0.0,incorrect,themba,0,0.18,incorrect,abraham,0,0.33,incorrect,abraham,0,0.33,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,harry,0,0.2,incorrect,heathcliff,0,0.0,incorrect,harry,0,0.2,incorrect,emily,0,0.0,incorrect,harry,0,0.2,incorrect,heathcliff,0,0.0,incorrect,matilda,0,0.0,incorrect,emily,0,0.0,incorrect,abraham,0,0.33,incorrect,abraham,0,0.33,incorrect,themba,0,0.18,incorrect,abraham,0,0.33,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,heathcliff,0,0.0,incorrect,emily,0,0.0,incorrect,heathcliff,0,0.0,incorrect,emily,0,0.0,incorrect
['bruno'],john,0,0.22,incorrect,emily,0,0.0,incorrect,john,0,0.22,incorrect,heather,0,0.17,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,te,0,0.0,incorrect,emma,0,0.0,incorrect,dimmesdale,0,0.0,incorrect,elizabeth,0,0.14,incorrect,john,0,0.22,incorrect,harry,0,0.2,incorrect,john,0,0.22,incorrect,holden,0,0.18,incorrect,emily,0,0.0,incorrect,harry,0,0.2,incorrect,emma,0,0.0,incorrect,emma,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,heather,0,0.17,incorrect,john,0,0.22,incorrect,te,0,0.0,incorrect,dimmesdale,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,emily,0,0.0,incorrect,emma,0,0.0,incorrect,emily,0,0.0,incorrect
"['maria', 'maría']",emily,0,0.4,incorrect,emily,0,0.4,incorrect,heidi,0,0.2,incorrect,abraham,0,0.5,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,maui,0,0.67,incorrect,marie,0,0.8,correct,emma,0,0.44,incorrect,emily,0,0.4,incorrect,dimby,0,0.2,incorrect,emily,0,0.4,incorrect,she,0,0.0,incorrect,harry,0,0.4,incorrect,annem,0,0.2,incorrect,emily,0,0.4,incorrect,harry,0,0.4,incorrect,tom,0,0.25,incorrect,emma,0,0.44,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,abraham,0,0.5,incorrect,john,0,0.0,incorrect,marie,0,0.8,correct,emily,0,0.4,incorrect,emily,0,0.4,incorrect,harry,0,0.4,incorrect,emily,0,0.4,incorrect,tom,0,0.25,incorrect,emily,0,0.4,incorrect
"['maria', 'maría']",abel,0,0.22,incorrect,martha,0,0.73,correct,oliver,0,0.18,incorrect,abigail,0,0.5,incorrect,martha,0,0.73,correct,elizabeth,0,0.29,incorrect,marie,0,0.8,correct,marie,0,0.8,correct,tom,0,0.25,incorrect,tom,0,0.25,incorrect,abraham,0,0.5,incorrect,abraham,0,0.5,incorrect,harry,0,0.4,incorrect,george,0,0.18,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,tom,0,0.25,incorrect,emily,0,0.4,incorrect,harry,0,0.4,incorrect,emily,0,0.4,incorrect,martha,0,0.73,correct,abigail,0,0.5,incorrect,elizabeth,0,0.29,incorrect,marie,0,0.8,correct,tom,0,0.25,incorrect,abraham,0,0.5,incorrect,george,0,0.18,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['bruno'],emily,0,0.0,incorrect,emma,0,0.0,incorrect,abraham,0,0.33,incorrect,abel,0,0.22,incorrect,jesus,0,0.2,incorrect,themba,0,0.18,incorrect,lucas,0,0.2,incorrect,abel,0,0.22,incorrect,harry,0,0.2,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,lucas,0,0.2,incorrect,harry,0,0.2,incorrect,harry,0,0.2,incorrect,harry,0,0.2,incorrect,emily,0,0.0,incorrect,harry,0,0.2,incorrect,tom,0,0.25,incorrect,harry,0,0.2,incorrect,emma,0,0.0,incorrect,emma,0,0.0,incorrect,abel,0,0.22,incorrect,themba,0,0.18,incorrect,abel,0,0.22,incorrect,emily,0,0.0,incorrect,lucas,0,0.2,incorrect,harry,0,0.2,incorrect,emily,0,0.0,incorrect,tom,0,0.25,incorrect,emma,0,0.0,incorrect
['bruno'],david,0,0.0,incorrect,leeto,0,0.2,incorrect,pinocchio,0,0.29,incorrect,abraham,0,0.33,incorrect,pinocchio,0,0.29,incorrect,martha,0,0.18,incorrect,john,0,0.22,incorrect,lucas,0,0.2,incorrect,tom,0,0.25,incorrect,yoga,0,0.22,incorrect,pinocchio,0,0.29,incorrect,dimmesdale,0,0.0,incorrect,charlie,0,0.17,incorrect,frankenstein,0,0.24,incorrect,gregor,0,0.36,incorrect,frankenstein,0,0.24,incorrect,harry,0,0.2,incorrect,nguyen,0,0.36,incorrect,matilda,0,0.0,incorrect,frankenstein,0,0.24,incorrect,leeto,0,0.2,incorrect,abraham,0,0.33,incorrect,martha,0,0.18,incorrect,lucas,0,0.2,incorrect,yoga,0,0.22,incorrect,dimmesdale,0,0.0,incorrect,frankenstein,0,0.24,incorrect,frankenstein,0,0.24,incorrect,nguyen,0,0.36,incorrect,frankenstein,0,0.24,incorrect
['bruno'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,hezekiah,0,0.0,incorrect,abraham,0,0.33,incorrect,john,0,0.22,incorrect,martha,0,0.18,incorrect,lucas,0,0.2,incorrect,emma,0,0.0,incorrect,emily,0,0.0,incorrect,abigail,0,0.17,incorrect,emily,0,0.0,incorrect,dimon,0,0.2,incorrect,charlie,0,0.17,incorrect,harry,0,0.2,incorrect,heidi,0,0.0,incorrect,emily,0,0.0,incorrect,harry,0,0.2,incorrect,tom,0,0.25,incorrect,matilda,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,abraham,0,0.33,incorrect,martha,0,0.18,incorrect,emma,0,0.0,incorrect,abigail,0,0.17,incorrect,dimon,0,0.2,incorrect,harry,0,0.2,incorrect,emily,0,0.0,incorrect,tom,0,0.25,incorrect,emily,0,0.0,incorrect
