Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['gatsby'],emily,0,0.18,incorrect,bochabela,0,0.27,incorrect,henry,0,0.18,incorrect,abraham,0,0.31,incorrect,botlhaba,0,0.29,incorrect,botlhaba,0,0.29,incorrect,paul,0,0.2,incorrect,god,0,0.22,incorrect,lawrence,0,0.14,incorrect,emily,0,0.18,incorrect,wells,0,0.18,incorrect,dimbisoa,0,0.14,incorrect,gatsby,1,1.0,correct,lawrence,0,0.14,incorrect,gatsby,1,1.0,correct,shakespeare,0,0.24,incorrect,gatsby,1,1.0,correct,nguyen,0,0.33,incorrect,gatsby,1,1.0,correct,shakespeare,0,0.24,incorrect,bochabela,0,0.27,incorrect,abraham,0,0.31,incorrect,botlhaba,0,0.29,incorrect,god,0,0.22,incorrect,emily,0,0.18,incorrect,dimbisoa,0,0.14,incorrect,lawrence,0,0.14,incorrect,shakespeare,0,0.24,incorrect,nguyen,0,0.33,incorrect,shakespeare,0,0.24,incorrect
"['tom', 'buchanan', 'tom buchanan']",scarlett,0,0.25,incorrect,georgia,0,0.21,incorrect,tom,1,1.0,correct,brick,0,0.31,incorrect,botswana,0,0.5,incorrect,botswana,0,0.5,incorrect,tom,1,1.0,correct,abel,0,0.17,incorrect,scarlett,0,0.25,incorrect,george,0,0.22,incorrect,jordan,0,0.33,incorrect,george,0,0.22,incorrect,tom,1,1.0,correct,east egg,0,0.2,incorrect,tom,1,1.0,correct,east egg,0,0.2,incorrect,tom,1,1.0,correct,wentworth,0,0.33,incorrect,jordan,0,0.33,incorrect,montgomery,0,0.46,incorrect,georgia,0,0.21,incorrect,brick,0,0.31,incorrect,botswana,0,0.5,incorrect,abel,0,0.17,incorrect,george,0,0.22,incorrect,george,0,0.22,incorrect,east egg,0,0.2,incorrect,east egg,0,0.2,incorrect,wentworth,0,0.33,incorrect,montgomery,0,0.46,incorrect
"['tom', 'buchanan', 'tom buchanan']",winnie,0,0.29,incorrect,emily,0,0.25,incorrect,god,0,0.33,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,lucas,0,0.46,incorrect,abel,0,0.17,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,jordan,0,0.33,incorrect,zeppelin,0,0.12,incorrect,emma,0,0.29,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,heathcliff,0,0.22,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,abel,0,0.17,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,zeppelin,0,0.12,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect
['daisy'],emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,elizabeth,0,0.14,incorrect,emily,0,0.4,incorrect,themba,0,0.18,incorrect,lucy,0,0.22,incorrect,maui,0,0.44,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,marjorie,0,0.31,incorrect,emma,0,0.22,incorrect,heathcliff,0,0.27,incorrect,scarlett,0,0.15,incorrect,emily,0,0.4,incorrect,elizabeth,0,0.14,incorrect,marie,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,elizabeth,0,0.14,incorrect,themba,0,0.18,incorrect,maui,0,0.44,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,emma,0,0.22,incorrect,scarlett,0,0.15,incorrect,elizabeth,0,0.14,incorrect,emily,0,0.4,incorrect
"['bayan', 'miss', 'miss baker', 'bayan baker', 'baker']",marlow,0,0.38,incorrect,john,0,0.22,incorrect,marlow,0,0.38,incorrect,abraham,0,0.5,incorrect,john,0,0.22,incorrect,martha,0,0.38,incorrect,lucas,0,0.22,incorrect,lucas,0,0.22,incorrect,marlow,0,0.38,incorrect,emily,0,0.44,incorrect,lucas,0,0.22,incorrect,emily,0,0.44,incorrect,lucy,0,0.22,incorrect,agatha,0,0.36,incorrect,tom,0,0.29,incorrect,heathcliff,0,0.14,incorrect,marlene,0,0.35,incorrect,emily,0,0.44,incorrect,marlowe,0,0.35,incorrect,emma,0,0.29,incorrect,john,0,0.22,incorrect,abraham,0,0.5,incorrect,martha,0,0.38,incorrect,lucas,0,0.22,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect,agatha,0,0.36,incorrect,heathcliff,0,0.14,incorrect,emily,0,0.44,incorrect,emma,0,0.29,incorrect
"['bayan', 'bayan baker', 'baker']",emily,0,0.2,incorrect,john,0,0.22,incorrect,princess diana,0,0.24,incorrect,elizabeth,0,0.3,incorrect,emily,0,0.2,incorrect,matlho,0,0.18,incorrect,lucy,0,0.22,incorrect,marie,0,0.4,incorrect,miss emily,0,0.19,incorrect,heathcliff,0,0.13,incorrect,emily,0,0.2,incorrect,grace,0,0.4,incorrect,jordan,0,0.36,incorrect,miss,0,0.0,incorrect,ozge,0,0.22,incorrect,emily,0,0.2,incorrect,phuong,0,0.18,incorrect,elizabeth,0,0.3,incorrect,marlowe,0,0.33,incorrect,emily,0,0.2,incorrect,john,0,0.22,incorrect,elizabeth,0,0.3,incorrect,matlho,0,0.18,incorrect,marie,0,0.4,incorrect,heathcliff,0,0.13,incorrect,grace,0,0.4,incorrect,miss,0,0.0,incorrect,emily,0,0.2,incorrect,elizabeth,0,0.3,incorrect,emily,0,0.2,incorrect
['daisy'],john,0,0.0,incorrect,christmas,0,0.29,incorrect,abel,0,0.22,incorrect,abel,0,0.22,incorrect,jesus,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,marie,0,0.4,incorrect,john,0,0.0,incorrect,emily,0,0.4,incorrect,jesus,0,0.2,incorrect,abraham,0,0.17,incorrect,daisy,1,1.0,correct,christmas,0,0.29,incorrect,ali,0,0.5,incorrect,emily,0,0.4,incorrect,harry,0,0.4,incorrect,emily,0,0.4,incorrect,beatriz,0,0.33,incorrect,god,0,0.25,incorrect,christmas,0,0.29,incorrect,abel,0,0.22,incorrect,john,0,0.0,incorrect,marie,0,0.4,incorrect,emily,0,0.4,incorrect,abraham,0,0.17,incorrect,christmas,0,0.29,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,god,0,0.25,incorrect
"['tom', 'tom”']",adam,0,0.29,incorrect,jesus,0,0.0,incorrect,oliver,0,0.22,incorrect,god,0,0.33,incorrect,elizabeth,0,0.17,incorrect,abraham,0,0.2,incorrect,heathcliff,0,0.15,incorrect,abel,0,0.0,incorrect,heathcliff,0,0.15,incorrect,dimmesdale,0,0.15,incorrect,dimmesdale,0,0.15,incorrect,abraham,0,0.2,incorrect,stanley,0,0.2,incorrect,stanley,0,0.2,incorrect,tom,1,1.0,correct,emily,0,0.25,incorrect,tom,1,1.0,correct,daisy,0,0.0,incorrect,tomas,0,0.75,correct,frank,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.33,incorrect,abraham,0,0.2,incorrect,abel,0,0.0,incorrect,dimmesdale,0,0.15,incorrect,abraham,0,0.2,incorrect,stanley,0,0.2,incorrect,emily,0,0.25,incorrect,daisy,0,0.0,incorrect,frank,0,0.0,incorrect
['daisy'],emily,0,0.4,incorrect,emily,0,0.4,incorrect,dr. john,0,0.15,incorrect,scarlett,0,0.15,incorrect,elizabeth,0,0.14,incorrect,thembi,0,0.18,incorrect,lucas,0,0.4,incorrect,maui,0,0.44,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect,elizabeth,0,0.14,incorrect,hitako,0,0.18,incorrect,marie,0,0.4,incorrect,emily,0,0.4,incorrect,elizabeth,0,0.14,incorrect,scarlett,0,0.15,incorrect,ngoc,0,0.0,incorrect,elizabeth,0,0.14,incorrect,scarlett,0,0.15,incorrect,elizabeth,0,0.14,incorrect,emily,0,0.4,incorrect,scarlett,0,0.15,incorrect,thembi,0,0.18,incorrect,maui,0,0.44,incorrect,emily,0,0.4,incorrect,hitako,0,0.18,incorrect,emily,0,0.4,incorrect,scarlett,0,0.15,incorrect,elizabeth,0,0.14,incorrect,elizabeth,0,0.14,incorrect
['tom'],god,0,0.33,incorrect,ke,0,0.0,incorrect,god,0,0.33,incorrect,abraham,0,0.2,incorrect,god,0,0.33,incorrect,ke,0,0.0,incorrect,abraham,0,0.2,incorrect,abraham,0,0.2,incorrect,god,0,0.33,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,abel,0,0.0,incorrect,daisy,0,0.0,incorrect,scarlett,0,0.18,incorrect,god,0,0.33,incorrect,emily,0,0.25,incorrect,nguyen,0,0.0,incorrect,nghe,0,0.0,incorrect,harry,0,0.0,incorrect,god,0,0.33,incorrect,ke,0,0.0,incorrect,abraham,0,0.2,incorrect,ke,0,0.0,incorrect,abraham,0,0.2,incorrect,emily,0,0.25,incorrect,abel,0,0.0,incorrect,scarlett,0,0.18,incorrect,emily,0,0.25,incorrect,nghe,0,0.0,incorrect,god,0,0.33,incorrect
