Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['paul'],hester,0,0.0,incorrect,mary,0,0.25,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,joseph,0,0.2,incorrect,hester,0,0.0,incorrect,mata,0,0.25,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,paul,1,1.0,correct,homer,0,0.0,incorrect,ursula,0,0.4,incorrect,hester,0,0.0,incorrect,hai,0,0.29,incorrect,hester,0,0.0,incorrect,ursula,0,0.4,incorrect,beatriz,0,0.18,incorrect,mary,0,0.25,incorrect,hester,0,0.0,incorrect,joseph,0,0.2,incorrect,mata,0,0.25,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,homer,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,beatriz,0,0.18,incorrect
['paul'],paul,1,1.0,correct,arrakis,0,0.18,incorrect,paul,1,1.0,correct,arrakis,0,0.18,incorrect,hester,0,0.0,incorrect,john,0,0.0,incorrect,paul,1,1.0,correct,paul,1,1.0,correct,paul,1,1.0,correct,arakin,0,0.2,incorrect,paul,1,1.0,correct,paul,1,1.0,correct,paul,1,1.0,correct,paul,1,1.0,correct,paul,1,1.0,correct,arrakis,0,0.18,incorrect,paul,1,1.0,correct,arrakeen,0,0.17,incorrect,paul,1,1.0,correct,arrakena,0,0.17,incorrect,arrakis,0,0.18,incorrect,arrakis,0,0.18,incorrect,john,0,0.0,incorrect,paul,1,1.0,correct,arakin,0,0.2,incorrect,paul,1,1.0,correct,paul,1,1.0,correct,arrakis,0,0.18,incorrect,arrakeen,0,0.17,incorrect,arrakena,0,0.17,incorrect
['paul'],hester,0,0.0,incorrect,mali,0,0.5,incorrect,buddha,0,0.2,incorrect,adam,0,0.25,incorrect,desstal,0,0.36,incorrect,gadget,0,0.2,incorrect,hester,0,0.0,incorrect,abraham,0,0.18,incorrect,unknown,0,0.18,incorrect,arjun,0,0.44,incorrect,hester,0,0.0,incorrect,ezra,0,0.25,incorrect,paul,1,1.0,correct,buddha,0,0.2,incorrect,hester,0,0.0,incorrect,adam,0,0.25,incorrect,paul,1,1.0,correct,ba,0,0.33,incorrect,paul,1,1.0,correct,darwin,0,0.2,incorrect,mali,0,0.5,incorrect,adam,0,0.25,incorrect,gadget,0,0.2,incorrect,abraham,0,0.18,incorrect,arjun,0,0.44,incorrect,ezra,0,0.25,incorrect,buddha,0,0.2,incorrect,adam,0,0.25,incorrect,ba,0,0.33,incorrect,darwin,0,0.2,incorrect
['jessica'],jabbar,0,0.31,incorrect,syubi,0,0.33,incorrect,paul,0,0.18,incorrect,jabbar,0,0.31,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,gom jabbar,0,0.24,incorrect,syubi,0,0.33,incorrect,paul,0,0.18,incorrect,syubi,0,0.33,incorrect,jessica,1,1.0,correct,syubi,0,0.33,incorrect,paul,0,0.18,incorrect,syubi,0,0.33,incorrect,jessica,1,1.0,correct,syubi,0,0.33,incorrect,paul,0,0.18,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,jabbar,0,0.31,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect,syubi,0,0.33,incorrect
['paul'],hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,ase,0,0.29,incorrect,taelo,0,0.44,incorrect,taelo,0,0.44,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,ramesh,0,0.2,incorrect,paul,1,1.0,correct,james,0,0.22,incorrect,paul,1,1.0,correct,john,0,0.0,incorrect,paul,1,1.0,correct,adam,0,0.25,incorrect,paul,1,1.0,correct,hung,0,0.25,incorrect,elric,0,0.22,incorrect,ella,0,0.25,incorrect,hester,0,0.0,incorrect,ase,0,0.29,incorrect,taelo,0,0.44,incorrect,hester,0,0.0,incorrect,ramesh,0,0.2,incorrect,james,0,0.22,incorrect,john,0,0.0,incorrect,adam,0,0.25,incorrect,hung,0,0.25,incorrect,ella,0,0.25,incorrect
['paul'],hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,john,0,0.0,incorrect,peter,0,0.22,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,victor,0,0.0,incorrect,hester,0,0.0,incorrect,avy,0,0.29,incorrect,unknown,0,0.18,incorrect,sheila,0,0.2,incorrect,adam,0,0.25,incorrect,merlin,0,0.2,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,roland,0,0.2,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,peter,0,0.22,incorrect,hester,0,0.0,incorrect,victor,0,0.0,incorrect,avy,0,0.29,incorrect,sheila,0,0.2,incorrect,merlin,0,0.2,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['paul'],paul,1,1.0,correct,hester,0,0.0,incorrect,hester,0,0.0,incorrect,olu,0,0.29,incorrect,john,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,paul,1,1.0,correct,harry,0,0.22,incorrect,gollum,0,0.2,incorrect,david,0,0.22,incorrect,harry,0,0.22,incorrect,kim,0,0.0,incorrect,frodo,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,olu,0,0.29,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,harry,0,0.22,incorrect,david,0,0.22,incorrect,kim,0,0.0,incorrect,hester,0,0.0,incorrect
['paul'],hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,john,0,0.0,incorrect,hercules,0,0.33,incorrect,arapoa,0,0.4,incorrect,hester,0,0.0,incorrect,silver,0,0.2,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,john,0,0.0,incorrect,he,0,0.0,incorrect,john,0,0.0,incorrect,hester,0,0.0,incorrect,harry,0,0.22,incorrect,cau,0,0.57,incorrect,juan,0,0.25,incorrect,don,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,john,0,0.0,incorrect,arapoa,0,0.4,incorrect,silver,0,0.2,incorrect,hester,0,0.0,incorrect,he,0,0.0,incorrect,hester,0,0.0,incorrect,cau,0,0.57,incorrect,don,0,0.0,incorrect
['paul'],hester,0,0.0,incorrect,othello,0,0.18,incorrect,hester,0,0.0,incorrect,michael,0,0.36,incorrect,john,0,0.0,incorrect,heat,0,0.25,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,sita,0,0.25,incorrect,ravi,0,0.25,incorrect,hester,0,0.0,incorrect,james,0,0.22,incorrect,gollum,0,0.2,incorrect,dante,0,0.22,incorrect,ahmet,0,0.22,incorrect,ahmet,0,0.22,incorrect,harry,0,0.22,incorrect,hung,0,0.25,incorrect,juan,0,0.25,incorrect,hester,0,0.0,incorrect,othello,0,0.18,incorrect,michael,0,0.36,incorrect,heat,0,0.25,incorrect,hester,0,0.0,incorrect,ravi,0,0.25,incorrect,james,0,0.22,incorrect,dante,0,0.22,incorrect,ahmet,0,0.22,incorrect,hung,0,0.25,incorrect,hester,0,0.0,incorrect
['paul'],hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,mary,0,0.25,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,paul,1,1.0,correct,cain,0,0.25,incorrect,hester,0,0.0,incorrect,sol,0,0.29,incorrect,harry,0,0.22,incorrect,ba,0,0.33,incorrect,hester,0,0.0,incorrect,maria,0,0.22,incorrect,hester,0,0.0,incorrect,mary,0,0.25,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,cain,0,0.25,incorrect,sol,0,0.29,incorrect,ba,0,0.33,incorrect,maria,0,0.22,incorrect
