Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],david,0,0.22,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],peter,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],oscar,0,0.22,incorrect,henry,0,0.0,incorrect,henry,0,0.0,incorrect
['jack'],alex,0,0.25,incorrect,sheila,0,0.2,incorrect,sheila,0,0.2,incorrect
['jack'],alex,0,0.25,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],jason,0,0.44,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],ryan,0,0.25,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],chris,0,0.22,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],chris,0,0.22,incorrect,jason,0,0.44,incorrect,jason,0,0.44,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],chris,0,0.22,incorrect,jv,0,0.33,incorrect,jv,0,0.33,incorrect
['jack'],john,0,0.25,incorrect,michael,0,0.18,incorrect,michael,0,0.18,incorrect
['jack'],alex,0,0.25,incorrect,mom,0,0.0,incorrect,mom,0,0.0,incorrect
['jack'],dad,0,0.29,incorrect,michael,0,0.18,incorrect,michael,0,0.18,incorrect
['jack'],tom,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],hannah,0,0.2,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['jack'],marcus,0,0.4,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['autumn'],mary,0,0.2,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['autumn'],jessica,0,0.15,incorrect,sally,0,0.18,incorrect,sally,0,0.18,incorrect
['autumn'],linda,0,0.18,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect
['jack'],hester,0,0.0,incorrect,mary,0,0.25,incorrect,mary,0,0.25,incorrect
['jack'],himself,0,0.0,incorrect,him,0,0.0,incorrect,him,0,0.0,incorrect
['jack'],aaron,0,0.22,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
"['w', 'george w', 'george']",bush,0,0.0,incorrect,bush,0,0.0,incorrect,bush,0,0.0,incorrect
['jack'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['syl'],steve,0,0.25,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['syl'],emily,0,0.25,incorrect,rochester,0,0.17,incorrect,rochester,0,0.17,incorrect
['lexy'],emily,0,0.44,incorrect,ophelia,0,0.18,incorrect,ophelia,0,0.18,incorrect
['jack'],finn,0,0.0,incorrect,finn,0,0.0,incorrect,finn,0,0.0,incorrect
['jack'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],charlie,0,0.18,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],alex,0,0.25,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['sylv'],sophie,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['trevor'],he,0,0.25,incorrect,steve,0,0.55,incorrect,steve,0,0.55,incorrect
['chloe'],emily,0,0.2,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['chloe'],sarah,0,0.2,incorrect,sarah,0,0.2,incorrect,sarah,0,0.2,incorrect
['chloe'],emily,0,0.2,incorrect,emma,0,0.22,incorrect,emma,0,0.22,incorrect
['kyle'],brian,0,0.0,incorrect,dad,0,0.0,incorrect,dad,0,0.0,incorrect
['kyle'],jason,0,0.0,incorrect,cali,0,0.25,incorrect,cali,0,0.25,incorrect
['kyle'],chris,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['carter'],smith,0,0.18,incorrect,mrs. good,0,0.13,incorrect,mrs. good,0,0.13,incorrect
['brett'],hester,0,0.36,incorrect,peter,0,0.4,incorrect,peter,0,0.4,incorrect
['brett'],holden,0,0.18,incorrect,mark,0,0.22,incorrect,mark,0,0.22,incorrect
['brett'],alex,0,0.22,incorrect,mickey,0,0.18,incorrect,mickey,0,0.18,incorrect
['brett'],kevin,0,0.2,incorrect,jack,0,0.0,incorrect,jack,0,0.0,incorrect
['brett'],adam,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['brett'],chris,0,0.2,incorrect,brian,0,0.4,incorrect,brian,0,0.4,incorrect
['zelda'],john,0,0.0,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect
['brett'],mark,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['brett'],harry,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['brett'],jack,0,0.0,incorrect,heath,0,0.4,incorrect,heath,0,0.4,incorrect
['taylor'],emily,0,0.18,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['sylv'],emily,0,0.22,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['dave'],emma,0,0.25,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['beba'],meh,0,0.29,incorrect,meh,0,0.29,incorrect,meh,0,0.29,incorrect
['dave'],emily,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['john'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['john'],alex,0,0.0,incorrect,james,0,0.22,incorrect,james,0,0.22,incorrect
['john'],david,0,0.0,incorrect,james,0,0.22,incorrect,james,0,0.22,incorrect
['john'],john,1,1.0,correct,david,0,0.0,incorrect,david,0,0.0,incorrect
['stella'],luke,0,0.2,incorrect,autumn,0,0.17,incorrect,autumn,0,0.17,incorrect
['john'],patrick,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],sarah,0,0.22,incorrect,maybe,0,0.22,incorrect,maybe,0,0.22,incorrect
['john'],phineas,0,0.36,incorrect,phineas,0,0.36,incorrect,phineas,0,0.36,incorrect
['john'],david,0,0.0,incorrect,john,1,1.0,correct,john,1,1.0,correct
['jack'],james,0,0.44,incorrect,emma,0,0.25,incorrect,emma,0,0.25,incorrect
['jack'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],henry,0,0.0,incorrect,mary,0,0.25,incorrect,mary,0,0.25,incorrect
