Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['serena'],pythagoras,0,0.25,incorrect,plato,0,0.18,incorrect,plato,0,0.18,incorrect
['serena'],emma,0,0.4,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['vampyre'],werewolf council,0,0.17,incorrect,logistics,0,0.0,incorrect,logistics,0,0.0,incorrect
['lark'],malcolm,0,0.18,incorrect,mr. green,0,0.15,incorrect,mr. green,0,0.15,incorrect
['cal'],paul,0,0.57,incorrect,mr. jones,0,0.0,incorrect,mr. jones,0,0.0,incorrect
['vampyres'],father,0,0.29,incorrect,wilkinson,0,0.12,incorrect,wilkinson,0,0.12,incorrect
['vampyres'],charles,0,0.53,incorrect,children,0,0.25,incorrect,children,0,0.25,incorrect
['davenport'],winthrop,0,0.24,incorrect,john,0,0.15,incorrect,john,0,0.15,incorrect
['davenport'],blackwood,0,0.22,incorrect,john,0,0.15,incorrect,john,0,0.15,incorrect
['vampyres'],trill,0,0.15,incorrect,humans,0,0.29,incorrect,humans,0,0.29,incorrect
['abel'],thomas,0,0.2,incorrect,scarlett,0,0.33,incorrect,scarlett,0,0.33,incorrect
['roscoe'],remus,0,0.36,incorrect,wolves,0,0.33,incorrect,wolves,0,0.33,incorrect
['roscoe'],garal,0,0.18,incorrect,pocahontas,0,0.38,incorrect,pocahontas,0,0.38,incorrect
['serena'],edgar,0,0.36,incorrect,collateral,0,0.38,incorrect,collateral,0,0.38,incorrect
['vampyre'],werewolves,0,0.24,incorrect,alpha,0,0.33,incorrect,alpha,0,0.33,incorrect
['serena'],paul,0,0.2,incorrect,phineas,0,0.31,incorrect,phineas,0,0.31,incorrect
['vampyres'],john,0,0.0,incorrect,arthur,0,0.29,incorrect,arthur,0,0.29,incorrect
['essen'],thomas,0,0.18,incorrect,councilman,0,0.13,incorrect,councilman,0,0.13,incorrect
['davenport'],john,0,0.15,incorrect,john,0,0.15,incorrect,john,0,0.15,incorrect
['vampyre'],senate,0,0.31,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['serena'],penelope,0,0.29,incorrect,penelope,0,0.29,incorrect,penelope,0,0.29,incorrect
['moreland'],brad,0,0.5,incorrect,wendy,0,0.46,incorrect,wendy,0,0.46,incorrect
['moreland'],john,0,0.33,incorrect,pearce,0,0.29,incorrect,pearce,0,0.29,incorrect
['vampyre'],lydia,0,0.17,incorrect,werewolf,0,0.27,incorrect,werewolf,0,0.27,incorrect
['moreland'],john,0,0.33,incorrect,john,0,0.33,incorrect,john,0,0.33,incorrect
['moreland'],arthur,0,0.14,incorrect,tom,0,0.18,incorrect,tom,0,0.18,incorrect
['moreland'],garret,0,0.29,incorrect,mr. collins,0,0.42,incorrect,mr. collins,0,0.42,incorrect
['lark'],emma,0,0.25,incorrect,charles,0,0.36,incorrect,charles,0,0.36,incorrect
['serena'],edward,0,0.33,incorrect,dracula,0,0.31,incorrect,dracula,0,0.31,incorrect
['ana'],abby,0,0.29,incorrect,me,0,0.0,incorrect,me,0,0.0,incorrect
['serena'],jonah,0,0.36,incorrect,her,0,0.44,incorrect,her,0,0.44,incorrect
['juno'],chase,0,0.0,incorrect,chad,0,0.0,incorrect,chad,0,0.0,incorrect
['ana'],arthur,0,0.22,incorrect,serena,0,0.44,incorrect,serena,0,0.44,incorrect
['serena'],laundry,0,0.15,incorrect,laundry,0,0.15,incorrect,laundry,0,0.15,incorrect
['serena'],asshole,0,0.31,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['serena'],emily,0,0.18,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['serena'],emily,0,0.18,incorrect,journalist,0,0.38,incorrect,journalist,0,0.38,incorrect
['serena'],max,0,0.22,incorrect,paul,0,0.2,incorrect,paul,0,0.2,incorrect
['serena'],arthur,0,0.17,incorrect,planner,0,0.31,incorrect,planner,0,0.31,incorrect
['serena'],tom,0,0.0,incorrect,caregivers,0,0.25,incorrect,caregivers,0,0.25,incorrect
['serena'],john,0,0.2,incorrect,shift,0,0.18,incorrect,shift,0,0.18,incorrect
['vampyres'],vampires,0,0.88,correct,he,0,0.2,incorrect,he,0,0.2,incorrect
['alex'],lowell,0,0.4,incorrect,lowe,0,0.5,incorrect,lowe,0,0.5,incorrect
['alex'],garrett,0,0.36,incorrect,wolf,0,0.25,incorrect,wolf,0,0.25,incorrect
['alex'],garret,0,0.4,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['serena'],marvin,0,0.33,incorrect,cher,0,0.4,incorrect,cher,0,0.4,incorrect
['serena'],mark,0,0.2,incorrect,dracula,0,0.31,incorrect,dracula,0,0.31,incorrect
['l'],wikipedia,0,0.0,incorrect,geocities,0,0.0,incorrect,geocities,0,0.0,incorrect
['serena'],governor,0,0.43,incorrect,governor,0,0.43,incorrect,governor,0,0.43,incorrect
['serena'],emily,0,0.18,incorrect,penelope,0,0.29,incorrect,penelope,0,0.29,incorrect
['vampyres'],john,0,0.0,incorrect,he,0,0.2,incorrect,he,0,0.2,incorrect
['max'],lowell,0,0.0,incorrect,lowe,0,0.0,incorrect,lowe,0,0.0,incorrect
['max'],jon,0,0.0,incorrect,edmund,0,0.22,incorrect,edmund,0,0.22,incorrect
['max'],arthur,0,0.22,incorrect,elephant,0,0.18,incorrect,elephant,0,0.18,incorrect
['max'],red,0,0.0,incorrect,edmund,0,0.22,incorrect,edmund,0,0.22,incorrect
['juno'],mr. lowe,0,0.17,incorrect,lowe,0,0.25,incorrect,lowe,0,0.25,incorrect
['serena'],the were,0,0.43,incorrect,max,0,0.22,incorrect,max,0,0.22,incorrect
['vampyre'],valeria,0,0.43,incorrect,his excellency,0,0.1,incorrect,his excellency,0,0.1,incorrect
['vampyre'],human,0,0.17,incorrect,frankenstein,0,0.21,incorrect,frankenstein,0,0.21,incorrect
['serena'],chiron,0,0.33,incorrect,collateral,0,0.38,incorrect,collateral,0,0.38,incorrect
['loyals'],collateral,0,0.38,incorrect,collateral,0,0.38,incorrect,collateral,0,0.38,incorrect
['ana'],emily,0,0.0,incorrect,improv,0,0.0,incorrect,improv,0,0.0,incorrect
['ana'],emma,0,0.29,incorrect,cat,0,0.33,incorrect,cat,0,0.33,incorrect
['ana'],child,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['vampyres'],human,0,0.15,incorrect,collateral,0,0.22,incorrect,collateral,0,0.22,incorrect
['serena'],dracula,0,0.31,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['ana'],eliza,0,0.25,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect
['ana'],serena,0,0.44,incorrect,serena,0,0.44,incorrect,serena,0,0.44,incorrect
['max'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['ana'],emily,0,0.0,incorrect,jack,0,0.29,incorrect,jack,0,0.29,incorrect
['serena'],emily,0,0.18,incorrect,paul,0,0.2,incorrect,paul,0,0.2,incorrect
['ana'],lowell,0,0.0,incorrect,lowe,0,0.0,incorrect,lowe,0,0.0,incorrect
['vampyre'],garfield,0,0.4,incorrect,m&amp;m's,0,0.38,incorrect,m&amp;m's,0,0.38,incorrect
['alex'],arthur,0,0.2,incorrect,death,0,0.22,incorrect,death,0,0.22,incorrect
['alex'],clara,0,0.22,incorrect,she,0,0.29,incorrect,she,0,0.29,incorrect
['alpha'],chris,0,0.2,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['alex'],lowe,0,0.5,incorrect,lowe,0,0.5,incorrect,lowe,0,0.5,incorrect
['vampyre'],were council,0,0.21,incorrect,collateral,0,0.24,incorrect,collateral,0,0.24,incorrect
['ana'],emily,0,0.0,incorrect,lowe,0,0.0,incorrect,lowe,0,0.0,incorrect
['vampyres'],humans,0,0.29,incorrect,arthur,0,0.29,incorrect,arthur,0,0.29,incorrect
['serena'],bill,0,0.0,incorrect,blueberries,0,0.35,incorrect,blueberries,0,0.35,incorrect
['alex'],walter,0,0.6,incorrect,chase,0,0.44,incorrect,chase,0,0.44,incorrect
['ana'],misery,0,0.0,incorrect,edmund,0,0.22,incorrect,edmund,0,0.22,incorrect
['ana'],dracula,0,0.4,incorrect,dracula,0,0.4,incorrect,dracula,0,0.4,incorrect
['ana'],john,0,0.29,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect
['ana'],emily,0,0.0,incorrect,penelope,0,0.18,incorrect,penelope,0,0.18,incorrect
