Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['attila', 'magyard', 'atila']",attila,1,1.0,correct,magyars,0,0.86,correct,attila,1,1.0,correct,szekelys,0,0.15,incorrect,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,transylvania,0,0.35,incorrect,attila,1,1.0,correct,wallach,0,0.5,incorrect,attila,1,1.0,correct,vlad,0,0.44,incorrect,attila,1,1.0,correct,dracula,0,0.5,incorrect,drakula,0,0.5,incorrect,vlad,0,0.44,incorrect,magyar,0,0.92,correct,attila,1,1.0,correct,atila,1,1.0,correct,leo,0,0.25,incorrect,magyars,0,0.86,correct,szekelys,0,0.15,incorrect,attila,1,1.0,correct,transylvania,0,0.35,incorrect,wallach,0,0.5,incorrect,vlad,0,0.44,incorrect,dracula,0,0.5,incorrect,vlad,0,0.44,incorrect,attila,1,1.0,correct,leo,0,0.25,incorrect
"['kont dracula', 'kont', 'conde', 'dracula', 'drácula', 'conde drácula']",dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,balepodi,0,0.31,incorrect,may,0,0.2,incorrect,aora'i,0,0.33,incorrect,aora'i,0,0.33,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,drakula,0,0.86,correct,adam,0,0.36,incorrect,dracula,1,1.0,correct,duc,0,0.4,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,count,0,0.67,incorrect,count,0,0.67,incorrect,may,0,0.2,incorrect,aora'i,0,0.33,incorrect,count,0,0.67,incorrect,count,0,0.67,incorrect,count,0,0.67,incorrect,adam,0,0.36,incorrect,duc,0,0.4,incorrect,dracula,1,1.0,correct
"['kont dracula', 'kont', 'conde', 'dracula', 'drácula', 'conde drácula']",dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,balepodi,0,0.31,incorrect,may,0,0.2,incorrect,aora'i,0,0.33,incorrect,aora'i,0,0.33,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,hans,0,0.25,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,kont,1,1.0,correct,dracula,1,1.0,correct,duc,0,0.4,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,count,0,0.67,incorrect,count,0,0.67,incorrect,may,0,0.2,incorrect,aora'i,0,0.33,incorrect,count,0,0.67,incorrect,hans,0,0.25,incorrect,count,0,0.67,incorrect,kont,1,1.0,correct,duc,0,0.4,incorrect,dracula,1,1.0,correct
"['mr', 'mr hawkins', 'hawkins']",hester,0,0.31,incorrect,mary,0,0.67,incorrect,adewale,0,0.29,incorrect,michael,0,0.35,incorrect,hester,0,0.31,incorrect,bonyana,0,0.29,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,sophia,0,0.31,incorrect,holmes,0,0.31,incorrect,heathcliff,0,0.35,incorrect,dracula,0,0.24,incorrect,kont,0,0.36,incorrect,lao,0,0.2,incorrect,ngoc,0,0.18,incorrect,duque,0,0.0,incorrect,el,0,0.0,incorrect,mary,0,0.67,incorrect,michael,0,0.35,incorrect,bonyana,0,0.29,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,sophia,0,0.31,incorrect,heathcliff,0,0.35,incorrect,kont,0,0.36,incorrect,ngoc,0,0.18,incorrect,el,0,0.0,incorrect
"['kont dracula', 'drácula', 'dracula', 'kont']",dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,count,0,0.67,incorrect,jehovah,0,0.21,incorrect,jehovah,0,0.21,incorrect,dracula,1,1.0,correct,bistritz,0,0.2,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,kont,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,bistritz,0,0.2,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,count,0,0.67,incorrect,jehovah,0,0.21,incorrect,bistritz,0,0.2,incorrect,count,0,0.67,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,bistritz,0,0.2,incorrect,dracula,1,1.0,correct
['lucy'],hester,0,0.0,incorrect,abbey,0,0.22,incorrect,emma,0,0.0,incorrect,abbey,0,0.22,incorrect,hester,0,0.0,incorrect,pitse,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,mary,0,0.25,incorrect,abhay,0,0.22,incorrect,hester,0,0.0,incorrect,abbey,0,0.22,incorrect,lucy,1,1.0,correct,elizabeth,0,0.15,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,hai,0,0.0,incorrect,emma,0,0.0,incorrect,abad,0,0.0,incorrect,abbey,0,0.22,incorrect,abbey,0,0.22,incorrect,pitse,0,0.0,incorrect,hester,0,0.0,incorrect,abhay,0,0.22,incorrect,abbey,0,0.22,incorrect,elizabeth,0,0.15,incorrect,hester,0,0.0,incorrect,hai,0,0.0,incorrect,abad,0,0.0,incorrect
['lucy'],hester,0,0.0,incorrect,stephen,0,0.0,incorrect,hester,0,0.0,incorrect,thruff,0,0.2,incorrect,jalo,0,0.25,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,thruff,0,0.2,incorrect,hester,0,0.0,incorrect,thriftstone,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,mina,0,0.0,incorrect,heathcliff,0,0.14,incorrect,hester,0,0.0,incorrect,mehmet,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect,heathcliff,0,0.14,incorrect,hester,0,0.0,incorrect,stephen,0,0.0,incorrect,thruff,0,0.2,incorrect,hester,0,0.0,incorrect,thruff,0,0.2,incorrect,thriftstone,0,0.0,incorrect,hester,0,0.0,incorrect,heathcliff,0,0.14,incorrect,mehmet,0,0.0,incorrect,hester,0,0.0,incorrect,hester,0,0.0,incorrect
['renfield'],hester,0,0.29,incorrect,hester,0,0.29,incorrect,doctor,0,0.14,incorrect,aago,0,0.0,incorrect,hester,0,0.29,incorrect,hester,0,0.29,incorrect,hester,0,0.29,incorrect,hester,0,0.29,incorrect,renfield,1,1.0,correct,doctor,0,0.14,incorrect,hester,0,0.29,incorrect,hester,0,0.29,incorrect,renfield,1,1.0,correct,peter,0,0.31,incorrect,doktor,0,0.14,incorrect,sabah,0,0.0,incorrect,gregor,0,0.29,incorrect,han,0,0.18,incorrect,polonio,0,0.27,incorrect,doctor,0,0.14,incorrect,hester,0,0.29,incorrect,aago,0,0.0,incorrect,hester,0,0.29,incorrect,hester,0,0.29,incorrect,doctor,0,0.14,incorrect,hester,0,0.29,incorrect,peter,0,0.31,incorrect,sabah,0,0.0,incorrect,han,0,0.18,incorrect,doctor,0,0.14,incorrect
['olgaren'],dracula,0,0.29,incorrect,john,0,0.36,incorrect,victor,0,0.31,incorrect,john,0,0.36,incorrect,john,0,0.36,incorrect,phukwi,0,0.0,incorrect,hercule,0,0.29,incorrect,teuira,0,0.15,incorrect,unknown,0,0.29,incorrect,captain,0,0.29,incorrect,dracula,0,0.29,incorrect,john,0,0.36,incorrect,swales,0,0.31,incorrect,dracula,0,0.29,incorrect,victor,0,0.31,incorrect,adam,0,0.18,incorrect,dracula,0,0.29,incorrect,hai,0,0.2,incorrect,dracula,0,0.29,incorrect,julio,0,0.17,incorrect,john,0,0.36,incorrect,john,0,0.36,incorrect,phukwi,0,0.0,incorrect,teuira,0,0.15,incorrect,captain,0,0.29,incorrect,john,0,0.36,incorrect,dracula,0,0.29,incorrect,adam,0,0.18,incorrect,hai,0,0.2,incorrect,julio,0,0.17,incorrect
"['jonathan', 'jona']",hester,0,0.14,incorrect,hester,0,0.14,incorrect,hester,0,0.14,incorrect,olu,0,0.29,incorrect,hester,0,0.14,incorrect,moses,0,0.22,incorrect,hester,0,0.14,incorrect,teihea,0,0.43,incorrect,hester,0,0.14,incorrect,jonah,0,0.89,correct,hester,0,0.14,incorrect,hector,0,0.2,incorrect,dracula,0,0.27,incorrect,ahab,0,0.5,incorrect,ishmael,0,0.27,incorrect,ahmet,0,0.31,incorrect,santiago,0,0.38,incorrect,anh,0,0.36,incorrect,dracula,0,0.27,incorrect,herman,0,0.43,incorrect,hester,0,0.14,incorrect,olu,0,0.29,incorrect,moses,0,0.22,incorrect,teihea,0,0.43,incorrect,jonah,0,0.89,correct,hector,0,0.2,incorrect,ahab,0,0.5,incorrect,ahmet,0,0.31,incorrect,anh,0,0.36,incorrect,herman,0,0.43,incorrect
