Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['atila', 'magyard', 'attila']",attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,wallachia,0,0.43,incorrect,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,transylvania,0,0.35,incorrect,attila,1,1.0,correct,transylvania,0,0.35,incorrect,attila,1,1.0,correct,transylvania,0,0.35,incorrect,attila,1,1.0,correct,attila,1,1.0,correct,transylvania,0,0.35,incorrect,transylvania,0,0.35,incorrect,magyar,0,0.92,correct,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,attila,1,1.0,correct,wallachia,0,0.43,incorrect,attila,1,1.0,correct,transylvania,0,0.35,incorrect,transylvania,0,0.35,incorrect,transylvania,0,0.35,incorrect,attila,1,1.0,correct,transylvania,0,0.35,incorrect,attila,1,1.0,correct,attila,1,1.0,correct
"['conde', 'kont dracula', 'dracula', 'kont', 'conde drácula', 'drácula']",dracula,1,1.0,correct,sejeremane,0,0.27,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,balepodi,0,0.31,incorrect,le,0,0.29,incorrect,te faatereraa hau,0,0.34,incorrect,teriieroo a teriierooterai,0,0.21,incorrect,count,0,0.67,incorrect,count,0,0.67,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,count,0,0.67,incorrect,adam,0,0.36,incorrect,count orlok,0,0.52,incorrect,nguyen,0,0.36,incorrect,count,0,0.67,incorrect,count,0,0.67,incorrect,sejeremane,0,0.27,incorrect,count,0,0.67,incorrect,le,0,0.29,incorrect,teriieroo a teriierooterai,0,0.21,incorrect,count,0,0.67,incorrect,count,0,0.67,incorrect,count,0,0.67,incorrect,adam,0,0.36,incorrect,nguyen,0,0.36,incorrect,count,0,0.67,incorrect
"['conde', 'kont dracula', 'dracula', 'kont', 'conde drácula', 'drácula']",dracula,1,1.0,correct,paris,0,0.17,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,balepodi,0,0.31,incorrect,le,0,0.29,incorrect,te faatereraa hau,0,0.34,incorrect,te faatereraa,0,0.4,incorrect,count,0,0.67,incorrect,count,0,0.67,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,count,0,0.67,incorrect,adam,0,0.36,incorrect,count orlok,0,0.52,incorrect,nguyen,0,0.36,incorrect,count,0,0.67,incorrect,dracula,1,1.0,correct,paris,0,0.17,incorrect,count,0,0.67,incorrect,le,0,0.29,incorrect,te faatereraa,0,0.4,incorrect,count,0,0.67,incorrect,count,0,0.67,incorrect,count,0,0.67,incorrect,adam,0,0.36,incorrect,nguyen,0,0.36,incorrect,dracula,1,1.0,correct
"['mr', 'hawkins', 'mr hawkins']",john,0,0.36,incorrect,lesotho,0,0.14,incorrect,oluwole,0,0.14,incorrect,ayoka,0,0.33,incorrect,john,0,0.36,incorrect,botshelo,0,0.13,incorrect,te arii,0,0.35,incorrect,tahiti,0,0.31,incorrect,shivani,0,0.43,incorrect,shivani,0,0.43,incorrect,paul,0,0.18,incorrect,antananarivo,0,0.21,incorrect,she,0,0.2,incorrect,mr. darcy,0,0.42,incorrect,edmond,0,0.25,incorrect,count,0,0.17,incorrect,nguyen,0,0.15,incorrect,nguyen,0,0.15,incorrect,king,0,0.55,incorrect,emma,0,0.33,incorrect,lesotho,0,0.14,incorrect,ayoka,0,0.33,incorrect,botshelo,0,0.13,incorrect,tahiti,0,0.31,incorrect,shivani,0,0.43,incorrect,antananarivo,0,0.21,incorrect,mr. darcy,0,0.42,incorrect,count,0,0.17,incorrect,nguyen,0,0.15,incorrect,emma,0,0.33,incorrect
"['dracula', 'kont', 'drácula', 'kont dracula']",dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,jehofa,0,0.22,incorrect,jehofa,0,0.22,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,count,0,0.67,incorrect,jonathan harker,0,0.37,incorrect,dracula,1,1.0,correct,jonathan harker,0,0.37,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,jehofa,0,0.22,incorrect,dracula,1,1.0,correct,count,0,0.67,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,jonathan harker,0,0.37,incorrect,jonathan harker,0,0.37,incorrect,dracula,1,1.0,correct
['lucy'],john,0,0.0,incorrect,abbey,0,0.22,incorrect,abbey,0,0.22,incorrect,abbey,0,0.22,incorrect,home,0,0.0,incorrect,home,0,0.0,incorrect,te,0,0.0,incorrect,te,0,0.0,incorrect,emily,0,0.44,incorrect,shivani,0,0.0,incorrect,nibolisatra,0,0.13,incorrect,nibolisatra,0,0.13,incorrect,elizabeth,0,0.15,incorrect,emma,0,0.0,incorrect,john,0,0.0,incorrect,ben,0,0.0,incorrect,nguyen,0,0.4,incorrect,nguyen,0,0.4,incorrect,emily,0,0.44,incorrect,monastery,0,0.15,incorrect,abbey,0,0.22,incorrect,abbey,0,0.22,incorrect,home,0,0.0,incorrect,te,0,0.0,incorrect,shivani,0,0.0,incorrect,nibolisatra,0,0.13,incorrect,emma,0,0.0,incorrect,ben,0,0.0,incorrect,nguyen,0,0.4,incorrect,monastery,0,0.15,incorrect
['lucy'],john,0,0.0,incorrect,jesus,0,0.22,incorrect,odysseus,0,0.17,incorrect,jesus,0,0.22,incorrect,jalo,0,0.25,incorrect,jesus,0,0.22,incorrect,thrush,0,0.2,incorrect,nahea,0,0.0,incorrect,john,0,0.0,incorrect,khushi,0,0.2,incorrect,harry,0,0.22,incorrect,god,0,0.0,incorrect,catherine,0,0.15,incorrect,emily,0,0.44,incorrect,he,0,0.0,incorrect,ali,0,0.29,incorrect,ngoc,0,0.25,incorrect,nguyen du,0,0.31,incorrect,lucas,0,0.67,incorrect,senalo,0,0.2,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,nahea,0,0.0,incorrect,khushi,0,0.2,incorrect,god,0,0.0,incorrect,emily,0,0.44,incorrect,ali,0,0.29,incorrect,nguyen du,0,0.31,incorrect,senalo,0,0.2,incorrect
['renfield'],jesus,0,0.15,incorrect,mohlanka,0,0.12,incorrect,olutoju,0,0.13,incorrect,olutoju,0,0.13,incorrect,jesus,0,0.15,incorrect,jesus,0,0.15,incorrect,te taata,0,0.12,incorrect,jesus,0,0.15,incorrect,chidiya,0,0.27,incorrect,dr. kalam,0,0.24,incorrect,dr. dolittle,0,0.3,incorrect,andriamampionona,0,0.17,incorrect,jack,0,0.0,incorrect,john,0,0.17,incorrect,ali,0,0.18,incorrect,ali,0,0.18,incorrect,hoang,0,0.15,incorrect,nguyen,0,0.29,incorrect,jack,0,0.0,incorrect,john,0,0.17,incorrect,mohlanka,0,0.12,incorrect,olutoju,0,0.13,incorrect,jesus,0,0.15,incorrect,jesus,0,0.15,incorrect,dr. kalam,0,0.24,incorrect,andriamampionona,0,0.17,incorrect,john,0,0.17,incorrect,ali,0,0.18,incorrect,nguyen,0,0.29,incorrect,john,0,0.17,incorrect
['olgaren'],john,0,0.36,incorrect,phupu,0,0.0,incorrect,john,0,0.36,incorrect,keje,0,0.18,incorrect,paul,0,0.18,incorrect,phukwi,0,0.0,incorrect,teina,0,0.33,incorrect,te uati,0,0.14,incorrect,john,0,0.36,incorrect,july,0,0.18,incorrect,john,0,0.36,incorrect,july,0,0.18,incorrect,john,0,0.36,incorrect,frankenstein,0,0.32,incorrect,john,0,0.36,incorrect,july,0,0.18,incorrect,john,0,0.36,incorrect,nguyen,0,0.46,incorrect,john,0,0.36,incorrect,julio,0,0.17,incorrect,phupu,0,0.0,incorrect,keje,0,0.18,incorrect,phukwi,0,0.0,incorrect,te uati,0,0.14,incorrect,july,0,0.18,incorrect,july,0,0.18,incorrect,frankenstein,0,0.32,incorrect,july,0,0.18,incorrect,nguyen,0,0.46,incorrect,julio,0,0.17,incorrect
"['jona', 'jonathan']",leoatle,0,0.4,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,lonakona,0,0.5,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,jesus,0,0.22,incorrect,ahiri,0,0.31,incorrect,john,0,0.75,correct,god,0,0.29,incorrect,maraina,0,0.4,incorrect,manahy,0,0.43,incorrect,jonathan,1,1.0,correct,robinson crusoe,0,0.26,incorrect,dracula,0,0.27,incorrect,keske,0,0.0,incorrect,nguyen,0,0.29,incorrect,nguyen,0,0.29,incorrect,heathcliff,0,0.33,incorrect,maria,0,0.31,incorrect,jesus,0,0.22,incorrect,lonakona,0,0.5,incorrect,jesus,0,0.22,incorrect,ahiri,0,0.31,incorrect,god,0,0.29,incorrect,manahy,0,0.43,incorrect,robinson crusoe,0,0.26,incorrect,keske,0,0.0,incorrect,nguyen,0,0.29,incorrect,maria,0,0.31,incorrect
