Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['chad'],john,0,0.25,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['chad'],"someone else or another person, likely a man, but based on the context, a specific name cannot be determined, however, a common name that fits the context could be ""john"" or another male name, but since the passage does not provide enough information, i'll take a guess with a name that is often used in similar contexts: ""john"" or more likely in this context ""some guy"" but since the task is to provide a proper name, i will provide ""john",0,0.02,incorrect,love,0,0.0,incorrect,love,0,0.0,incorrect
['chad'],he,0,0.33,incorrect,arkansas,0,0.17,incorrect,arkansas,0,0.17,incorrect
['chad'],human,0,0.44,incorrect,griffon,0,0.0,incorrect,griffon,0,0.0,incorrect
['maddy'],mom,0,0.25,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['maddy'],she,0,0.0,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['maddy'],i,0,0.0,incorrect,mouth,0,0.2,incorrect,mouth,0,0.2,incorrect
['brad'],the dog,0,0.18,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['brad'],he,0,0.0,incorrect,joe,0,0.0,incorrect,joe,0,0.0,incorrect
['brad'],tyler durden,0,0.25,incorrect,trump,0,0.22,incorrect,trump,0,0.22,incorrect
['brad'],he,0,0.0,incorrect,know,0,0.0,incorrect,know,0,0.0,incorrect
['lutsen'],asheville,0,0.27,incorrect,europe,0,0.33,incorrect,europe,0,0.33,incorrect
['brad'],jack,0,0.25,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['brad'],harry,0,0.22,incorrect,shakespeare,0,0.13,incorrect,shakespeare,0,0.13,incorrect
['brad'],god,0,0.29,incorrect,they,0,0.0,incorrect,they,0,0.0,incorrect
['brad'],she,0,0.0,incorrect,facebook,0,0.17,incorrect,facebook,0,0.17,incorrect
['maddy'],i,0,0.0,incorrect,facebook,0,0.15,incorrect,facebook,0,0.15,incorrect
['maddy'],emily,0,0.4,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['emma'],hello,0,0.22,incorrect,google,0,0.2,incorrect,google,0,0.2,incorrect
['brad'],eleanor,0,0.18,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['brad'],he,0,0.0,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['maddy'],someone,0,0.17,incorrect,google,0,0.0,incorrect,google,0,0.0,incorrect
['maddy'],she,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect
['maddy'],everyone,0,0.15,incorrect,mother,0,0.18,incorrect,mother,0,0.18,incorrect
['amber'],amy,0,0.5,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect
['maddy'],someone,0,0.17,incorrect,eleanor,0,0.17,incorrect,eleanor,0,0.17,incorrect
['maddy'],dad,0,0.5,incorrect,mom,0,0.25,incorrect,mom,0,0.25,incorrect
['muse'],queen,0,0.44,incorrect,eve,0,0.29,incorrect,eve,0,0.29,incorrect
['maddy'],bella,0,0.2,incorrect,mom,0,0.25,incorrect,mom,0,0.25,incorrect
['maddy'],he,0,0.0,incorrect,paris,0,0.2,incorrect,paris,0,0.2,incorrect
['maddy'],"someone's name, possibly a colleague or friend, but based on the context, a plausible guess could be a person the speaker is familiar with, such as a partner or another team member, so a name like ""john"" could fit, but without more context, it's a shot in the dark, so i'll take a guess with a common name like ""john""",0,0.02,incorrect,google,0,0.0,incorrect,google,0,0.0,incorrect
['brad'],one of them,0,0.0,incorrect,nostradamus,0,0.4,incorrect,nostradamus,0,0.4,incorrect
['maddy'],my friend,0,0.29,incorrect,yankee,0,0.18,incorrect,yankee,0,0.18,incorrect
['emma'],my child,0,0.17,incorrect,phone,0,0.22,incorrect,phone,0,0.22,incorrect
['alex'],jack,0,0.25,incorrect,brother,0,0.18,incorrect,brother,0,0.18,incorrect
['sarah'],my sister,0,0.29,incorrect,mcdonald's,0,0.13,incorrect,mcdonald's,0,0.13,incorrect
['mcdonald'],flowers,0,0.13,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect
