Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['caroline beaufort', 'caroline', 'beaufort']",esther,0,0.29,incorrect,abraham,0,0.27,incorrect,job,0,0.2,incorrect,god,0,0.18,incorrect,esther,0,0.29,incorrect,esther,0,0.29,incorrect,madame defarge,0,0.39,incorrect,heidi,0,0.15,incorrect,job,0,0.2,incorrect,adam,0,0.19,incorrect,job,0,0.2,incorrect,abraham,0,0.27,incorrect,god,0,0.18,incorrect,esther,0,0.29,incorrect,heidi,0,0.15,incorrect,adam,0,0.19,incorrect,his daughter,0,0.34,incorrect,madame,0,0.29,incorrect,ann,0,0.36,incorrect,hasir kizi,0,0.33,incorrect,theresa,0,0.27,incorrect,thuy kieu,0,0.24,incorrect,maria,0,0.46,incorrect,maria,0,0.46,incorrect,madame,0,0.29,incorrect,hasir kizi,0,0.33,incorrect,thuy kieu,0,0.24,incorrect,maria,0,0.46,incorrect
['elizabeth'],elizabeth,1,1.0,correct,frankenstein,0,0.29,incorrect,ingolstadt,0,0.32,incorrect,frankenstein,0,0.29,incorrect,frankenstein,0,0.29,incorrect,victor frankenstein,0,0.29,incorrect,heinrich,0,0.35,incorrect,god,0,0.0,incorrect,elizabeth,1,1.0,correct,frankenstein,0,0.29,incorrect,frankenstein,0,0.29,incorrect,frankenstein,0,0.29,incorrect,frankenstein,0,0.29,incorrect,victor frankenstein,0,0.29,incorrect,god,0,0.0,incorrect,frankenstein,0,0.29,incorrect,elizabeth,1,1.0,correct,elizabeth,1,1.0,correct,elizabeth,1,1.0,correct,victor,0,0.27,incorrect,elizabeth,1,1.0,correct,frankenstein,0,0.29,incorrect,elizabeth,1,1.0,correct,elizabeth,1,1.0,correct,elizabeth,1,1.0,correct,victor,0,0.27,incorrect,frankenstein,0,0.29,incorrect,elizabeth,1,1.0,correct
"['señor', 'señor krempe', 'm', 'hoạ', 'krempe', 'hủy', 'thần hủy hoạ', 'thần']",frankenstein,0,0.35,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,abraham,0,0.4,incorrect,adam,0,0.4,incorrect,job,0,0.33,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,nigeria,0,0.33,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,abraham,0,0.4,incorrect,job,0,0.33,incorrect,frankenstein,0,0.35,incorrect,nigeria,0,0.33,incorrect,god,0,0.33,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect
"['profesör', 'm', 'profesör waldman', 'waldman']",heathcliff,0,0.24,incorrect,abraham,0,0.29,incorrect,leser,0,0.46,incorrect,leser,0,0.46,incorrect,heathcliff,0,0.24,incorrect,adam,0,0.55,incorrect,heathcliff,0,0.24,incorrect,heathcliff,0,0.24,incorrect,edmond,0,0.46,incorrect,toy,0,0.18,incorrect,adam,0,0.55,incorrect,abraham,0,0.29,incorrect,leser,0,0.46,incorrect,adam,0,0.55,incorrect,heathcliff,0,0.24,incorrect,toy,0,0.18,incorrect,heathcliff,0,0.24,incorrect,heathcliff,0,0.24,incorrect,annem,0,0.33,incorrect,ali,0,0.4,incorrect,elizabeth,0,0.25,incorrect,victor,0,0.29,incorrect,esteban,0,0.35,incorrect,julio,0,0.17,incorrect,heathcliff,0,0.24,incorrect,ali,0,0.4,incorrect,victor,0,0.29,incorrect,julio,0,0.17,incorrect
"['krempe', 'señor krempe', 'm', 'señor']",job,0,0.25,incorrect,abraham,0,0.31,incorrect,job,0,0.25,incorrect,abraham,0,0.31,incorrect,heathcliff,0,0.13,incorrect,abraham,0,0.31,incorrect,heathcliff,0,0.13,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,adam,0,0.4,incorrect,israel,0,0.36,incorrect,abraham,0,0.31,incorrect,abraham,0,0.31,incorrect,abraham,0,0.31,incorrect,frankenstein,0,0.35,incorrect,adam,0,0.4,incorrect,henry,0,0.6,incorrect,heathcliff,0,0.13,incorrect,heathcliff,0,0.13,incorrect,heathcliff,0,0.13,incorrect,heathcliff,0,0.13,incorrect,heathcliff,0,0.13,incorrect,heathcliff,0,0.13,incorrect,edgar,0,0.4,incorrect,heathcliff,0,0.13,incorrect,heathcliff,0,0.13,incorrect,heathcliff,0,0.13,incorrect,edgar,0,0.4,incorrect
['dante'],job,0,0.0,incorrect,job,0,0.0,incorrect,god,0,0.25,incorrect,paul,0,0.22,incorrect,heathcliff,0,0.27,incorrect,abraham,0,0.17,incorrect,victor frankenstein,0,0.33,incorrect,frankenstein,0,0.47,incorrect,god,0,0.25,incorrect,adam,0,0.44,incorrect,orlando,0,0.33,incorrect,job,0,0.0,incorrect,paul,0,0.22,incorrect,abraham,0,0.17,incorrect,frankenstein,0,0.47,incorrect,adam,0,0.44,incorrect,henry,0,0.2,incorrect,frankenstein,0,0.47,incorrect,victor,0,0.18,incorrect,frankenstein,0,0.47,incorrect,victor,0,0.18,incorrect,hamlet,0,0.36,incorrect,henry clerval,0,0.22,incorrect,frankenstein,0,0.47,incorrect,frankenstein,0,0.47,incorrect,frankenstein,0,0.47,incorrect,hamlet,0,0.36,incorrect,frankenstein,0,0.47,incorrect
"['frankenstein', 'clerval']",god,0,0.0,incorrect,abraham,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,abraham,0,0.29,incorrect,abraham,0,0.29,incorrect,heinrich,0,0.3,incorrect,heathcliff,0,0.35,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,ke,0,0.29,incorrect,abraham,0,0.29,incorrect,god,0,0.0,incorrect,abraham,0,0.29,incorrect,heathcliff,0,0.35,incorrect,god,0,0.0,incorrect,ellen,0,0.35,incorrect,heathcliff,0,0.35,incorrect,bayan,0,0.24,incorrect,tanri,0,0.35,incorrect,phuong,0,0.11,incorrect,thay,0,0.18,incorrect,god,0,0.0,incorrect,quetzalcoatl,0,0.32,incorrect,heathcliff,0,0.35,incorrect,tanri,0,0.35,incorrect,thay,0,0.18,incorrect,quetzalcoatl,0,0.32,incorrect
['clerval'],orunmila,0,0.27,incorrect,abraham,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,abraham,0,0.29,incorrect,nahea,0,0.33,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,edgar,0,0.33,incorrect,abraham,0,0.29,incorrect,god,0,0.0,incorrect,abraham,0,0.29,incorrect,god,0,0.0,incorrect,nahea,0,0.33,incorrect,god,0,0.0,incorrect,abraham,0,0.29,incorrect,elizabeth,0,0.25,incorrect,god,0,0.0,incorrect,emma,0,0.36,incorrect,sevgilim,0,0.4,incorrect,phileas,0,0.43,incorrect,duc,0,0.2,incorrect,senor,0,0.33,incorrect,adan,0,0.18,incorrect,god,0,0.0,incorrect,sevgilim,0,0.4,incorrect,duc,0,0.2,incorrect,adan,0,0.18,incorrect
['henry'],edward,0,0.36,incorrect,latin,0,0.2,incorrect,isaac,0,0.0,incorrect,euclid,0,0.18,incorrect,alexander,0,0.43,incorrect,alexander,0,0.43,incorrect,goethe,0,0.36,incorrect,edward,0,0.36,incorrect,goethe,0,0.36,incorrect,alexander,0,0.43,incorrect,aristotle,0,0.14,incorrect,latin,0,0.2,incorrect,euclid,0,0.18,incorrect,alexander,0,0.43,incorrect,edward,0,0.36,incorrect,alexander,0,0.43,incorrect,victor,0,0.18,incorrect,goethe,0,0.36,incorrect,arkadasim,0,0.14,incorrect,goethe,0,0.36,incorrect,emerson,0,0.33,incorrect,dong,0,0.22,incorrect,alberto,0,0.33,incorrect,byron,0,0.2,incorrect,goethe,0,0.36,incorrect,goethe,0,0.36,incorrect,dong,0,0.22,incorrect,byron,0,0.2,incorrect
"['clerval', 'querido', 'querido clerval']",geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,frankenstein,0,0.21,incorrect,wordsworth,0,0.35,incorrect,robinson crusoe,0,0.4,incorrect,geneve,0,0.31,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,wordsworth,0,0.35,incorrect,geneve,0,0.31,incorrect,henry,0,0.33,incorrect,geneva,0,0.46,incorrect,elizabeth,0,0.25,incorrect,cenevre,0,0.43,incorrect,victor,0,0.31,incorrect,geneva,0,0.46,incorrect,henry,0,0.33,incorrect,paris,0,0.33,incorrect,geneva,0,0.46,incorrect,cenevre,0,0.43,incorrect,geneva,0,0.46,incorrect,paris,0,0.33,incorrect
