Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['moses', 'moisés', 'musa']",hester,0,0.36,incorrect,won,0,0.25,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hovi,0,0.4,incorrect,hester,0,0.36,incorrect,widow,0,0.2,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,mazava,0,0.4,incorrect,empa,0,0.5,incorrect,won,0,0.25,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,mazava,0,0.4,incorrect,widow,0,0.2,incorrect,she,0,0.5,incorrect,nuh,0,0.29,incorrect,enfiye,0,0.33,incorrect,nguoi kia,0,0.31,incorrect,ho,0,0.29,incorrect,ella,0,0.25,incorrect,rosa,0,0.5,incorrect,she,0,0.5,incorrect,enfiye,0,0.33,incorrect,ho,0,0.29,incorrect,rosa,0,0.5,incorrect
"['tom sawyer', 'tom', 'sawyer']",harp,0,0.4,incorrect,nitori,0,0.44,incorrect,hester,0,0.5,incorrect,jaanong,0,0.2,incorrect,aita,0,0.29,incorrect,hester,0,0.5,incorrect,shylock,0,0.31,incorrect,shakespeare,0,0.47,incorrect,ankehitriny,0,0.35,incorrect,nanomboka,0,0.33,incorrect,kahoo empa,0,0.31,incorrect,nitori,0,0.44,incorrect,jaanong,0,0.2,incorrect,hester,0,0.5,incorrect,shakespeare,0,0.47,incorrect,nanomboka,0,0.33,incorrect,he,0,0.25,incorrect,she,0,0.44,incorrect,him,0,0.33,incorrect,insanin,0,0.31,incorrect,thang,0,0.27,incorrect,co,0,0.4,incorrect,ella,0,0.2,incorrect,ella,0,0.2,incorrect,she,0,0.44,incorrect,insanin,0,0.31,incorrect,co,0,0.4,incorrect,ella,0,0.2,incorrect
"['bayan', 'bayan watson', 'watson']",omidan,0,0.36,incorrect,leyin,0,0.4,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,masked name,0,0.35,incorrect,i,0,0.0,incorrect,miss,0,0.2,incorrect,chameli,0,0.17,incorrect,ramatoakely,0,0.35,incorrect,vetivety,0,0.15,incorrect,linaleli,0,0.2,incorrect,leyin,0,0.4,incorrect,hester,0,0.17,incorrect,i,0,0.0,incorrect,chameli,0,0.17,incorrect,vetivety,0,0.15,incorrect,miss,0,0.2,incorrect,miss,0,0.2,incorrect,hester,0,0.17,incorrect,zenci,0,0.2,incorrect,co vy,0,0.2,incorrect,mo,0,0.25,incorrect,severa,0,0.18,incorrect,la senorita,0,0.35,incorrect,miss,0,0.2,incorrect,zenci,0,0.2,incorrect,mo,0,0.25,incorrect,la senorita,0,0.35,incorrect
"['tom sawyer', 'tom', 'sawyer']",hester,0,0.5,incorrect,mo,0,0.4,incorrect,moses,0,0.4,incorrect,hester,0,0.5,incorrect,corrie,0,0.25,incorrect,corrie,0,0.25,incorrect,shah jahan,0,0.25,incorrect,hester,0,0.5,incorrect,ary,0,0.44,incorrect,avy,0,0.44,incorrect,ho`ohafina`a,0,0.18,incorrect,mo,0,0.4,incorrect,hester,0,0.5,incorrect,corrie,0,0.25,incorrect,hester,0,0.5,incorrect,avy,0,0.44,incorrect,me,0,0.4,incorrect,town,0,0.57,incorrect,catsy,0,0.4,incorrect,miyav,0,0.27,incorrect,thang,0,0.27,incorrect,meo,0,0.33,incorrect,cat,0,0.33,incorrect,vieja,0,0.18,incorrect,town,0,0.57,incorrect,miyav,0,0.27,incorrect,meo,0,0.33,incorrect,vieja,0,0.18,incorrect
['tom'],hester,0,0.22,incorrect,hester,0,0.22,incorrect,morago,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,ua,0,0.0,incorrect,hester,0,0.22,incorrect,delhi,0,0.0,incorrect,nandeha,0,0.0,incorrect,hester,0,0.22,incorrect,re,0,0.0,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,ua,0,0.0,incorrect,delhi,0,0.0,incorrect,hester,0,0.22,incorrect,mask,0,0.29,incorrect,hester,0,0.22,incorrect,maskarada,0,0.17,incorrect,tepenin,0,0.2,incorrect,thang,0,0.25,incorrect,hang xom,0,0.36,incorrect,mask,0,0.29,incorrect,no,0,0.4,incorrect,hester,0,0.22,incorrect,tepenin,0,0.2,incorrect,hang xom,0,0.36,incorrect,no,0,0.4,incorrect
['tom'],hester,0,0.22,incorrect,nitori,0,0.44,incorrect,hester,0,0.22,incorrect,mongwe,0,0.22,incorrect,taparahi,0,0.18,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,vonona,0,0.22,incorrect,hester,0,0.22,incorrect,haeba,0,0.0,incorrect,nitori,0,0.44,incorrect,mongwe,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,somebody,0,0.36,incorrect,hester,0,0.22,incorrect,herkes,0,0.0,incorrect,hac,0,0.0,incorrect,thang,0,0.25,incorrect,thang,0,0.25,incorrect,alguien,0,0.0,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hac,0,0.0,incorrect,thang,0,0.25,incorrect,hester,0,0.22,incorrect
['tom'],abiku,0,0.0,incorrect,gbogbo,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hery,0,0.0,incorrect,nilaza,0,0.0,incorrect,motho,0,0.5,incorrect,gbogbo,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,nilaza,0,0.0,incorrect,he,0,0.0,incorrect,everybody,0,0.17,incorrect,andin,0,0.0,incorrect,haydutlar,0,0.17,incorrect,thang,0,0.25,incorrect,thang,0,0.25,incorrect,mask,0,0.29,incorrect,piratas,0,0.2,incorrect,everybody,0,0.17,incorrect,haydutlar,0,0.17,incorrect,thang,0,0.25,incorrect,piratas,0,0.2,incorrect
"['tom sawyer', 'tom', 'sawyer']",hester,0,0.5,incorrect,hester,0,0.5,incorrect,rona,0,0.29,incorrect,hester,0,0.5,incorrect,iona,0,0.29,incorrect,iona,0,0.29,incorrect,harvey,0,0.33,incorrect,highwayman,0,0.25,incorrect,hoy,0,0.33,incorrect,mpandeha,0,0.33,incorrect,ha,0,0.25,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,iona,0,0.29,incorrect,highwayman,0,0.25,incorrect,mpandeha,0,0.33,incorrect,someone,0,0.4,incorrect,highwaymen,0,0.38,incorrect,zulfikar,0,0.29,incorrect,racon,0,0.25,incorrect,thang,0,0.27,incorrect,thang khach,0,0.29,incorrect,bandit,0,0.22,incorrect,salteadores,0,0.47,incorrect,highwaymen,0,0.38,incorrect,racon,0,0.25,incorrect,thang khach,0,0.29,incorrect,salteadores,0,0.47,incorrect
"['barnes', 'tommy', 'tommy barnes']",die,0,0.22,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hinaaro,0,0.31,incorrect,chhotu,0,0.18,incorrect,delkhin,0,0.15,incorrect,ankehitriny,0,0.35,incorrect,intsony,0,0.5,incorrect,hanyane,0,0.46,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,hinaaro,0,0.31,incorrect,delkhin,0,0.15,incorrect,intsony,0,0.5,incorrect,little,0,0.22,incorrect,little,0,0.22,incorrect,mask,0,0.4,incorrect,soyguncu,0,0.31,incorrect,thang,0,0.36,incorrect,me,0,0.29,incorrect,pequeno juan,0,0.33,incorrect,mama,0,0.44,incorrect,little,0,0.22,incorrect,soyguncu,0,0.31,incorrect,me,0,0.29,incorrect,mama,0,0.44,incorrect
['tom'],hester,0,0.22,incorrect,nigeria,0,0.0,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,no,0,0.4,incorrect,robbie,0,0.22,incorrect,robinson,0,0.18,incorrect,hester,0,0.22,incorrect,saingy,0,0.0,incorrect,empa,0,0.29,incorrect,nigeria,0,0.0,incorrect,hester,0,0.22,incorrect,no,0,0.4,incorrect,robinson,0,0.18,incorrect,saingy,0,0.0,incorrect,mask,0,0.29,incorrect,silas,0,0.0,incorrect,aglak bebe,0,0.0,incorrect,ama,0,0.33,incorrect,thang,0,0.25,incorrect,bon,0,0.33,incorrect,el,0,0.0,incorrect,eliseo,0,0.22,incorrect,silas,0,0.0,incorrect,ama,0,0.33,incorrect,bon,0,0.33,incorrect,eliseo,0,0.22,incorrect
