Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['serena'],esther,0,0.5,incorrect,albert,0,0.33,incorrect,albert,0,0.33,incorrect
['serena'],emily,0,0.18,incorrect,shakespeare,0,0.47,incorrect,shakespeare,0,0.47,incorrect
['vampyre'],wedding,0,0.14,incorrect,trump,0,0.33,incorrect,trump,0,0.33,incorrect
['lark'],orwell,0,0.2,incorrect,mr. rochester,0,0.12,incorrect,mr. rochester,0,0.12,incorrect
['cal'],reacher,0,0.2,incorrect,manila,0,0.44,incorrect,manila,0,0.44,incorrect
['vampyres'],vampires,0,0.88,correct,freud,0,0.31,incorrect,freud,0,0.31,incorrect
['vampyres'],victorians,0,0.33,incorrect,darwin,0,0.29,incorrect,darwin,0,0.29,incorrect
['davenport'],winthrop,0,0.24,incorrect,day,0,0.33,incorrect,day,0,0.33,incorrect
['davenport'],wick,0,0.0,incorrect,lincoln,0,0.25,incorrect,lincoln,0,0.25,incorrect
['vampyres'],queen,0,0.15,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['abel'],were,0,0.25,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['roscoe'],osiris,0,0.33,incorrect,hitler,0,0.17,incorrect,hitler,0,0.17,incorrect
['roscoe'],attila,0,0.0,incorrect,emerson,0,0.46,incorrect,emerson,0,0.46,incorrect
['serena'],lucy,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['vampyre'],omega,0,0.33,incorrect,zeus,0,0.18,incorrect,zeus,0,0.18,incorrect
['serena'],leslie,0,0.33,incorrect,edgar allan poe,0,0.29,incorrect,edgar allan poe,0,0.29,incorrect
['vampyres'],harry,0,0.31,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['essen'],councilman,0,0.13,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['davenport'],washinton,0,0.33,incorrect,adams,0,0.29,incorrect,adams,0,0.29,incorrect
['vampyre'],god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['serena'],angel,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect
['moreland'],edgar,0,0.31,incorrect,abraham,0,0.27,incorrect,abraham,0,0.27,incorrect
['moreland'],jesus,0,0.15,incorrect,adam,0,0.33,incorrect,adam,0,0.33,incorrect
['vampyre'],human,0,0.17,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['moreland'],god,0,0.36,incorrect,god,0,0.36,incorrect,god,0,0.36,incorrect
['moreland'],geralt,0,0.29,incorrect,pinocchio,0,0.12,incorrect,pinocchio,0,0.12,incorrect
['moreland'],he,0,0.2,incorrect,god,0,0.36,incorrect,god,0,0.36,incorrect
['lark'],temple,0,0.2,incorrect,mr,0,0.33,incorrect,mr,0,0.33,incorrect
['serena'],lestat,0,0.33,incorrect,dracula,0,0.31,incorrect,dracula,0,0.31,incorrect
['ana'],angel,0,0.5,incorrect,monica,0,0.44,incorrect,monica,0,0.44,incorrect
['serena'],emily,0,0.18,incorrect,polaroid,0,0.14,incorrect,polaroid,0,0.14,incorrect
['juno'],heath,0,0.0,incorrect,trump,0,0.22,incorrect,trump,0,0.22,incorrect
['ana'],jesus,0,0.0,incorrect,serena,0,0.44,incorrect,serena,0,0.44,incorrect
['serena'],christine,0,0.27,incorrect,shakespeare,0,0.47,incorrect,shakespeare,0,0.47,incorrect
['serena'],phoebe,0,0.33,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['serena'],prim,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['serena'],julian assange,0,0.2,incorrect,julian assange,0,0.2,incorrect,julian assange,0,0.2,incorrect
['serena'],god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['serena'],day,0,0.22,incorrect,moleskine,0,0.27,incorrect,moleskine,0,0.27,incorrect
['serena'],emily,0,0.18,incorrect,caesar,0,0.33,incorrect,caesar,0,0.33,incorrect
['serena'],mother,0,0.33,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['vampyres'],vampires,0,0.88,correct,jesus,0,0.31,incorrect,jesus,0,0.31,incorrect
['alex'],waverley,0,0.5,incorrect,lowell,0,0.4,incorrect,lowell,0,0.4,incorrect
['alex'],remus,0,0.22,incorrect,artemis,0,0.36,incorrect,artemis,0,0.36,incorrect
['alex'],logan,0,0.22,incorrect,alphas,0,0.4,incorrect,alphas,0,0.4,incorrect
['serena'],misery,0,0.5,incorrect,galaxy,0,0.17,incorrect,galaxy,0,0.17,incorrect
['serena'],edward,0,0.33,incorrect,dracula,0,0.31,incorrect,dracula,0,0.31,incorrect
['l'],google,0,0.29,incorrect,geocities,0,0.0,incorrect,geocities,0,0.0,incorrect
['serena'],putin,0,0.18,incorrect,clinton,0,0.15,incorrect,clinton,0,0.15,incorrect
['serena'],joan,0,0.2,incorrect,scarlett,0,0.43,incorrect,scarlett,0,0.43,incorrect
['vampyres'],heathcliff,0,0.11,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['max'],lowes,0,0.0,incorrect,lowes,0,0.0,incorrect,lowes,0,0.0,incorrect
['max'],rowan,0,0.25,incorrect,macbeth,0,0.4,incorrect,macbeth,0,0.4,incorrect
['max'],god,0,0.0,incorrect,warhol,0,0.22,incorrect,warhol,0,0.22,incorrect
['max'],dexter,0,0.22,incorrect,sherlock,0,0.0,incorrect,sherlock,0,0.0,incorrect
['juno'],god,0,0.29,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['serena'],collateral,0,0.38,incorrect,lara croft,0,0.25,incorrect,lara croft,0,0.25,incorrect
['vampyre'],minister,0,0.27,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['vampyre'],angel,0,0.33,incorrect,frankenstein,0,0.21,incorrect,frankenstein,0,0.21,incorrect
['serena'],adam,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['loyals'],grandmother,0,0.12,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['ana'],emily,0,0.0,incorrect,shakespeare,0,0.29,incorrect,shakespeare,0,0.29,incorrect
['ana'],emily,0,0.0,incorrect,garfield,0,0.18,incorrect,garfield,0,0.18,incorrect
['ana'],marie curie,0,0.14,incorrect,eve,0,0.0,incorrect,eve,0,0.0,incorrect
['vampyres'],humans,0,0.29,incorrect,barbecue,0,0.38,incorrect,barbecue,0,0.38,incorrect
['serena'],ozzy osbourne,0,0.32,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect
['ana'],emily,0,0.0,incorrect,orpheus,0,0.0,incorrect,orpheus,0,0.0,incorrect
['ana'],serena,0,0.44,incorrect,google,0,0.0,incorrect,google,0,0.0,incorrect
['max'],harry,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['ana'],matilda,0,0.4,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['serena'],emily,0,0.18,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['ana'],steve jobs,0,0.0,incorrect,elton,0,0.25,incorrect,elton,0,0.25,incorrect
['vampyre'],heidi klum,0,0.12,incorrect,dracula,0,0.14,incorrect,dracula,0,0.14,incorrect
['alex'],car,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['alex'],ellen ripley,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['alpha'],boss,0,0.0,incorrect,trump,0,0.2,incorrect,trump,0,0.2,incorrect
['alex'],rob lowe,0,0.33,incorrect,elvis,0,0.22,incorrect,elvis,0,0.22,incorrect
['vampyre'],blackwood,0,0.12,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['ana'],lyra,0,0.29,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['vampyres'],god,0,0.0,incorrect,jesus,0,0.31,incorrect,jesus,0,0.31,incorrect
['serena'],adam,0,0.2,incorrect,blueberries,0,0.35,incorrect,blueberries,0,0.35,incorrect
['alex'],walter,0,0.6,incorrect,samson,0,0.2,incorrect,samson,0,0.2,incorrect
['ana'],misery,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['ana'],dracula,0,0.4,incorrect,dracula,0,0.4,incorrect,dracula,0,0.4,incorrect
['ana'],obama,0,0.5,incorrect,josephine baker,0,0.22,incorrect,josephine baker,0,0.22,incorrect
['ana'],heathcliff,0,0.15,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['ana'],god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['ana'],her,0,0.0,incorrect,mary,0,0.29,incorrect,mary,0,0.29,incorrect
['alex'],mac,0,0.29,incorrect,putin,0,0.0,incorrect,putin,0,0.0,incorrect
['ana'],emily,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['alex'],god,0,0.0,incorrect,james bond,0,0.29,incorrect,james bond,0,0.29,incorrect
['ana'],harry,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['serena'],heathcliff,0,0.25,incorrect,carmilla,0,0.29,incorrect,carmilla,0,0.29,incorrect
['emery'],angel,0,0.2,incorrect,friday,0,0.36,incorrect,friday,0,0.36,incorrect
['serena'],elizabeth,0,0.27,incorrect,christ,0,0.17,incorrect,christ,0,0.17,incorrect
['serena'],jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect
['serena'],god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['koen'],leah,0,0.25,incorrect,joseph,0,0.4,incorrect,joseph,0,0.4,incorrect
['emery'],freya,0,0.4,incorrect,trump,0,0.2,incorrect,trump,0,0.2,incorrect
['koen'],simon cowell,0,0.25,incorrect,trump,0,0.0,incorrect,trump,0,0.0,incorrect
