Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['gatsby'],oliver twist,0,0.22,incorrect,olufemi,0,0.0,incorrect,botswana,0,0.29,incorrect,jesus,0,0.18,incorrect,adam,0,0.2,incorrect,james cook,0,0.25,incorrect,frankenstein,0,0.22,incorrect,shakespeare,0,0.24,incorrect,job,0,0.22,incorrect,adam,0,0.2,incorrect,charles darwin,0,0.2,incorrect,olufemi,0,0.0,incorrect,jesus,0,0.18,incorrect,james cook,0,0.25,incorrect,shakespeare,0,0.24,incorrect,adam,0,0.2,incorrect,dick diver,0,0.0,incorrect,byron,0,0.36,incorrect,donkisot,0,0.14,incorrect,goethe,0,0.33,incorrect,demian mcadam,0,0.11,incorrect,dong,0,0.2,incorrect,lord byron,0,0.25,incorrect,shakespeare,0,0.24,incorrect,byron,0,0.36,incorrect,goethe,0,0.33,incorrect,dong,0,0.2,incorrect,shakespeare,0,0.24,incorrect
"['tom', 'buchanan', 'tom buchanan']",faranse,0,0.4,incorrect,george,0,0.22,incorrect,fora,0,0.29,incorrect,botswana,0,0.5,incorrect,adam,0,0.33,incorrect,adam,0,0.33,incorrect,scarlett,0,0.25,incorrect,george,0,0.22,incorrect,adam,0,0.33,incorrect,notapahina,0,0.36,incorrect,georgia,0,0.21,incorrect,george,0,0.22,incorrect,botswana,0,0.5,incorrect,adam,0,0.33,incorrect,george,0,0.22,incorrect,notapahina,0,0.36,incorrect,gatsby,0,0.22,incorrect,monticello,0,0.31,incorrect,bayan danvers,0,0.48,incorrect,georgian,0,0.3,incorrect,nick,0,0.17,incorrect,windsor,0,0.2,incorrect,gatsby,0,0.22,incorrect,east egg,0,0.2,incorrect,monticello,0,0.31,incorrect,georgian,0,0.3,incorrect,windsor,0,0.2,incorrect,east egg,0,0.2,incorrect
"['tom', 'buchanan', 'tom buchanan']",jesus,0,0.15,incorrect,oduduwa,0,0.32,incorrect,jesus,0,0.15,incorrect,jesus,0,0.15,incorrect,adam,0,0.33,incorrect,adam,0,0.33,incorrect,emily,0,0.25,incorrect,salome,0,0.44,incorrect,adam,0,0.33,incorrect,adam,0,0.33,incorrect,joale,0,0.25,incorrect,oduduwa,0,0.32,incorrect,jesus,0,0.15,incorrect,adam,0,0.33,incorrect,salome,0,0.44,incorrect,adam,0,0.33,incorrect,nick,0,0.17,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,salvador dali,0,0.24,incorrect,emily,0,0.25,incorrect,emily,0,0.25,incorrect,el viento,0,0.33,incorrect,maria,0,0.35,incorrect,emily,0,0.25,incorrect,salvador dali,0,0.24,incorrect,emily,0,0.25,incorrect,maria,0,0.35,incorrect
['daisy'],oliver,0,0.18,incorrect,jesus,0,0.2,incorrect,morena,0,0.18,incorrect,mosetsana,0,0.14,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,goldilocks,0,0.4,incorrect,shakespeare,0,0.25,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,abel,0,0.22,incorrect,jesus,0,0.2,incorrect,mosetsana,0,0.14,incorrect,adam,0,0.44,incorrect,shakespeare,0,0.25,incorrect,adam,0,0.44,incorrect,daisy,1,1.0,correct,harriet,0,0.33,incorrect,bay,0,0.5,incorrect,hamlet,0,0.18,incorrect,nguoi thu hai,0,0.22,incorrect,duc,0,0.25,incorrect,maruja,0,0.18,incorrect,maria,0,0.4,incorrect,harriet,0,0.33,incorrect,hamlet,0,0.18,incorrect,duc,0,0.25,incorrect,maria,0,0.4,incorrect
"['bayan', 'miss', 'miss baker', 'bayan baker', 'baker']",abrahami,0,0.46,incorrect,david,0,0.22,incorrect,abel,0,0.44,incorrect,abel,0,0.44,incorrect,abraham lincoln,0,0.4,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,bill,0,0.25,incorrect,job,0,0.25,incorrect,abraham,0,0.5,incorrect,jesus,0,0.44,incorrect,david,0,0.22,incorrect,abel,0,0.44,incorrect,adam,0,0.44,incorrect,bill,0,0.25,incorrect,abraham,0,0.5,incorrect,she,0,0.31,incorrect,emily,0,0.44,incorrect,bay ham,0,0.67,incorrect,odysseus,0,0.33,incorrect,duong nhien,0,0.27,incorrect,duong,0,0.2,incorrect,ellen,0,0.2,incorrect,europa,0,0.36,incorrect,emily,0,0.44,incorrect,odysseus,0,0.33,incorrect,duong,0,0.2,incorrect,europa,0,0.36,incorrect
"['bayan', 'bayan baker', 'baker']",abraham,0,0.5,incorrect,abraham,0,0.5,incorrect,god,0,0.0,incorrect,jesus,0,0.2,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,monica,0,0.24,incorrect,charles darwin,0,0.32,incorrect,barbie,0,0.55,incorrect,madagascar,0,0.38,incorrect,abel,0,0.44,incorrect,abraham,0,0.5,incorrect,jesus,0,0.2,incorrect,adam,0,0.44,incorrect,charles darwin,0,0.32,incorrect,madagascar,0,0.38,incorrect,jordan,0,0.36,incorrect,temple,0,0.18,incorrect,simone de beauvoir,0,0.34,incorrect,asker,0,0.8,correct,thuy kieu,0,0.4,incorrect,ngoc,0,0.22,incorrect,monroe,0,0.24,incorrect,monica,0,0.24,incorrect,temple,0,0.18,incorrect,asker,0,0.8,correct,ngoc,0,0.22,incorrect,monica,0,0.24,incorrect
['daisy'],abel,0,0.22,incorrect,abrahami,0,0.31,incorrect,thembi,0,0.18,incorrect,god,0,0.25,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,thomas,0,0.36,incorrect,god,0,0.25,incorrect,job,0,0.0,incorrect,washington,0,0.27,incorrect,ke,0,0.0,incorrect,abrahami,0,0.31,incorrect,god,0,0.25,incorrect,adam,0,0.44,incorrect,god,0,0.25,incorrect,washington,0,0.27,incorrect,esther,0,0.18,incorrect,emily,0,0.4,incorrect,noel,0,0.0,incorrect,hz. muhammed,0,0.12,incorrect,duc,0,0.25,incorrect,duc,0,0.25,incorrect,sam,0,0.25,incorrect,elias,0,0.4,incorrect,emily,0,0.4,incorrect,hz. muhammed,0,0.12,incorrect,duc,0,0.25,incorrect,elias,0,0.4,incorrect
"['tom', 'tom”']",oliver,0,0.22,incorrect,oliver,0,0.22,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,abraham lincoln,0,0.11,incorrect,adam,0,0.29,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,job,0,0.33,incorrect,adama,0,0.25,incorrect,neo,0,0.33,incorrect,oliver,0,0.22,incorrect,god,0,0.33,incorrect,adam,0,0.29,incorrect,god,0,0.33,incorrect,adama,0,0.25,incorrect,adam,0,0.29,incorrect,frankenstein,0,0.13,incorrect,hamlet,0,0.22,incorrect,sen,0,0.0,incorrect,gatsby,0,0.22,incorrect,gatsby,0,0.22,incorrect,bruto,0,0.5,incorrect,homero,0,0.44,incorrect,frankenstein,0,0.13,incorrect,sen,0,0.0,incorrect,gatsby,0,0.22,incorrect,homero,0,0.44,incorrect
['daisy'],rembrandt,0,0.14,incorrect,jesus,0,0.2,incorrect,abel,0,0.22,incorrect,jesus,0,0.2,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,madame bovary,0,0.33,incorrect,madonna,0,0.33,incorrect,abrahamy,0,0.31,incorrect,abrahamy,0,0.31,incorrect,elvis,0,0.4,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,adam,0,0.44,incorrect,madonna,0,0.33,incorrect,abrahamy,0,0.31,incorrect,madame bovary,0,0.33,incorrect,emily,0,0.4,incorrect,madam bovary,0,0.35,incorrect,shakespeare,0,0.25,incorrect,thuy kieu,0,0.14,incorrect,thuy kieu,0,0.14,incorrect,maria,0,0.4,incorrect,maria,0,0.4,incorrect,emily,0,0.4,incorrect,shakespeare,0,0.25,incorrect,thuy kieu,0,0.14,incorrect,maria,0,0.4,incorrect
['tom'],olodumareje,0,0.29,incorrect,jesus,0,0.0,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,abraham,0,0.2,incorrect,abraham,0,0.2,incorrect,god,0,0.33,incorrect,florence nightingale,0,0.09,incorrect,andriamanitra,0,0.12,incorrect,adam,0,0.29,incorrect,abel,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.33,incorrect,abraham,0,0.2,incorrect,florence nightingale,0,0.09,incorrect,adam,0,0.29,incorrect,dickens,0,0.0,incorrect,god,0,0.33,incorrect,flannery o'connor,0,0.1,incorrect,freud,0,0.0,incorrect,duc,0,0.0,incorrect,ngoc,0,0.29,incorrect,dios,0,0.29,incorrect,freud,0,0.0,incorrect,god,0,0.33,incorrect,freud,0,0.0,incorrect,ngoc,0,0.29,incorrect,freud,0,0.0,incorrect
