Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['jack'],autumn,0,0.2,incorrect,heathcliff,0,0.29,incorrect,heathcliff,0,0.29,incorrect
['jack'],autumn's friend,0,0.11,incorrect,wes craven,0,0.14,incorrect,wes craven,0,0.14,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],travis,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jack'],lucas,0,0.22,incorrect,heathcliff,0,0.29,incorrect,heathcliff,0,0.29,incorrect
['jack'],coach,0,0.44,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],he,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],john,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,mr. darcy,0,0.31,incorrect,mr. darcy,0,0.31,incorrect
['jack'],nadia,0,0.22,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],he,0,0.0,incorrect,holden,0,0.0,incorrect,holden,0,0.0,incorrect
['jack'],he,0,0.0,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
