Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['serena'],lucas,0,0.18,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['serena'],emily,0,0.18,incorrect,elizabeth,0,0.27,incorrect,elizabeth,0,0.27,incorrect
['vampyre'],werewolf,0,0.27,incorrect,trump,0,0.33,incorrect,trump,0,0.33,incorrect
['lark'],haymitch,0,0.17,incorrect,mr. darcy,0,0.31,incorrect,mr. darcy,0,0.31,incorrect
['cal'],he,0,0.0,incorrect,staples,0,0.4,incorrect,staples,0,0.4,incorrect
['vampyres'],vampires,0,0.88,correct,marx,0,0.33,incorrect,marx,0,0.33,incorrect
['vampyres'],humans,0,0.29,incorrect,darwin,0,0.29,incorrect,darwin,0,0.29,incorrect
['davenport'],phillips,0,0.12,incorrect,god,0,0.17,incorrect,god,0,0.17,incorrect
['davenport'],northman,0,0.47,incorrect,andrew,0,0.4,incorrect,andrew,0,0.4,incorrect
['vampyres'],formics,0,0.27,incorrect,human,0,0.15,incorrect,human,0,0.15,incorrect
['abel'],lucas,0,0.22,incorrect,tom,0,0.0,incorrect,tom,0,0.0,incorrect
['roscoe'],lucas,0,0.18,incorrect,lycaon,0,0.33,incorrect,lycaon,0,0.33,incorrect
['roscoe'],attila,0,0.0,incorrect,montaigne,0,0.27,incorrect,montaigne,0,0.27,incorrect
['serena'],pierce,0,0.5,incorrect,severus,0,0.46,incorrect,severus,0,0.46,incorrect
['vampyre'],were,0,0.36,incorrect,charles,0,0.43,incorrect,charles,0,0.43,incorrect
['serena'],ren,0,0.67,incorrect,frankenstein,0,0.33,incorrect,frankenstein,0,0.33,incorrect
['vampyres'],lucas,0,0.31,incorrect,edward,0,0.29,incorrect,edward,0,0.29,incorrect
['essen'],haymitch,0,0.0,incorrect,mr. darcy,0,0.0,incorrect,mr. darcy,0,0.0,incorrect
['davenport'],warren,0,0.4,incorrect,scarlett,0,0.35,incorrect,scarlett,0,0.35,incorrect
['vampyre'],galactic,0,0.13,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['serena'],esme,0,0.4,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['moreland'],christian,0,0.35,incorrect,john,0,0.33,incorrect,john,0,0.33,incorrect
['moreland'],lucas,0,0.31,incorrect,teeth,0,0.15,incorrect,teeth,0,0.15,incorrect
['vampyre'],shifter,0,0.14,incorrect,remus lupin,0,0.22,incorrect,remus lupin,0,0.22,incorrect
['moreland'],obama,0,0.31,incorrect,god,0,0.36,incorrect,god,0,0.36,incorrect
['moreland'],alcide,0,0.29,incorrect,tom,0,0.18,incorrect,tom,0,0.18,incorrect
['moreland'],alcide,0,0.29,incorrect,harry,0,0.15,incorrect,harry,0,0.15,incorrect
['lark'],scarlett,0,0.33,incorrect,hamlet,0,0.2,incorrect,hamlet,0,0.2,incorrect
['moreland'],christian,0,0.35,incorrect,edward,0,0.43,incorrect,edward,0,0.43,incorrect
['moreland'],alcide,0,0.29,incorrect,edward,0,0.43,incorrect,edward,0,0.43,incorrect
['moreland'],augustus,0,0.12,incorrect,holden,0,0.43,incorrect,holden,0,0.43,incorrect
"['dryden', 'deanna', 'deanna dryden']",juliette,0,0.19,incorrect,humanfucker,0,0.25,incorrect,humanfucker,0,0.25,incorrect
['moreland'],he,0,0.2,incorrect,hamlet,0,0.29,incorrect,hamlet,0,0.29,incorrect
['serena'],radu,0,0.4,incorrect,edward,0,0.33,incorrect,edward,0,0.33,incorrect
['ana'],valerie,0,0.2,incorrect,edward,0,0.22,incorrect,edward,0,0.22,incorrect
['serena'],julian,0,0.17,incorrect,jason,0,0.36,incorrect,jason,0,0.36,incorrect
['juno'],heathcliff,0,0.0,incorrect,augusten,0,0.33,incorrect,augusten,0,0.33,incorrect
['ana'],jason,0,0.5,incorrect,offred,0,0.0,incorrect,offred,0,0.0,incorrect
['serena'],lauren,0,0.5,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['cat'],her,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['serena'],her,0,0.44,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['serena'],ruth,0,0.2,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['serena'],she,0,0.44,incorrect,julian,0,0.17,incorrect,julian,0,0.17,incorrect
