Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['daswood', 'john', 'mr', 'john dashwood', 'dashwood', 'john daswood', 'mr john dashwood']",mary,0,0.67,incorrect,john,1,1.0,correct,abraham,0,0.27,incorrect,baba,0,0.18,incorrect,peter,0,0.29,incorrect,rraagwe,0,0.29,incorrect,ua fafau,0,0.2,incorrect,mana,0,0.33,incorrect,ram,0,0.4,incorrect,vivek,0,0.0,incorrect,andry,0,0.33,incorrect,rainy,0,0.29,incorrect,john,1,1.0,correct,his,0,0.29,incorrect,mehmet,0,0.25,incorrect,ahmet,0,0.31,incorrect,nguyen,0,0.2,incorrect,hong,0,0.5,incorrect,gregorio,0,0.27,incorrect,isa,0,0.2,incorrect,john,1,1.0,correct,baba,0,0.18,incorrect,rraagwe,0,0.29,incorrect,mana,0,0.33,incorrect,vivek,0,0.0,incorrect,rainy,0,0.29,incorrect,his,0,0.29,incorrect,ahmet,0,0.31,incorrect,hong,0,0.5,incorrect,isa,0,0.2,incorrect
"['daswood', 'john', 'mrs', 'john dashwood', 'dashwood', 'john daswood', 'mrs john dashwood']",smith,0,0.31,incorrect,mary,0,0.57,incorrect,soyinka,0,0.36,incorrect,tobi,0,0.25,incorrect,mask,0,0.57,incorrect,john,1,1.0,correct,mask,0,0.57,incorrect,ahiri,0,0.31,incorrect,smith,0,0.31,incorrect,singh,0,0.31,incorrect,stevens,0,0.25,incorrect,raha,0,0.33,incorrect,mrs. john dashwood,0,0.97,correct,emma,0,0.29,incorrect,emma,0,0.29,incorrect,adnan,0,0.33,incorrect,john,1,1.0,correct,linh,0,0.25,incorrect,maria,0,0.5,incorrect,clara,0,0.25,incorrect,mary,0,0.57,incorrect,tobi,0,0.25,incorrect,john,1,1.0,correct,ahiri,0,0.31,incorrect,singh,0,0.31,incorrect,raha,0,0.33,incorrect,emma,0,0.29,incorrect,adnan,0,0.33,incorrect,linh,0,0.25,incorrect,clara,0,0.25,incorrect
"['henry', 'harry']",john,0,0.44,incorrect,john,0,0.44,incorrect,ade,0,0.25,incorrect,akoko,0,0.2,incorrect,john,0,0.44,incorrect,gagwe,0,0.2,incorrect,john,0,0.44,incorrect,mai,0,0.25,incorrect,mask,0,0.22,incorrect,ramesh,0,0.18,incorrect,john,0,0.44,incorrect,rabe,0,0.22,incorrect,mr. darcy,0,0.43,incorrect,mary,0,0.67,incorrect,ali,0,0.25,incorrect,buyuk,0,0.2,incorrect,nguyen,0,0.36,incorrect,ong,0,0.25,incorrect,juan,0,0.22,incorrect,juan,0,0.22,incorrect,john,0,0.44,incorrect,akoko,0,0.2,incorrect,gagwe,0,0.2,incorrect,mai,0,0.25,incorrect,ramesh,0,0.18,incorrect,rabe,0,0.22,incorrect,mary,0,0.67,incorrect,buyuk,0,0.2,incorrect,ong,0,0.25,incorrect,juan,0,0.22,incorrect
"['daswood', 'señora', 'señora dashwood', 'mrs', 'dashwood', 'norland', 'mrs dashwood norland']",marianne,0,0.4,incorrect,norland,1,1.0,correct,marianne,0,0.4,incorrect,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,dashwood,1,1.0,correct,vivek,0,0.18,incorrect,norland,1,1.0,correct,norland,1,1.0,correct,mrs. dashwood,0,0.76,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,dashwood,1,1.0,correct,norland,1,1.0,correct,dashwood,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,vivek,0,0.18,incorrect,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct
"['elinor—', 'elinor']",emma,0,0.2,incorrect,david,0,0.18,incorrect,soyinka,0,0.31,incorrect,adewale,0,0.31,incorrect,molemo,0,0.33,incorrect,le,0,0.25,incorrect,oia,0,0.22,incorrect,ahiri,0,0.36,incorrect,ram,0,0.22,incorrect,ramesh,0,0.17,incorrect,emma,0,0.2,incorrect,ravelo,0,0.5,incorrect,elizabeth,0,0.4,incorrect,had,0,0.0,incorrect,emma,0,0.2,incorrect,resim,0,0.36,incorrect,nguyen,0,0.33,incorrect,<output>anh>,0,0.11,incorrect,darcy,0,0.18,incorrect,cervantes,0,0.27,incorrect,david,0,0.18,incorrect,adewale,0,0.31,incorrect,le,0,0.25,incorrect,ahiri,0,0.36,incorrect,ramesh,0,0.17,incorrect,ravelo,0,0.5,incorrect,had,0,0.0,incorrect,resim,0,0.36,incorrect,<output>anh>,0,0.11,incorrect,cervantes,0,0.27,incorrect
['elinor'],lerato,0,0.33,incorrect,thabo,0,0.18,incorrect,olu,0,0.22,incorrect,mi,0,0.25,incorrect,peter,0,0.36,incorrect,jesus,0,0.18,incorrect,hina,0,0.4,incorrect,teie,0,0.4,incorrect,krishna,0,0.31,incorrect,priyatam,0,0.14,incorrect,razana,0,0.17,incorrect,john,0,0.2,incorrect,elizabeth,0,0.4,incorrect,elizabeth,0,0.4,incorrect,ahmet,0,0.18,incorrect,ahmet,0,0.18,incorrect,elizabeth,0,0.4,incorrect,chi,0,0.22,incorrect,maria,0,0.18,incorrect,isa,0,0.22,incorrect,thabo,0,0.18,incorrect,mi,0,0.25,incorrect,jesus,0,0.18,incorrect,teie,0,0.4,incorrect,priyatam,0,0.14,incorrect,john,0,0.2,incorrect,elizabeth,0,0.4,incorrect,ahmet,0,0.18,incorrect,chi,0,0.22,incorrect,isa,0,0.22,incorrect
['edward'],jane,0,0.2,incorrect,othello,0,0.15,incorrect,david,0,0.55,incorrect,oh,0,0.0,incorrect,john,0,0.0,incorrect,tota,0,0.2,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,darcy,0,0.55,incorrect,raman,0,0.18,incorrect,raha,0,0.2,incorrect,raha,0,0.2,incorrect,darcy,0,0.55,incorrect,darcy,0,0.55,incorrect,ahmet,0,0.18,incorrect,ahmet,0,0.18,incorrect,anh,0,0.22,incorrect,chi,0,0.0,incorrect,elizabeth,0,0.27,incorrect,yo,0,0.0,incorrect,othello,0,0.15,incorrect,oh,0,0.0,incorrect,tota,0,0.2,incorrect,jesus,0,0.18,incorrect,raman,0,0.18,incorrect,raha,0,0.2,incorrect,darcy,0,0.55,incorrect,ahmet,0,0.18,incorrect,chi,0,0.0,incorrect,yo,0,0.0,incorrect
"['albay brandon', 'brandon', 'albay']",sanders,0,0.43,incorrect,colonel,0,0.3,incorrect,sanders,0,0.43,incorrect,colonel,0,0.3,incorrect,radipholo,0,0.5,incorrect,mma,0,0.25,incorrect,sanders,0,0.43,incorrect,colonel,0,0.3,incorrect,sanders,0,0.43,incorrect,karnal,0,0.36,incorrect,kolonely,0,0.31,incorrect,solomon,0,0.3,incorrect,brandon,1,1.0,correct,colonel,0,0.3,incorrect,halit,0,0.4,incorrect,yasinda,0,0.43,incorrect,aubert,0,0.36,incorrect,dai,0,0.25,incorrect,aureliano,0,0.5,incorrect,coronel,0,0.43,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,mma,0,0.25,incorrect,colonel,0,0.3,incorrect,karnal,0,0.36,incorrect,solomon,0,0.3,incorrect,colonel,0,0.3,incorrect,yasinda,0,0.43,incorrect,dai,0,0.25,incorrect,coronel,0,0.43,incorrect
"['marianne', 'marianne—']",tom,0,0.18,incorrect,hlorisang,0,0.47,incorrect,flannel,0,0.53,incorrect,rheumatism,0,0.33,incorrect,mme,0,0.36,incorrect,flannel,0,0.53,incorrect,unknown,0,0.27,incorrect,tera,0,0.33,incorrect,flannel,0,0.53,incorrect,flannel,0,0.53,incorrect,mary,0,0.5,incorrect,rakoto,0,0.29,incorrect,mary,0,0.5,incorrect,waistcoat,0,0.35,incorrect,ahmet,0,0.31,incorrect,mustafa,0,0.4,incorrect,jane,0,0.5,incorrect,phong,0,0.15,incorrect,watson,0,0.29,incorrect,franela,0,0.53,incorrect,hlorisang,0,0.47,incorrect,rheumatism,0,0.33,incorrect,flannel,0,0.53,incorrect,tera,0,0.33,incorrect,flannel,0,0.53,incorrect,rakoto,0,0.29,incorrect,waistcoat,0,0.35,incorrect,mustafa,0,0.4,incorrect,phong,0,0.15,incorrect,franela,0,0.53,incorrect
['marianne'],samuel,0,0.29,incorrect,na,0,0.2,incorrect,jewo,0,0.17,incorrect,fola,0,0.17,incorrect,fa,0,0.2,incorrect,letshoroma,0,0.22,incorrect,ahiri,0,0.46,incorrect,ahiri,0,0.46,incorrect,kafka,0,0.31,incorrect,lele,0,0.17,incorrect,joseph,0,0.14,incorrect,raha,0,0.33,incorrect,jane,0,0.5,incorrect,edgar,0,0.31,incorrect,ahmet,0,0.31,incorrect,ates,0,0.33,incorrect,emma,0,0.33,incorrect,hai,0,0.36,incorrect,rodolfo,0,0.13,incorrect,confiesa,0,0.25,incorrect,na,0,0.2,incorrect,fola,0,0.17,incorrect,letshoroma,0,0.22,incorrect,ahiri,0,0.46,incorrect,lele,0,0.17,incorrect,raha,0,0.33,incorrect,edgar,0,0.31,incorrect,ates,0,0.33,incorrect,hai,0,0.36,incorrect,confiesa,0,0.25,incorrect
