Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['caroline beaufort', 'caroline', 'beaufort']",morali,0,0.43,incorrect,morali,0,0.43,incorrect,ade,0,0.36,incorrect,ade,0,0.36,incorrect,morwadie,0,0.38,incorrect,morwadie,0,0.38,incorrect,maria,0,0.46,incorrect,tera,0,0.33,incorrect,mask,0,0.17,incorrect,unknown,0,0.27,incorrect,mary,0,0.33,incorrect,marie,0,0.62,incorrect,elizabeth,0,0.38,incorrect,rose,0,0.5,incorrect,hasan,0,0.31,incorrect,hasir kizi,0,0.33,incorrect,mai,0,0.36,incorrect,con,0,0.55,incorrect,maria,0,0.46,incorrect,maria,0,0.46,incorrect,morali,0,0.43,incorrect,ade,0,0.36,incorrect,morwadie,0,0.38,incorrect,tera,0,0.33,incorrect,unknown,0,0.27,incorrect,marie,0,0.62,incorrect,rose,0,0.5,incorrect,hasir kizi,0,0.33,incorrect,con,0,0.55,incorrect,maria,0,0.46,incorrect
['elizabeth'],elizabeth,1,1.0,correct,ingolstadt,0,0.32,incorrect,victor,0,0.27,incorrect,ingolstadt,0,0.32,incorrect,jesus,0,0.14,incorrect,ingolstadt,0,0.32,incorrect,father,0,0.4,incorrect,ingolstadt,0,0.32,incorrect,elizabeth,1,1.0,correct,ingolstadt,0,0.32,incorrect,elizabeth,1,1.0,correct,ingolstadt,0,0.32,incorrect,elizabeth,1,1.0,correct,victor,0,0.27,incorrect,elizabeth,1,1.0,correct,ingolstadt,0,0.32,incorrect,elizabeth,1,1.0,correct,ingolstadt,0,0.32,incorrect,elizabeth,1,1.0,correct,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,victor,0,0.27,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect,ingolstadt,0,0.32,incorrect
"['señor', 'señor krempe', 'm', 'hoạ', 'krempe', 'hủy', 'thần hủy hoạ', 'thần']",medusa,0,0.33,incorrect,oh,0,0.4,incorrect,adetunji,0,0.33,incorrect,iya,0,0.33,incorrect,itumeleng,0,0.31,incorrect,ga,0,0.4,incorrect,frankenstein,0,0.35,incorrect,aue,0,0.33,incorrect,medusa,0,0.33,incorrect,ohi,0,0.33,incorrect,frankenstein,0,0.35,incorrect,ratsy,0,0.25,incorrect,dante,0,0.44,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,ong,0,0.33,incorrect,dante,0,0.44,incorrect,frankenstein,0,0.35,incorrect,oh,0,0.4,incorrect,iya,0,0.33,incorrect,ga,0,0.4,incorrect,aue,0,0.33,incorrect,ohi,0,0.33,incorrect,ratsy,0,0.25,incorrect,frankenstein,0,0.35,incorrect,frankenstein,0,0.35,incorrect,ong,0,0.33,incorrect,frankenstein,0,0.35,incorrect
"['profesör', 'm', 'profesör waldman', 'waldman']",darling,0,0.43,incorrect,mary,0,0.4,incorrect,dear,0,0.36,incorrect,eni,0,0.21,incorrect,leser,0,0.46,incorrect,leser,0,0.46,incorrect,jesus,0,0.31,incorrect,te,0,0.2,incorrect,friend,0,0.29,incorrect,priya,0,0.31,incorrect,malalako,0,0.4,incorrect,ny,0,0.22,incorrect,elizabeth,0,0.25,incorrect,byron,0,0.31,incorrect,ahmet,0,0.33,incorrect,ali,0,0.4,incorrect,clerval,0,0.35,incorrect,frankenstein,0,0.3,incorrect,querido,0,0.27,incorrect,pareces,0,0.53,incorrect,mary,0,0.4,incorrect,eni,0,0.21,incorrect,leser,0,0.46,incorrect,te,0,0.2,incorrect,priya,0,0.31,incorrect,ny,0,0.22,incorrect,byron,0,0.31,incorrect,ali,0,0.4,incorrect,frankenstein,0,0.3,incorrect,pareces,0,0.53,incorrect
"['krempe', 'señor krempe', 'm', 'señor']",john,0,0.22,incorrect,ke,0,0.5,incorrect,michael,0,0.31,incorrect,akin,0,0.22,incorrect,thomas,0,0.29,incorrect,keletso,0,0.46,incorrect,tuahine,0,0.21,incorrect,ua,0,0.0,incorrect,ram,0,0.5,incorrect,ram,0,0.5,incorrect,john,0,0.22,incorrect,monja,0,0.33,incorrect,victor,0,0.36,incorrect,edgar,0,0.4,incorrect,ahmet,0,0.36,incorrect,sevinc,0,0.55,incorrect,anh,0,0.25,incorrect,anh,0,0.25,incorrect,pedro,0,0.4,incorrect,sorprendido,0,0.5,incorrect,ke,0,0.5,incorrect,akin,0,0.22,incorrect,keletso,0,0.46,incorrect,ua,0,0.0,incorrect,ram,0,0.5,incorrect,monja,0,0.33,incorrect,edgar,0,0.4,incorrect,sevinc,0,0.55,incorrect,anh,0,0.25,incorrect,sorprendido,0,0.5,incorrect
['dante'],holmes,0,0.18,incorrect,edgar,0,0.4,incorrect,olawale,0,0.33,incorrect,o,0,0.0,incorrect,john,0,0.22,incorrect,mathateng,0,0.43,incorrect,marie,0,0.4,incorrect,tera,0,0.44,incorrect,rajeev,0,0.36,incorrect,rajeev,0,0.36,incorrect,madeline,0,0.46,incorrect,marina,0,0.36,incorrect,henry,0,0.2,incorrect,frankenstein,0,0.47,incorrect,victor,0,0.18,incorrect,hayat,0,0.4,incorrect,victor,0,0.18,incorrect,<output>anh>,0,0.24,incorrect,victor,0,0.18,incorrect,pablo,0,0.2,incorrect,edgar,0,0.4,incorrect,o,0,0.0,incorrect,mathateng,0,0.43,incorrect,tera,0,0.44,incorrect,rajeev,0,0.36,incorrect,marina,0,0.36,incorrect,frankenstein,0,0.47,incorrect,hayat,0,0.4,incorrect,<output>anh>,0,0.24,incorrect,pablo,0,0.2,incorrect
"['frankenstein', 'clerval']",maria,0,0.33,incorrect,mary,0,0.18,incorrect,jesus,0,0.24,incorrect,ni,0,0.29,incorrect,maria,0,0.33,incorrect,mariga,0,0.31,incorrect,jesus,0,0.24,incorrect,nahea,0,0.33,incorrect,priyatam,0,0.3,incorrect,priyatam,0,0.3,incorrect,tom,0,0.13,incorrect,tsapako,0,0.21,incorrect,victor,0,0.31,incorrect,victor,0,0.31,incorrect,ahmet,0,0.35,incorrect,sevgili,0,0.43,incorrect,nguyen,0,0.33,incorrect,nguyen,0,0.33,incorrect,juan,0,0.25,incorrect,enrique,0,0.32,incorrect,mary,0,0.18,incorrect,ni,0,0.29,incorrect,mariga,0,0.31,incorrect,nahea,0,0.33,incorrect,priyatam,0,0.3,incorrect,tsapako,0,0.21,incorrect,victor,0,0.31,incorrect,sevgili,0,0.43,incorrect,nguyen,0,0.33,incorrect,enrique,0,0.32,incorrect
['clerval'],john,0,0.0,incorrect,michael,0,0.43,incorrect,dear,0,0.36,incorrect,bawo,0,0.18,incorrect,john,0,0.0,incorrect,thabo,0,0.17,incorrect,ta'u,0,0.18,incorrect,nahea,0,0.33,incorrect,krishna,0,0.29,incorrect,ram,0,0.4,incorrect,mary,0,0.18,incorrect,marie,0,0.17,incorrect,elizabeth,0,0.25,incorrect,elizabeth,0,0.25,incorrect,arkadas,0,0.29,incorrect,ahmet,0,0.17,incorrect,ban,0,0.2,incorrect,tien,0,0.18,incorrect,hector,0,0.31,incorrect,amor,0,0.18,incorrect,michael,0,0.43,incorrect,bawo,0,0.18,incorrect,thabo,0,0.17,incorrect,nahea,0,0.33,incorrect,ram,0,0.4,incorrect,marie,0,0.17,incorrect,elizabeth,0,0.25,incorrect,ahmet,0,0.17,incorrect,tien,0,0.18,incorrect,amor,0,0.18,incorrect
['henry'],frank,0,0.2,incorrect,persia,0,0.36,incorrect,alfred,0,0.18,incorrect,greece,0,0.18,incorrect,edward,0,0.36,incorrect,sanskrit,0,0.31,incorrect,homer,0,0.6,incorrect,rome,0,0.22,incorrect,william jones,0,0.11,incorrect,vir,0,0.25,incorrect,goethe,0,0.36,incorrect,gresy,0,0.4,incorrect,henry,1,1.0,correct,alexander,0,0.43,incorrect,ahmet,0,0.4,incorrect,edward,0,0.36,incorrect,victor,0,0.18,incorrect,dong,0,0.22,incorrect,henry,1,1.0,correct,ginebra,0,0.33,incorrect,persia,0,0.36,incorrect,greece,0,0.18,incorrect,sanskrit,0,0.31,incorrect,rome,0,0.22,incorrect,vir,0,0.25,incorrect,gresy,0,0.4,incorrect,alexander,0,0.43,incorrect,edward,0,0.36,incorrect,dong,0,0.22,incorrect,ginebra,0,0.33,incorrect
"['clerval', 'querido', 'querido clerval']",geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneve,0,0.31,incorrect,geneve,0,0.31,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneve,0,0.31,incorrect,clerval,1,1.0,correct,geneva,0,0.46,incorrect,frankenstein,0,0.21,incorrect,cenevre,0,0.43,incorrect,victor,0,0.31,incorrect,geneva,0,0.46,incorrect,clerval,1,1.0,correct,ginebra,0,0.43,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneva,0,0.46,incorrect,geneve,0,0.31,incorrect,geneva,0,0.46,incorrect,geneve,0,0.31,incorrect,geneva,0,0.46,incorrect,cenevre,0,0.43,incorrect,geneva,0,0.46,incorrect,ginebra,0,0.43,incorrect
