Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['mum'],rg,0,0.0,incorrect,rg,0,0.0,incorrect,rg,0,0.0,incorrect
['eden'],sophie,0,0.2,incorrect,hawaii,0,0.0,incorrect,hawaii,0,0.0,incorrect
"['gopal das', 'gopal', 'das']",four winds shaman school,0,0.3,incorrect,shaman,0,0.27,incorrect,shaman,0,0.27,incorrect
"['gopal das', 'gopal', 'das']",brad,0,0.31,incorrect,gaia,0,0.46,incorrect,gaia,0,0.46,incorrect
['thomas'],smith,0,0.36,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['arabella'],augusta,0,0.27,incorrect,augusta,0,0.27,incorrect,augusta,0,0.27,incorrect
['thomas'],emma,0,0.4,incorrect,emma,0,0.4,incorrect,emma,0,0.4,incorrect
['arabella'],eleanor,0,0.4,incorrect,elizabeth,0,0.35,incorrect,elizabeth,0,0.35,incorrect
['eden'],emily,0,0.22,incorrect,sarah,0,0.0,incorrect,sarah,0,0.0,incorrect
['eden'],arabella,0,0.17,incorrect,arabella,0,0.17,incorrect,arabella,0,0.17,incorrect
['arabella'],gwyneth,0,0.13,incorrect,beatrice,0,0.38,incorrect,beatrice,0,0.38,incorrect
['arabella'],shirley,0,0.27,incorrect,lady,0,0.33,incorrect,lady,0,0.33,incorrect
['arabella'],cecilia,0,0.4,incorrect,shanghai,0,0.25,incorrect,shanghai,0,0.25,incorrect
['arabella'],bella,0,0.77,correct,marco,0,0.31,incorrect,marco,0,0.31,incorrect
"['thomas tong', 'tong', 'thomas']",smith,0,0.36,incorrect,watson,0,0.6,incorrect,watson,0,0.6,incorrect
['eden'],emma,0,0.25,incorrect,rose,0,0.25,incorrect,rose,0,0.25,incorrect
['eden'],sarah,0,0.0,incorrect,sarah,0,0.0,incorrect,sarah,0,0.0,incorrect
['eden'],emily,0,0.22,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['eden'],emily,0,0.22,incorrect,jessica,0,0.18,incorrect,jessica,0,0.18,incorrect
['rufus'],eden,0,0.0,incorrect,eden,0,0.0,incorrect,eden,0,0.0,incorrect
['rufus'],alex,0,0.0,incorrect,puako,0,0.2,incorrect,puako,0,0.2,incorrect
['rufus'],alex,0,0.0,incorrect,rainwater,0,0.14,incorrect,rainwater,0,0.14,incorrect
['rufus'],michael,0,0.0,incorrect,hawaii,0,0.0,incorrect,hawaii,0,0.0,incorrect
['arabella'],sophia,0,0.14,incorrect,rufus,0,0.15,incorrect,rufus,0,0.15,incorrect
['bea'],marie,0,0.25,incorrect,courcy,0,0.0,incorrect,courcy,0,0.0,incorrect
['eden'],emily,0,0.22,incorrect,vanessa,0,0.18,incorrect,vanessa,0,0.18,incorrect
['eden'],emma,0,0.25,incorrect,love,0,0.25,incorrect,love,0,0.25,incorrect
['rufus'],emma,0,0.0,incorrect,ready,0,0.2,incorrect,ready,0,0.2,incorrect
['eden'],emily,0,0.22,incorrect,mary,0,0.0,incorrect,mary,0,0.0,incorrect
['rufus'],maria,0,0.2,incorrect,coqui,0,0.2,incorrect,coqui,0,0.2,incorrect
['bea'],charlotte,0,0.17,incorrect,augusta,0,0.2,incorrect,augusta,0,0.2,incorrect
['bea'],serena,0,0.44,incorrect,york,0,0.0,incorrect,york,0,0.0,incorrect
['arabella'],charlotte,0,0.35,incorrect,mango,0,0.15,incorrect,mango,0,0.15,incorrect
['eden'],beatrice,0,0.33,incorrect,greshamsbury,0,0.12,incorrect,greshamsbury,0,0.12,incorrect
['rufus'],emily,0,0.0,incorrect,everyone,0,0.15,incorrect,everyone,0,0.15,incorrect
['eden'],emily,0,0.22,incorrect,sunset,0,0.2,incorrect,sunset,0,0.2,incorrect
['freddy'],tom,0,0.0,incorrect,walrus,0,0.17,incorrect,walrus,0,0.17,incorrect
['rufus'],freddy,0,0.18,incorrect,freddy,0,0.18,incorrect,freddy,0,0.18,incorrect
['farman'],thacher,0,0.31,incorrect,laurel,0,0.33,incorrect,laurel,0,0.33,incorrect
['solène'],claire,0,0.33,incorrect,sophie,0,0.5,incorrect,sophie,0,0.5,incorrect
['laurel'],john,0,0.0,incorrect,humpback,0,0.14,incorrect,humpback,0,0.14,incorrect
['rufus'],jack,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['solène'],alex,0,0.4,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['eden'],emily,0,0.22,incorrect,sarah,0,0.0,incorrect,sarah,0,0.0,incorrect
['tong'],smith,0,0.22,incorrect,blue,0,0.0,incorrect,blue,0,0.0,incorrect
['thomas'],kenji,0,0.0,incorrect,mahi,0,0.4,incorrect,mahi,0,0.4,incorrect
['thomas'],john,0,0.2,incorrect,spot,0,0.2,incorrect,spot,0,0.2,incorrect
['arabella'],sherlock,0,0.25,incorrect,earth,0,0.31,incorrect,earth,0,0.31,incorrect
['thomas'],john,0,0.2,incorrect,henrietta,0,0.27,incorrect,henrietta,0,0.27,incorrect
['max'],erik,0,0.0,incorrect,norway,0,0.22,incorrect,norway,0,0.22,incorrect
['kamehameha'],kamehameha,1,1.0,correct,kamehameha,1,1.0,correct,kamehameha,1,1.0,correct
['thomas'],james,0,0.36,incorrect,devon,0,0.18,incorrect,devon,0,0.18,incorrect
"['rene', 'tan', 'rene tan']",richard,0,0.27,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect
['eden'],sophie,0,0.2,incorrect,lacoste,0,0.18,incorrect,lacoste,0,0.18,incorrect
['thomas'],sarah,0,0.18,incorrect,mary,0,0.4,incorrect,mary,0,0.4,incorrect
['thomas'],james,0,0.36,incorrect,hong kong,0,0.27,incorrect,hong kong,0,0.27,incorrect
['eden'],emily,0,0.22,incorrect,sarah,0,0.0,incorrect,sarah,0,0.0,incorrect
['eden'],anna,0,0.25,incorrect,bea,0,0.29,incorrect,bea,0,0.29,incorrect
['thomas'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['arabella'],victoria,0,0.25,incorrect,margaret,0,0.5,incorrect,margaret,0,0.5,incorrect
['eden'],emily,0,0.22,incorrect,horizon,0,0.18,incorrect,horizon,0,0.18,incorrect
['eden'],erik,0,0.25,incorrect,olaf,0,0.0,incorrect,olaf,0,0.0,incorrect
['eden'],samantha,0,0.17,incorrect,emma,0,0.25,incorrect,emma,0,0.25,incorrect
['rufus'],emma,0,0.0,incorrect,mauna kea,0,0.14,incorrect,mauna kea,0,0.14,incorrect
['arabella'],charlotte,0,0.35,incorrect,marie,0,0.46,incorrect,marie,0,0.46,incorrect
['eden'],rufus,0,0.0,incorrect,rufus,0,0.0,incorrect,rufus,0,0.0,incorrect
['eden'],sophie,0,0.2,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['rufus'],john,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['eden'],sarah,0,0.0,incorrect,michael,0,0.18,incorrect,michael,0,0.18,incorrect
['rufus'],emma,0,0.0,incorrect,qantas,0,0.18,incorrect,qantas,0,0.18,incorrect
['freddy'],frodo,0,0.55,incorrect,smaug,0,0.0,incorrect,smaug,0,0.0,incorrect
['rufus'],arthur,0,0.36,incorrect,don,0,0.0,incorrect,don,0,0.0,incorrect
['freddy'],ethan,0,0.18,incorrect,eden,0,0.4,incorrect,eden,0,0.4,incorrect
['rufus'],michael,0,0.0,incorrect,great,0,0.2,incorrect,great,0,0.2,incorrect
['arabella'],elizabeth,0,0.35,incorrect,sharp,0,0.31,incorrect,sharp,0,0.31,incorrect
"['courcy', 'solène', 'de', 'solène de courcy']",emily,0,0.29,incorrect,emily,0,0.29,incorrect,emily,0,0.29,incorrect
['rufus'],emma,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['rufus'],emma,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['rufus'],michael,0,0.0,incorrect,picasso,0,0.17,incorrect,picasso,0,0.17,incorrect
['rufus'],eve,0,0.0,incorrect,adam,0,0.0,incorrect,adam,0,0.0,incorrect
['rufus'],tarzan,0,0.18,incorrect,mummy,0,0.2,incorrect,mummy,0,0.2,incorrect
['rufus'],alex,0,0.0,incorrect,james,0,0.2,incorrect,james,0,0.2,incorrect
"['john', 'john soane', 'soane']",john soane,1,1.0,correct,sir john soane,0,0.83,correct,sir john soane,0,0.83,correct
['rufus'],james,0,0.2,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['rufus'],elizabeth,0,0.0,incorrect,john smith,0,0.13,incorrect,john smith,0,0.13,incorrect
"['gao', 'mary gao', 'mary']",emily,0,0.44,incorrect,anna,0,0.33,incorrect,anna,0,0.33,incorrect
['john'],phineas,0,0.36,incorrect,phineas,0,0.36,incorrect,phineas,0,0.36,incorrect
['john'],john,1,1.0,correct,john,1,1.0,correct,john,1,1.0,correct
['martha'],griffith,0,0.43,incorrect,diocesan,0,0.14,incorrect,diocesan,0,0.14,incorrect
['martha'],emily,0,0.18,incorrect,emma,0,0.4,incorrect,emma,0,0.4,incorrect
['martha'],kitty,0,0.18,incorrect,rothko,0,0.5,incorrect,rothko,0,0.5,incorrect
['martha'],steve,0,0.18,incorrect,brilliant,0,0.27,incorrect,brilliant,0,0.27,incorrect
